milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,4.151577088615777e-06,2.793886928410549e-05,9.696366884557326e-06,7.765910788411934e-06,6.688170492731326e-06,5.163794267123244e-08,6.60640317967355e-05,0.0,0.0,5.512173484132229e-20,2.548638616520539e-21,6.106962701339406e-22,2.8250549860280395e-07,0.0,-3.5827921975018165e-21,5.0313829412324284e-21,1.5927165703291422e-05,0.0,-2.567417172730407e-06,-7.991851955077426e-07,0.0,0.0,0.00021983119643606333,-1.0601664456260023e-05,0.0,-2.3496824151485793e-06,1.2866996494769547e-05,4.571773295885301e-22,-8.903011153463064e-22,2.888564796500988e-21,0.0,0.0,0.0,0.0,-1.8166808420943008e-22,5.227399845295152e-07,4.285664437212748e-23,0.0,0.0,0.0,3.6992409108034855e-22,-8.605083455660214e-06,2e-06,9.797774961235632e-08,5.653809325502903e-22,0.00016514460467524387,7.828958736503028e-08,0.0,0.0,0.0,-3.961467867624612e-09,-6.664527602210813e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.211032144263554e-08,0.0,0.0,1.8273977262962963e-09,-8.149623937263309e-10,0.0,0.0,0.0,0.0,0.0,0.0
100,-1.2711639698766261e-05,7.575614248351751e-07,4.937471166472462e-06,0.00018098005101623414,-8.008106644355169e-07,3.9922771796247104e-08,-8.655580579575519e-06,0.0,0.0,-7.238086101387198e-21,4.598865346185816e-21,-1.4804307701793545e-21,-3.843687242783774e-06,0.0,-1.5951874336456454e-21,8.759204035992227e-21,1.7047879303269067e-05,0.0,-5.840104466309115e-06,1.581613109389275e-06,0.0,0.0,-0.00015573936659480823,1.148924145429218e-05,0.0,2.012206897891065e-06,1.3205882241041111e-06,2.709708812217587e-22,-8.855058749133303e-22,2.7315465147329607e-21,0.0,0.0,0.0,0.0,-3.5402707960833886e-22,-2.1826390683671082e-06,-3.7721289741490546e-23,0.0,0.0,0.0,7.244550691384859e-22,-1.0365580449763407e-05,2e-06,-1.149853874774141e-06,-6.208676659802307e-22,0.00018922184836356502,-1.8754450281854773e-07,0.0,0.0,0.0,-1.017068040910112e-07,-2.60419036390108e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3491625993470153e-09,0.0,0.0,2.5928131759961588e-09,-2.6008144845153805e-10,0.0,0.0,0.0,0.0,0.0,0.0
200,-1.1514005138627027e-05,-7.271117555181287e-06,5.0170407752753575e-06,-7.331510648347046e-05,-3.5158844601638632e-06,4.716824024566244e-08,7.466072385303031e-05,0.0,0.0,-4.262301060221588e-20,-3.3501428514567015e-21,2.1103771146796084e-21,1.4561742497025753e-06,0.0,6.052395545750181e-21,-1.0396254958707208e-20,6.158212440980534e-06,0.0,-4.880137707024599e-06,1.4030446499279174e-06,0.0,0.0,2.4074711026429832e-05,5.33066695789573e-06,0.0,2.283213039529306e-06,-9.685703919763212e-06,-4.1159503546386964e-22,-8.468092058938158e-22,-1.2692622098799378e-21,0.0,0.0,0.0,0.0,-2.233378022043289e-22,-4.307375547609835e-06,-3.399856477564813e-24,0.0,0.0,0.0,2.1737055453863275e-22,1.1289000593182418e-05,2e-06,1.2349979997399609e-06,-2.9538245231975445e-22,0.0005755383865515649,9.75629728188399e-08,0.0,0.0,0.0,6.578920604214862e-08,-4.78756847385365e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.123417174900949e-09,0.0,0.0,1.7657148754574828e-09,-1.6308595581843675e-10,0.0,0.0,0.0,0.0,0.0,0.0
300,-1.0219921292655661e-05,2.1935803108783485e-05,-6.306055797653007e-06,-0.00017664934869065992,9.639497984040027e-06,8.775282672441755e-07,7.277886199655641e-05,0.0,0.0,4.822722460670946e-20,-1.606148586898706e-21,-3.7995929836243267e-22,-2.1715705814697962e-06,0.0,-9.472333784859529e-21,1.3590759655720312e-20,-4.683971408223454e-06,0.0,1.5275789930069437e-07,1.0429365864996295e-06,0.0,0.0,-3.508869126297568e-06,2.93832620030223e-07,0.0,2.448071851755405e-06,-8.228527312593362e-06,6.905239909073308e-22,-1.0712318562641758e-21,-2.4205100837602026e-21,0.0,0.0,0.0,0.0,-3.259326712583835e-22,1.1444885114195313e-06,-4.9238773565381926e-23,0.0,0.0,0.0,5.4099050854386955e-22,1.0810206602855929e-05,2e-06,-4.749186328683976e-07,4.940599100229726e-22,0.0005466746328496575,2.1079384411112126e-07,0.0,0.0,0.0,-6.754989508647136e-09,-2.7148639824880935e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.075772110177232e-09,0.0,0.0,-2.5894030563047147e-09,1.2871404615564883e-09,0.0,0.0,0.0,0.0,0.0,0.0
400,-1.2512689343753178e-05,-6.588422133627606e-07,1.3154913898549336e-05,-0.0001676900416853038,-4.7818904887331275e-06,5.253364169370753e-07,4.699147064131448e-05,0.0,0.0,-2.6074791938521582e-20,-2.5299386966399003e-21,1.0369315133646867e-21,-3.885469488980364e-06,0.0,-1.5663010443948778e-20,-2.0534870403049606e-21,8.962627724320518e-07,0.0,-2.6223577883633655e-06,-1.7071386063546866e-06,0.0,0.0,-0.00019055893605043125,1.7032676102036137e-06,0.0,1.3397778658818452e-07,1.0078790292585162e-05,-6.641050236978664e-22,8.143620044971835e-22,-2.1587840187366037e-21,0.0,0.0,0.0,0.0,-1.378670871527894e-22,-4.957901940068426e-06,-3.3914628262887035e-23,0.0,0.0,0.0,-5.598698212764159e-22,-1.0545818632730782e-05,2e-06,9.482901612856583e-07,3.1034071407237234e-22,0.000106352596150923,2.811183074744369e-07,0.0,0.0,0.0,1.7826405283220764e-07,1.412578320846993e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0734912558503186e-09,0.0,0.0,-1.5431968739761498e-09,-1.435200134503877e-09,0.0,0.0,0.0,0.0,0.0,0.0
500,1.3939947496029845e-05,-1.3922417778772465e-05,-4.6366761053506106e-07,-0.00011762980798894259,1.254675521051334e-05,-1.1558495736302768e-07,5.273382138913165e-05,0.0,0.0,4.230026079367284e-20,4.71074574009154e-22,1.5010806429920715e-21,-5.677252465860358e-06,0.0,1.1946617015444673e-20,-3.725365525474384e-21,1.8864640947741227e-06,0.0,-2.8709135391362393e-06,2.5039632245015033e-07,0.0,0.0,-0.0002075536894759539,6.8432950052348235e-06,0.0,1.2164598238954394e-08,-2.778698953998555e-06,-4.754819749137092e-22,2.134647852338745e-22,-2.192066545325371e-21,0.0,0.0,0.0,0.0,-8.039956712418697e-23,-1.6797527291447771e-06,6.264185656457326e-23,0.0,0.0,0.0,7.263674511535622e-22,-8.131194546334086e-06,2e-06,1.7666285373581925e-06,4.6135686926813314e-23,-0.0004001587978877324,2.6338632407142397e-07,0.0,0.0,0.0,1.8955985541600346e-07,-1.7432943232705569e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.21273460389117e-10,0.0,0.0,2.4257204940475805e-09,-8.900876275880426e-10,0.0,0.0,0.0,0.0,0.0,0.0
600,3.688133373102001e-05,2.6818614163820874e-05,1.4630401849995075e-05,-4.470479635069605e-05,-9.993731181601723e-06,-5.31770530305532e-07,-4.737366637405512e-05,0.0,0.0,5.377686031048489e-20,-5.800363664689796e-21,-9.868805606514929e-22,-3.0274548706941967e-06,0.0,-1.22756582804178e-20,-2.7246525960694666e-21,-1.1002010627483472e-05,0.0,-6.9425752040453456e-06,-1.0230419093884837e-06,0.0,0.0,5.8768139277719515e-06,4.161184782099325e-07,0.0,1.3974826731505867e-06,-1.184492620972866e-05,-8.54237458581716e-24,-7.637713950368808e-23,1.037216252087947e-21,0.0,0.0,0.0,0.0,1.7692248320022616e-22,-2.6484208445841213e-06,2.215408322881967e-23,0.0,0.0,0.0,6.340330151203861e-22,-7.295440242281561e-06,2e-06,3.0467834365249126e-07,3.02180514710298e-22,2.221656632806843e-05,1.389405999073502e-07,0.0,0.0,0.0,-2.598672483984086e-07,-2.4872599083531556e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.96904714893345e-09,0.0,0.0,-1.3010634996033685e-09,-1.1228026727321044e-09,0.0,0.0,0.0,0.0,0.0,0.0
700,1.2432782364759361e-05,-2.1320507763879966e-05,5.630192329328748e-06,0.00014308621341270375,-1.1408719386100331e-05,1.0577624778805492e-07,4.160245216635014e-05,0.0,0.0,-2.89795126949669e-20,2.4364518260482697e-21,-1.9260176061294234e-21,3.6982185856251196e-06,0.0,-1.2838942362742067e-20,-5.076249603656866e-21,-6.909375824775703e-06,0.0,-6.506462312232457e-06,8.670053463869617e-08,0.0,0.0,-8.415638154248454e-05,1.275121289979097e-05,0.0,-1.7795915163878212e-06,5.419505795674338e-06,-3.496687667872033e-22,1.3701108864153806e-22,-3.928078966533214e-21,0.0,0.0,0.0,0.0,-2.0844188327410115e-22,-4.2839506472275454e-06,2.5967766311241433e-23,0.0,0.0,0.0,-1.8298698927483433e-22,5.515535119520391e-06,2e-06,-2.8039688746376873e-07,6.648275647875792e-22,0.00023796822020252372,3.6341205693604056e-08,0.0,0.0,0.0,-1.6964381337296996e-07,1.3947304643110726e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2149412032626926e-08,0.0,0.0,1.2189770584399355e-09,-4.921534547446701e-10,0.0,0.0,0.0,0.0,0.0,0.0
800,4.680933141266075e-05,6.800028376344084e-06,6.019073059621625e-06,0.0001716231096405868,1.5203715236054134e-07,3.20106521317949e-08,7.450140100857082e-05,0.0,0.0,-2.4179870864919245e-20,2.896640061986666e-21,5.296340206447859e-22,-4.309834882438194e-06,0.0,-1.49990545885703e-20,-1.4933666661362323e-20,-8.094774074892498e-06,0.0,-3.0423139187956722e-06,-1.6192685296406133e-07,0.0,0.0,0.00010968934119633368,9.622610367151026e-06,0.0,-1.6316936724722856e-06,1.1259281852985695e-05,-5.801571247599605e-22,7.574401460305255e-22,-6.142658362473644e-22,0.0,0.0,0.0,0.0,-1.4978196126783322e-22,2.108511385856802e-06,-4.941922520044998e-23,0.0,0.0,0.0,6.39048601437617e-22,1.0288707239179726e-06,2e-06,4.977590636759467e-07,-3.414092107042404e-22,-0.00040723923229586017,-3.5434192724303465e-08,0.0,0.0,0.0,-5.222006547870242e-08,2.1688440714760704e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.14550936987306e-09,0.0,0.0,-2.593315714510324e-09,1.964327202551275e-10,0.0,0.0,0.0,0.0,0.0,0.0
900,1.9331961920717025e-05,-6.725541100507702e-08,-1.0494836948850207e-05,-0.00016174766712260071,-7.322854029739232e-06,-1.008956843548385e-06,4.37720543986736e-05,0.0,0.0,-5.0657102709105656e-20,4.085371524666055e-21,1.1501341374442708e-21,-3.896539854637182e-06,0.0,8.314172187391016e-21,8.555086687991428e-21,-1.4686998636148487e-05,0.0,5.648364830471206e-07,1.7726407526757673e-06,0.0,0.0,0.00016064881612243626,1.0535616943004631e-05,0.0,1.5548606598619863e-06,-8.585424274656887e-06,5.625029220324025e-22,3.3962780909720955e-22,1.74707955704512e-21,0.0,0.0,0.0,0.0,6.621610074557108e-23,4.430306719662063e-06,7.008564285865938e-24,0.0,0.0,0.0,8.195754363276633e-22,7.791742010604167e-06,2e-06,-3.228782640560808e-07,-8.406596041790047e-23,0.00020787224918057323,-3.094274255902807e-07,0.0,0.0,0.0,1.6543747814842218e-07,-3.580985136185858e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5785734444153353e-09,0.0,0.0,-2.212718679047912e-09,1.212483922101298e-09,0.0,0.0,0.0,0.0,0.0,0.0
