milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
1000,3.758255897490698e-05,2.3790863691292657e-05,-8.334016661347715e-06,-0.00011317504017934869,8.23033423144042e-06,-1.2857175255347583e-06,6.081212932651521e-05,0.0,0.0,-4.144928604375781e-20,-4.460355383336948e-21,1.5151921909812497e-21,-4.180705938192113e-06,0.0,9.434752259515105e-22,-1.3211819839612327e-20,-3.0571730342409296e-06,0.0,3.118782785966925e-06,2.9146405639695904e-06,0.0,0.0,0.00015528617080159677,8.958301823235372e-06,0.0,-1.4310344695753619e-06,1.027059751275548e-05,6.499703750568603e-23,6.782412397195024e-22,-2.6269167558575783e-21,0.0,0.0,0.0,0.0,-1.9998540322150457e-22,3.866656957811816e-06,-2.7352049107565685e-23,0.0,0.0,0.0,4.9142654324610505e-22,-1.0783479091123705e-05,2e-06,1.313237753727562e-06,-4.239148452881272e-22,0.00034215949318267333,-2.126016903359928e-07,0.0,0.0,0.0,7.706971794569845e-08,-3.062019010050575e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8004180390045294e-09,0.0,0.0,-1.4938769672012557e-09,4.021733964127897e-13,0.0,0.0,0.0,0.0,0.0,0.0
1100,5.5334633715568474e-05,1.5125149260078677e-05,-3.005917429634219e-06,6.395227376317841e-05,-1.0286529830941774e-05,-8.766879667514117e-07,5.1877806522824666e-05,0.0,0.0,4.189633080672602e-21,2.5257465786908665e-22,-1.780701898730222e-21,-1.3254912816169863e-06,0.0,-2.2849609983432106e-22,1.2447716512251494e-20,-2.7473740025923414e-07,0.0,-6.008519641884225e-06,-1.976274831701782e-06,0.0,0.0,-0.00018248673675565907,5.985642823742632e-06,0.0,-2.569384127064511e-07,1.4537746566535978e-05,-1.1276421339225938e-22,7.098095023792563e-22,-1.0135793395171454e-21,0.0,0.0,0.0,0.0,-1.0145560443277824e-22,3.5859389969883336e-06,1.1202788350818145e-23,0.0,0.0,0.0,4.222082590633754e-22,-2.395045630770571e-06,2e-06,1.0778122436309097e-06,2.737557135452645e-22,-0.000267905032515657,-3.6284440619296655e-08,0.0,0.0,0.0,-1.0334101677724675e-07,3.831079617924628e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3892162940288445e-09,0.0,0.0,-2.355237971620307e-09,1.3618267407082258e-09,0.0,0.0,0.0,0.0,0.0,0.0
1200,5.361606988792618e-06,5.083212782071961e-06,5.282132646416552e-06,-1.0594254622077702e-05,-1.4433315730949342e-05,-1.036447218297962e-06,1.4058291545642872e-06,0.0,0.0,4.1957959508799406e-20,5.8160372544419214e-21,-1.9038941853274176e-21,-2.86294191003867e-06,0.0,1.2116684619284149e-20,-6.117839768336536e-21,-2.447527009390453e-06,0.0,7.894367724745078e-06,-3.749663922303799e-06,0.0,0.0,0.00020861846883601178,6.925547591653568e-06,0.0,-2.15771326301972e-06,-1.3850505583434637e-05,8.914526283923057e-23,-4.499828589685611e-22,-2.0728591376901823e-21,0.0,0.0,0.0,0.0,3.4587705835299505e-22,1.7853136939942819e-06,3.320297712959977e-23,0.0,0.0,0.0,4.84075765795881e-22,9.890236869657278e-06,2e-06,-9.375702168206797e-07,3.7445815254286754e-22,-1.529198271421456e-05,-1.6691422238751738e-07,0.0,0.0,0.0,-1.0330720983568133e-07,1.0452813657416659e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.790232156765245e-09,0.0,0.0,-1.1062678107020928e-09,9.207994207140757e-10,0.0,0.0,0.0,0.0,0.0,0.0
1300,2.7750504462676544e-05,-2.9197076527313647e-06,3.440403429065422e-06,0.00014550123818599792,-1.504152484477675e-05,-9.292153457658172e-07,-7.590410035356855e-05,0.0,0.0,1.2661904245357067e-20,3.0103101221472945e-21,-1.814208023783814e-21,-3.201538948249019e-06,0.0,-1.6436688098640382e-21,-1.4885320204717557e-20,1.2583030682479057e-05,0.0,-3.98992510046894e-07,2.105954329929387e-06,0.0,0.0,-0.00018794372875258002,3.250412484034638e-06,0.0,4.0702733283911363e-08,-7.85151589485109e-06,6.235905916411411e-23,-8.401483256257355e-22,3.52304765832028e-21,0.0,0.0,0.0,0.0,-2.998365719007662e-23,2.3253306992697373e-06,-1.4021671801222422e-24,0.0,0.0,0.0,3.411672318669878e-22,4.009296764551604e-07,2e-06,-9.070636425716012e-07,4.254377042108822e-22,-0.00046459278426271505,3.2076229044202945e-07,0.0,0.0,0.0,1.3130078286831885e-07,3.4794567394132472e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.754631070060298e-09,0.0,0.0,-5.469025822402386e-10,6.908184625819391e-11,0.0,0.0,0.0,0.0,0.0,0.0
1400,6.958493321215961e-05,1.5691681459770547e-05,-1.3530949841719367e-05,0.00011696984065370328,1.1546743755618605e-05,-1.4332955602417043e-06,5.093160649052547e-05,0.0,0.0,-4.6264273513374227e-20,4.380136885466899e-21,1.580809878834825e-21,-1.6044236411409552e-07,0.0,-1.2148499185249426e-20,-7.61137102185998e-21,-1.789036103318075e-05,0.0,-6.31247825667296e-06,2.8119677712813534e-06,0.0,0.0,3.8866553470891165e-05,-1.1902770434466921e-05,0.0,1.1911328550079983e-06,7.26748004920731e-06,-6.810611953348882e-23,2.453425870274932e-22,-2.723656531422748e-21,0.0,0.0,0.0,0.0,-1.4737261438397593e-22,-3.0808133077933877e-06,4.701125304237795e-23,0.0,0.0,0.0,4.814934663698471e-22,2.4836267442241904e-06,2e-06,-3.8638091735350077e-07,-4.6906251404442895e-22,-0.00038112075032255033,-1.449716087767214e-07,0.0,0.0,0.0,4.5870409594435316e-08,-1.405426532999166e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.605169380932575e-09,0.0,0.0,1.8536563438644077e-09,4.4881932471580147e-10,0.0,0.0,0.0,0.0,0.0,0.0
1500,2.2642180234139643e-05,-2.2499961895980292e-05,1.5097368943171335e-05,-0.00010241560625158478,5.891281530641841e-06,-2.269269233667768e-06,-6.78222508687246e-05,0.0,0.0,-2.3645771204270728e-20,-5.570062461588682e-21,5.933550744972119e-22,3.044845365808941e-06,0.0,-8.928144779824592e-21,6.584954854576194e-21,-2.3429499426729373e-06,0.0,3.960943651375087e-06,2.337056617588929e-06,0.0,0.0,0.00016133612093370098,-1.0301663157540791e-06,0.0,1.285993624622893e-06,7.384753652213328e-06,2.910069588152723e-22,-9.954897601006833e-22,-1.2863359776343399e-21,0.0,0.0,0.0,0.0,1.9126524542416696e-22,4.423338559723483e-06,5.932868251216514e-23,0.0,0.0,0.0,7.6613190775160935e-22,1.0079318602249524e-05,2e-06,5.79852335922253e-07,1.0660631541662674e-22,-0.0004006407250893262,2.771275569660392e-07,0.0,0.0,0.0,-1.2148809751948854e-08,1.3088504202784928e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0017295912827682e-09,0.0,0.0,-1.8666810974100416e-09,7.890785138068173e-10,0.0,0.0,0.0,0.0,0.0,0.0
1600,3.499491174039442e-05,3.544973231720098e-07,-4.252674846192773e-06,-9.41163707284189e-05,-1.7039720047995377e-05,-1.2615543205697781e-06,-2.725963183515105e-05,0.0,0.0,3.81460942523549e-20,5.664125081417342e-21,1.0575203793328756e-21,-5.502519295093842e-06,0.0,-9.878380012893578e-22,-1.330267832345071e-20,-2.8976149379143046e-06,0.0,8.483773845743197e-06,2.01813893188793e-06,0.0,0.0,-7.759007276201353e-05,-8.81187276833786e-07,0.0,-4.5862271937745935e-08,-1.2266013084120944e-05,3.2830094926727554e-23,-6.699781867236281e-22,-2.0551866377453677e-21,0.0,0.0,0.0,0.0,8.078877164144776e-23,4.562543504350644e-06,3.910250378820506e-24,0.0,0.0,0.0,-1.91102683214234e-22,-6.367929100135275e-06,2e-06,-1.1692034376606461e-06,-3.5995883703784295e-22,0.00024029113488946947,1.9128780930064162e-07,0.0,0.0,0.0,-1.9412352623189824e-07,5.806057722505732e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.9122612821492e-09,0.0,0.0,-2.5429607862741873e-10,1.357077494334908e-09,0.0,0.0,0.0,0.0,0.0,0.0
1700,3.2960091323897706e-05,-1.5549311837523205e-06,-1.934067827852583e-05,-5.33241347454037e-06,-3.952951543704936e-06,-2.386141697893923e-06,3.47843069138076e-05,0.0,0.0,-1.1700437758034386e-20,-3.915650211361678e-22,-2.955439378872068e-22,3.6775259735212984e-06,0.0,-1.342770306410677e-20,-6.319544691212502e-21,-1.3559432096233707e-06,0.0,-4.002418960173093e-06,-4.1750483242909485e-07,0.0,0.0,6.711865476256229e-05,7.650419790884833e-06,0.0,-1.7384489090913229e-06,1.3684177775008134e-05,-6.182187791345568e-22,-9.59222250246996e-22,3.799925681138869e-21,0.0,0.0,0.0,0.0,-2.62174781465178e-22,2.239368282110763e-06,4.6562612683198127e-23,0.0,0.0,0.0,4.462012280155618e-22,-9.122410359773948e-06,2e-06,-1.4544298230508418e-06,4.1792846614574053e-22,0.0003419003794038077,2.3143551776880813e-07,0.0,0.0,0.0,-2.9254510391952603e-07,-2.7007518270812473e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.689655158909876e-11,0.0,0.0,7.769757979481342e-10,-1.513350944029539e-09,0.0,0.0,0.0,0.0,0.0,0.0
1800,5.31284327548304e-05,-1.8484380171302602e-05,-2.135511913844622e-05,0.00016012813660765615,-1.7297801733719402e-05,-2.6930151637778887e-06,4.826519303770849e-05,0.0,0.0,-4.2897487352621996e-20,-4.4384152344487925e-21,-1.4555154740428664e-21,-2.836691510280207e-07,0.0,1.1399389092822145e-20,-5.3490356734922025e-21,-3.049667166792891e-07,0.0,-2.3408566641788606e-06,-6.265354459329682e-07,0.0,0.0,0.00020291360618871382,-1.4745397173968241e-05,0.0,-1.4938564296506012e-07,-9.79708000711888e-06,-4.1748213203386815e-23,2.450890122163393e-22,2.6604512158570224e-21,0.0,0.0,0.0,0.0,2.7336719894445906e-22,3.993570750517189e-06,2.416439460555362e-23,0.0,0.0,0.0,5.886684270757417e-22,3.657885114468112e-06,2e-06,-1.2997136186100567e-06,-4.324174627814427e-22,-0.00047510822342724493,-2.627365624640289e-07,0.0,0.0,0.0,4.4001650666266673e-08,3.564745143383314e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0044034217997784e-09,0.0,0.0,-1.7140147375017553e-09,1.3872815083219028e-11,0.0,0.0,0.0,0.0,0.0,0.0
1900,3.7873019929915446e-05,-7.6160137542767555e-06,-9.615727541309772e-06,7.806333976874478e-05,-6.8862900963484695e-06,-2.3326629618397577e-06,4.720488807095734e-05,0.0,0.0,-1.2584939295223194e-20,-1.6206648372590557e-21,1.4851482337972018e-21,9.26336893247029e-07,0.0,-1.7386436799497655e-21,2.2741745387903464e-21,1.3112845651311691e-05,0.0,4.1773387180230535e-06,2.0039489138176755e-06,0.0,0.0,-0.00013054892551849382,5.286223479454158e-06,0.0,8.77491156520934e-07,-1.0260081394026901e-05,-3.2084941293005547e-22,-7.164649277465765e-22,3.944008759735273e-21,0.0,0.0,0.0,0.0,-1.8335104624485815e-22,-2.000491683273208e-06,2.0494935246741804e-23,0.0,0.0,0.0,3.2615306497012724e-22,-2.496547015876009e-06,2e-06,1.1193921133200816e-06,-6.649291141622606e-24,8.338818819138651e-05,1.6729763171552037e-07,0.0,0.0,0.0,1.4969129321127828e-07,6.14818836169634e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.551728306613655e-09,0.0,0.0,-8.531542255276808e-10,6.090159223734371e-10,0.0,0.0,0.0,0.0,0.0,0.0
2000,6.885731246317527e-05,1.1749742783068023e-05,-2.0441804638348074e-05,3.7030746303061535e-05,-2.0116849114578422e-05,-2.7403141686570278e-06,-2.812307722365978e-05,0.0,0.0,1.3450431489467396e-20,-4.9915781900865465e-21,1.190288334113453e-21,1.8045580142725117e-06,0.0,6.527475572226891e-21,7.916678256920049e-21,-3.560482956854582e-06,0.0,-3.7210400807865774e-06,-3.991669071581103e-06,0.0,0.0,-3.118043338144455e-05,1.0546024184150354e-05,0.0,-5.378991102996617e-07,-1.269722803532287e-06,-6.917479527822973e-22,3.6434692236721126e-22,-2.385570196728267e-21,0.0,0.0,0.0,0.0,3.4171864257726165e-24,1.9632949848068415e-07,4.7937149072143715e-24,0.0,0.0,0.0,-3.7299941099192395e-22,-5.344866544018715e-06,2e-06,6.96000144797869e-07,1.6819415359811812e-22,-0.00011753415792881264,-2.521826521208351e-07,0.0,0.0,0.0,-2.8928762329416954e-07,2.8317331647187332e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.332708079404232e-09,0.0,0.0,1.929745782490627e-09,1.5242922323283444e-09,0.0,0.0,0.0,0.0,0.0,0.0
