milliseconds,MP,CN,C,T2,T1,T0,MT,P0,P1,P2
0,0.3195298050097324,0.8678545854227749,0.13138632008194262,0.03183109833842597,0.09722018325289496,0.1132776184452443,0.4726954197120837,0.07492108044256172,0.06451366715498927,0.03302957089152718
100,0.3229529019847918,0.8628493253474829,0.13282167464460387,0.032891588093343964,0.10056151722996318,0.11421157424326539,0.4809222577427094,0.07564771356573832,0.06855230794598022,0.03393100800626372
200,0.3334269140319005,0.8603200756748074,0.13073255895962488,0.034168556536469635,0.10201027791707239,0.12123514287120243,0.4873673795602484,0.08064405262035942,0.06855249309719942,0.03357661993474788
300,0.3353122198814538,0.8484732474343739,0.12866542253738372,0.03502570472384393,0.1058399085843433,0.12523789516090286,0.5145888500712759,0.0807959351023022,0.0705297023788547,0.034146346002433534
400,0.344114622826002,0.8480216310715913,0.12534926189864493,0.036419158115098854,0.10658295569019771,0.13091397317683212,0.534425613725661,0.08354875224584615,0.07301891022183743,0.035976567476103505
500,0.36352404317275233,0.8281301720154743,0.12815608248671947,0.03744371357218458,0.11367647520954469,0.13364072078305453,0.5320754948543928,0.08592206072686435,0.07626364017453918,0.03656294229999765
600,0.36695800587326033,0.8230194958595746,0.1248530916865014,0.03856797971112429,0.11393742824862431,0.13795899452475235,0.549978712184772,0.0888635905458846,0.07793699190952234,0.03735419365281857
700,0.3776580839691711,0.8234533790417908,0.12512090549823238,0.03983457219914187,0.11868235763991716,0.14291818504849307,0.5717470697034679,0.09228966151742654,0.08090646150650005,0.03794421090800727
800,0.3946787868693587,0.8134203188316557,0.12293152082828655,0.04039719623120474,0.1212617408689132,0.14566302389366562,0.6015830845198867,0.09454334028674888,0.08337687819864012,0.03900670892907718
900,0.4095461185621157,0.8040418150606493,0.12152528883897813,0.0416055026939596,0.1266795752540048,0.151858257390498,0.6022294233751077,0.09754335065811555,0.08397632161328639,0.040112825551223155
1000,0.4202078046179376,0.7949621002599178,0.12172882165175082,0.04283412256388643,0.13147749153390603,0.15386786450731962,0.6247014193429321,0.0994834259602805,0.08749694193548765,0.04117096935999435
