miliseconds,G0,G1,rR,I,rI,R,RI,R2,G2,G3
0,1.0000677915812828,3.4215598282080585e-05,-0.04426418638753978,-0.0384411335655585,-0.004602892446191846,-0.1995055795928419,-0.8645594045042952,-0.20774967512888823,0.0,0.0
100,0.9999994765796414,-2.4634117855297487e-05,0.04276238114676768,-0.1475280511630655,0.06637655877964292,-0.10301370805163157,0.3975039979621498,0.023384642919688274,0.0,0.0
200,0.9999901087324325,1.8570175035870206e-06,0.21911997472016326,0.20750196196638138,0.07623653338487993,-0.34309782903217245,0.8017847937737529,-0.16495441828252036,0.0,0.0
300,1.0000400107888103,4.132430588357564e-06,0.21907927949156092,0.10112359990046016,0.14697706287338336,1.0399134631012747,-0.41291093284570923,-0.02110782902633007,0.0,0.0
400,0.9999986373545208,3.1676589409202014e-05,0.3058034786776565,0.33315196057371943,0.1563956417148009,0.3459206084615317,-0.2118737730096765,0.11016715987825845,0.0,0.0
500,1.0000575405521903,5.681424360182598e-05,0.5035592624664278,0.49256414421687733,0.22573846777086384,2.116711453303338,0.6668276452863808,0.13571963033017326,0.0,0.0
600,0.9999581004753605,4.765660773236069e-05,0.5557665749780288,1.523513633333013,0.26146396915416803,2.4977084740734816,0.02667661823206547,0.025335670343296063,0.0,0.0
700,1.0000639432514995,-1.441125117101786e-05,0.6156321574081587,1.9518092213711626,0.3364810176310256,2.6842762170564067,0.5240134058741894,0.18343475287556818,0.0,0.0
800,0.9999368358776967,7.152076407362812e-05,0.6544013769611596,1.8824131589186295,0.387410274113645,4.059765799627447,0.824968698300214,0.18662478879601954,0.0,0.0
900,1.0000557884537402,-1.3874066771880034e-05,0.7498565171656774,2.475047850765641,0.4094893333852121,5.79361995136585,0.5383397020784092,-0.028506079377117882,0.0,0.0
1000,1.0000662701795984,-5.298683249799397e-05,0.9085806271163472,3.3477553404761973,0.44563822486526516,5.870593742537907,0.5402426348494467,0.16581683819116927,0.0,0.0
1100,1.0000651194125028,4.133344711378617e-06,0.91895675677506,4.030918949519708,0.5134265083908915,7.991827054778341,-0.10882980147185525,0.33255887469600665,0.0,0.0
1200,0.9999701282537938,-1.3837971967282945e-05,1.0166860458675269,4.109734635514605,0.542472371611772,8.646869340177679,0.459868554947007,0.1936679104000273,0.0,0.0
1300,0.9999264718414194,9.003598994221569e-05,1.12234990533155,4.818924011921446,0.6031327866716941,10.672141329130273,0.23299192873362928,0.4353142138283137,0.0,0.0
1400,1.000019674677628,3.8444690399028935e-05,1.1935523486950093,5.6944732903572035,0.6699184180565266,10.736974110152872,0.11889977827979686,0.5388398350469934,0.0,0.0
1500,0.999997816907967,2.850062165367956e-05,1.3333808826944906,6.416572763782914,0.6636418638930437,11.548886513497685,0.6137148002400107,0.29232697785706807,0.0,0.0
1600,0.9999763779717722,-7.309282109088803e-06,1.4318732599911261,7.679012320966595,0.7409291704298894,12.882751233310474,0.540350345669359,0.5963882887533406,0.0,0.0
1700,0.9999811253538234,0.00010150181862985069,1.4981954817437955,7.918991814884539,0.8059928311309766,15.194119465615511,1.79193960418399,0.8735413769572615,0.0,0.0
1800,0.9998965194198566,8.468964489566006e-05,1.562511661473013,8.663552305656468,0.8047745394197832,17.142782579251193,1.5146900462501591,0.7716554173014396,0.0,0.0
1900,0.9999503899460184,7.250373940717104e-05,1.725335581803064,10.062008345773407,0.8769208395923127,18.138767906250656,1.2091083438471255,1.2112259823371585,0.0,0.0
2000,0.9998404815579527,9.735424183943581e-05,1.7431151395599593,10.869812178432802,0.9073122039854665,19.51213941797567,1.9839969431788114,1.3898280553427025,0.0,0.0
2100,0.9997891681194306,0.00023825342001635688,1.7922119871907132,11.330314427503016,1.0005900892936448,22.29538889350345,3.6577553999522294,1.5334444818561563,0.0,0.0
2200,0.9998209024209078,0.00019247460136657016,1.959019842563017,11.92389044130969,0.9856399086125113,23.505554111920542,4.492770898325637,1.6241460472650178,0.0,0.0
2300,0.9997007090281304,0.0002636982136251666,2.0078380807540936,12.690743294623356,1.0607138107500422,23.414522598384583,3.724849720746653,2.1132563360882832,0.0,0.0
2400,0.999615440042717,0.0003804437833407026,2.1591513867104606,13.824133204392599,1.1235349139183703,25.627060323992087,4.505521185356577,2.5078542510727453,0.0,0.0
2500,0.9996040171073618,0.00030981228117778523,2.204806358078778,14.4112605404351,1.1779588192600379,26.96305195371717,5.602415684282852,2.790931956519726,0.0,0.0
2600,0.9994959598709011,0.0005130996741509917,2.330992411426594,14.507087913383955,1.2130981573120958,29.696984687060127,6.953318919726503,2.7150133069794617,0.0,0.0
2700,0.9994121293651695,0.000541097581863025,2.3993833878059747,15.320173663201889,1.214983898278676,30.62254567181751,8.792688455782958,3.136577461987096,0.0,0.0
2800,0.999337570441291,0.0006357906422907372,2.4000051516183607,15.792837939083205,1.2688839388535236,32.30509715471691,8.844373435777689,3.4261107353370677,0.0,0.0
