miliseconds,G0,G1,rR,I,rI,R,RI,R2,G2,G3
0,1.0000161909241534,5.1652244953285316e-05,-0.03977769636336747,-0.09478413566321878,-0.0013865489738148031,0.38971266336150756,0.8207101261584271,0.034265344256607176,0.0,0.0
100,1.000041724095957,3.075872410575894e-05,0.1133729865143758,0.0287875718467156,0.06757668866410341,1.0248740800181726,0.5258600524115601,-0.1711847074107578,0.0,0.0
200,1.0000052274709912,1.9655122845016908e-07,0.1305790526262508,0.3831167676931053,0.09067673421049227,-0.08262471298207724,0.5845569278567305,-0.2207697004158158,0.0,0.0
300,0.9999844254243363,5.194253531937764e-05,0.30052565918295665,0.5160793425676072,0.14428504736329154,0.11920198222991724,-0.2402638409690893,0.22631829781287036,0.0,0.0
400,0.999995643651612,-2.7628198852026215e-05,0.29652138442791826,0.652657416762567,0.17246115459386904,1.5566168254702606,-0.29406763912415,-0.12817267988067516,0.0,0.0
500,0.999989911889402,6.607000703983303e-05,0.4131820577987193,1.0771853566431362,0.2296696098594935,2.2652772703795025,0.14666401427213208,-0.011866583610778508,0.0,0.0
600,0.9999492104975477,-1.7788227552642934e-05,0.5752114650973499,1.5378562104018771,0.27302552652043977,2.2566358595910314,0.23767582744848376,-0.10622329410396367,0.0,0.0
700,0.9999299454784117,1.3441855018313534e-05,0.6483209419279246,1.8938755166445582,0.2937237490584016,2.1197167379990773,0.46348935912672695,0.15715641885990034,0.0,0.0
800,0.9999964619679655,8.813745238019158e-06,0.7347767438492493,2.141816739708037,0.3965690437636247,3.4350068850836957,0.061026524528162256,-0.08274369431216613,0.0,0.0
900,1.0000313416376603,2.0680338895225337e-05,0.847875078085204,2.384595549439853,0.42664945283633526,3.965041388864446,-0.16878728899627704,-0.07345635420773815,0.0,0.0
1000,0.9999866022455342,-2.9865728652491422e-05,0.8965736878511416,3.186343307108104,0.4363096855692931,6.782368816293021,0.6072139892788322,0.2122389786157411,0.0,0.0
1100,0.9999659674270432,-4.549332425029438e-05,0.9280416575700516,3.4301425288562397,0.5142958418742434,7.394341075017274,-0.1726156654404575,0.2847478909643182,0.0,0.0
1200,0.999973604957028,-3.432741029120384e-05,1.014592651943634,4.551599311976073,0.5512746964828699,8.015705312446805,0.14211516976754734,0.13727983094312668,0.0,0.0
1300,0.9999257984699366,-4.143529440172969e-05,1.1922112181292115,5.290735884827937,0.6213103457806631,10.264469803452975,0.9909084277761464,0.3059571117851118,0.0,0.0
1400,1.0000360919462195,6.168050196127844e-05,1.2167268337290853,5.913360751688163,0.6651085784224517,11.275112669943322,0.9131077890635031,0.3031609728738611,0.0,0.0
1500,1.0000391891654363,1.1982945914106437e-07,1.3669448215858286,6.526656945429752,0.7159138481519447,11.662333548757331,0.004436563177572905,0.22233697687731552,0.0,0.0
1600,0.9999877024478918,8.158912283719778e-06,1.360348053648638,7.109960558843937,0.7533002434666828,13.576201421288776,0.04358937119004036,0.5215437498431915,0.0,0.0
1700,0.9998734255849427,2.506016920925695e-05,1.5549958914537076,8.158098394357225,0.760647403605689,15.863418576076775,1.3188854922119595,0.5229824336645296,0.0,0.0
1800,0.999868962283459,1.9576395456806248e-05,1.5717120670687468,9.226058200148872,0.8410903684864126,16.560359574824325,1.9913360909175968,0.7192344108158899,0.0,0.0
1900,0.9999253977052479,0.0001478537294949319,1.7090744552612356,9.903077668696788,0.892470238646396,18.98658095304736,1.99720133449647,1.1809319231685584,0.0,0.0
2000,0.9998785742343624,0.00012157566967527449,1.7860025778287931,10.760318865014323,0.8921863449459856,18.973793886160728,2.254113131106907,1.0745301656968524,0.0,0.0
2100,0.9997575538269772,0.00013061171459668468,1.782150515225062,11.214051469004128,0.9809377567137486,21.219017155750716,3.3059169495939202,1.6259595553556425,0.0,0.0
2200,0.9998484734949403,0.00018696203925196059,1.9584269567094907,11.847493552032205,1.0157749228458728,22.01748085998108,2.972138441128715,1.775920014436669,0.0,0.0
2300,0.9998136996654412,0.00020513839010963627,1.9796356170736469,13.05844148717741,1.088429746213827,24.030134599011966,5.178981592247702,1.814248308967319,0.0,0.0
2400,0.999696663408903,0.00031571013903483765,2.087282343264757,13.178725662293159,1.124046100985255,25.12553677005431,4.874884168342466,2.1548925966279624,0.0,0.0
2500,0.9996263427325536,0.00036895055204483085,2.2044908864463704,14.05855851458479,1.1666605346442465,27.01233135173021,5.94656661456971,2.6746842239064,0.0,0.0
2600,0.9996240659763411,0.0005130025065952649,2.306923683486293,14.525742998825388,1.2019133271082738,29.07820278944348,7.455141088959351,2.8596317334501387,0.0,0.0
2700,0.9995296815984972,0.0005457464835036213,2.314944506842786,15.81961737283835,1.242209860161671,29.834616259299164,7.991933005438739,3.1402862431909986,0.0,0.0
2800,0.9994358200763989,0.0005281835481747238,2.47515963701102,16.22184444017475,1.289560962332328,32.29182096381562,9.444058955702165,3.623148743251968,0.0,0.0
2900,0.9992949556729637,0.0007520559316489548,2.584881646380039,16.298967638464166,1.3430387510612916,33.31407752332266,9.914398828308286,3.8968288924983177,0.0,0.0
3000,0.999219915441248,0.00082743500189153,2.55938612839393,16.931496762232058,1.3821982729717017,35.0525283563447,11.996630717464987,4.246335701558546,0.0,0.0
3100,0.999142068194428,0.000962914129978787,2.661892988051382,17.684401772403966,1.4187588359346166,35.81385251153303,13.526774607299336,4.903808621032142,0.0,0.0
3200,0.9989881451097044,0.0010729499340505343,2.7475605228658515,18.037218897059297,1.4932944811628932,37.493729257821656,14.464515778716295,4.977752393127782,0.0,0.0
3300,0.9988216078837514,0.0011808353666654496,2.828506958457423,17.94660802057872,1.4833708977485702,39.61382019154342,17.055105826081892,5.347551569202234,0.0,0.0
3400,0.9987088322983949,0.001266523608998187,2.9110887715432576,19.026463339927414,1.5474145869668217,39.89211624315729,18.2536196824704,5.940578440820064,0.0,0.0
3500,0.9985833226630736,0.0014187229649549203,3.040620540589406,18.975563865631752,1.5933040017568878,40.73670371365374,20.232131132259244,6.401456838238954,0.0,0.0
3600,0.9983818275543724,0.0016874092694337728,3.123539742285512,19.132006623206717,1.619755359924979,43.45551802747164,21.96964602638269,6.902476128371014,0.0,0.0
3700,0.9981654331499332,0.0018405535326684564,3.237315295617398,19.725711062223514,1.6631763242837616,44.61226025377924,24.253361936497583,7.576576821393999,0.0,0.0
3800,0.998036496812652,0.0020379815647632604,3.304897747401097,19.8719422908389,1.7183541545708774,46.51897269952997,26.632381103646154,7.723861761832757,0.0,0.0
3900,0.997820236391097,0.002158807981335928,3.3495446383588066,20.00864818642164,1.7467452792430638,46.53695291578734,28.11955255689093,8.653938300341547,0.0,0.0
4000,0.9976879461253135,0.002340645187619474,3.4489053239274443,19.882173452864134,1.8064444509411037,48.58301729303258,31.457855436739045,9.100282019117278,0.0,0.0
4100,0.9973715495432647,0.0025528155806818454,3.566768533169453,20.574027605625083,1.848187800067533,49.94235402036177,33.08498114887097,9.366679699184774,0.0,0.0
4200,0.9971197748382993,0.0028585431701273166,3.6791244729123598,20.537597824644,1.929449477853624,51.38529499036262,35.92527458920072,10.03087127588344,0.0,0.0
4300,0.9969355901390857,0.0031485527083123977,3.669831319979086,20.94547152380744,1.931913067570271,53.47020239662057,38.66754906226642,10.620805830041741,0.0,0.0
4400,0.9966905270991343,0.003410470630224977,3.7866038879480812,20.66798745202944,1.9771097494635599,53.70345906078488,41.506795268984455,11.162397966355377,0.0,0.0
4500,0.9963442844729203,0.003641178957204658,3.8125366431433605,20.90804467421219,2.015147435338242,56.37531910336072,43.09153176647,12.011015378291685,0.0,0.0
4600,0.9960993354534791,0.0039006642452856727,3.923958595005188,20.80913630181152,2.101532764122557,57.95734343976691,47.19071074167638,12.366156040207786,0.0,0.0
4700,0.9957301349687371,0.004316942785974436,4.024072145911154,20.673644410747524,2.1114929650985665,57.52063651999327,50.3621692134749,12.995146028807456,0.0,0.0
4800,0.9953757927173725,0.004583709647590134,4.154792466457222,21.123546555051,2.1760060366707807,59.78883104401554,52.42056432269219,13.655608331512722,0.0,0.0
4900,0.9950315250971797,0.004969125269702415,4.180954913415563,20.97154964333422,2.212368853084788,61.78328243667098,54.962191912080904,14.524672559855198,0.0,0.0
5000,0.9947781931626253,0.005271465806195014,4.327556743133391,21.130474989626347,2.2408256793895274,62.46491778212972,58.79143512157792,15.309697035150128,0.0,0.0
