milliseconds,T1,alpha,alpha_T1,alpha_T1_alpha,T1_alpha,alpha_alpha_T1,T2,alpha_T2,alpha_T2_beta,beta,T2_beta,alpha_beta_T2,T3,beta_T3,beta_T3_Inh,Inh,T3_Inh,beta_Inh_T3,Inh_T1
0,39.375470248268975,7.938717504926462,0.03130398497122986,-0.048860404050753745,0.13929472542415183,-0.1528947338352025,3.992343163542233,-0.0011395023391915986,-0.008313971872045162,0.058885564939345436,0.003311662961796373,0.05206163169981811,38.54280027903848,-0.003099191346552227,0.0028049734650073105,0.007356920982233785,0.05159701261643305,-0.035600955498897774,-0.010908952105320623
100,36.240104961724164,7.4129045507189275,0.4116792089163463,0.026694616501978984,0.7485110406491702,0.5815891352198638,3.8350119340931865,0.049143026315150835,-0.002065832675828277,0.07318028652231177,-0.009740758711021601,0.08798121415132999,38.46212346561055,-0.00034492010981876684,-0.0037071435471859927,-6.75560038701779e-05,0.03948353468296734,-0.003279694569759243,0.008902513307131255
200,35.09859081504894,6.294090282983803,0.3783849450587586,0.0782355201141022,1.2027083423553089,1.5644905934544453,3.829944335581501,0.04890159412527299,0.015210912210940767,-0.01268600703054992,0.02528649906147845,0.13653481206642779,38.5363578607166,0.003631292619897814,0.027224998470497332,-0.0012654809651530586,-0.005401689854725258,0.036431763198024894,0.02153803783608683
300,35.85931160443751,3.9609058869474745,0.37138571340995014,0.15053233515183054,1.5038506334175814,1.3396858109743073,3.7774793550684618,0.04770517278955464,0.008353647230147474,-0.04106139195274282,-0.01335568860830151,0.10179134350815038,38.4308256603114,0.0023634798042193386,0.0049543203193241556,-0.009059065041230673,-0.037346968123030254,0.0029609466047396775,-0.0036748178401162955
400,34.363035726147025,4.693559400766802,0.36459145207617605,0.30567134562794046,1.5433618976436563,1.407201206312104,3.6278351057168963,0.04034395095311983,0.03666225757076437,0.12734982171237597,0.014774614453994101,0.213952326600891,38.438371203353505,0.004884639445349924,-0.015821645105850882,-0.04525507231002364,-0.041102659786086584,0.02559533263935275,-0.010815273820680808
500,33.61490414505975,7.158752292798678,0.3626876404085647,0.25020205900918474,1.6908152240065248,2.4854448224960897,3.5149837930876866,0.04294418482519159,0.028666907848223268,0.09986353567384858,0.01884813461976819,0.13501268623229706,38.41190928995933,0.0003762369579798251,-0.00765474187607356,-0.04544174903921805,0.009283409427034317,0.06813221632999386,0.020813246806755982
600,32.9223361673885,6.445683515657385,0.3900832214529958,0.43002193950459777,1.7031791438549455,2.8894197232389596,3.5939807591721626,0.039819821820474284,0.031224390364291664,0.08920992127931002,0.01286715024613376,0.24014906483062237,38.46505950190037,0.003279563634855175,-0.012069713230949703,0.027649579691187472,0.007592661960310453,-0.045328239525567235,0.009309736490809501
700,34.32857466755457,7.648443001246099,0.3922484210190125,0.44190949819591974,1.7221532746272377,2.3565040472658616,3.469097228345334,0.0421894827845795,0.05997818806443089,0.05251260124050458,0.0689398182542491,0.2230401854999732,38.356977057285896,0.0006546381731137459,0.026989639655462153,0.010146691030473488,-0.05953671609071491,-0.0027889512677030954,-0.0008280346751000895
800,33.031764406970694,7.6195695264278385,0.39248858183203444,0.4375018879536441,1.7373159484015102,2.983760886339198,3.4844073971296115,0.03749240601242461,0.03855519857166641,0.059907396473776964,0.06053009337083675,0.28870401721225786,38.4775223715094,0.005248751615507897,-0.01244587611868294,0.049212452198002035,-0.06511519192607473,-0.02470431375183884,-0.006277329638948122
900,32.619108426583125,7.860777275379458,0.3616643105968589,0.4939533829712027,1.9395833135691845,2.9722461843246517,3.5065513534454498,0.039824474784193035,0.057179108380270634,0.11723929665399024,0.07219540534450049,0.35003744400639525,38.62749562044046,0.004832845794978073,0.02901853896550377,-0.026610604321742455,0.01999495491022131,0.06656106307962599,0.013119559986408987
1000,32.62364328565555,6.04902414175444,0.45371934160043037,0.6120618121793135,1.8376627632618565,3.4201407880208077,3.28589811396428,0.04274180020681272,0.0695607162955792,0.11867750220478075,0.07452754206072708,0.25538295363712804,38.44432934386967,0.006710459491132728,-0.012266200928551161,-0.03848638191583532,0.0060944024857768776,0.015185342290324554,0.005693537901787271
1100,32.678516285748444,7.560305835853171,0.463222465675587,0.5875169656952209,2.015335396084246,3.648427154437845,3.280637367152634,0.046561106170871704,0.051514184770895546,0.23786029832418928,0.12263698497426329,0.39584974538113765,38.53040448014782,0.008274621974100768,-0.014749862541699356,0.003491363682315593,0.015555287499026575,0.04996575056483934,-0.0027390570640677945
1200,32.26231087491934,5.781366717129048,0.4506791457798644,0.6020202783512495,2.1617570766857863,4.194766873785011,3.3734088389157684,0.04424695945260962,0.08208042884976548,0.24031481520335288,0.12495686537565229,0.32604970281619383,38.372238008804274,0.01117531996546978,0.010193781604337367,0.03232033178411199,-0.02586899009726352,0.11570920396157337,0.006043189820359313
1300,31.01413290276153,7.169771197752419,0.5139273048481355,0.6364679054553121,2.4447820081710865,4.0486029061349695,3.1406737830454903,0.050431673405447644,0.08080414879430281,0.2443722965468324,0.11367779730581155,0.37105183257519925,38.29237629043061,0.010375898595179234,0.009350712502479415,0.010771729317919818,-0.011232901782534563,0.0625567963433708,0.0019187770949545204
1400,29.619256559457167,6.554134170402978,0.5030093491037474,0.7236874095187801,2.3964888075841455,4.017110593515667,3.210424226905546,0.050314241785246,0.0866590246879422,0.3547167372116102,0.12919091294839516,0.44903921245519596,38.503174369087525,0.01670075309268646,0.0393613461437439,-0.008698809770955922,0.07769755506814317,0.10353717305605542,0.02559669668790157
1500,30.391275260768893,7.170488860396882,0.5669858372250179,0.7948537890027473,2.4400198797324197,5.062963027992966,3.239366469774219,0.057101975918766805,0.07363263154338544,0.3864727703450699,0.17934275345759013,0.44482642977432396,38.29461109293558,0.014368067709843568,0.05898514998238881,0.06520717086695846,0.011419890040855746,0.13421121629435198,-0.007866145592625821
1600,28.811929206191685,10.645623320334698,0.5346302629848843,0.8180254145429225,2.6226342542999,4.363413458009185,3.0535814452019685,0.05680593184818654,0.10045128223732513,0.563846211595621,0.20352758370795498,0.43589692885548637,38.30814104741383,0.016741204965949823,0.06717384769788269,0.030057004211259744,0.0025170356311131938,0.07364400381638811,0.0033987061983738274
1700,28.767545546345243,8.125548122603053,0.6105446295385222,1.0471761082979816,2.7359072483086946,5.445499949935529,2.9797286967250147,0.05807936614231229,0.09265799099563962,0.4324153673240552,0.19568892117025644,0.4752348282045692,38.27583023203321,0.02242319263830484,0.03476536417599193,0.03836852227343996,0.026506955970252474,0.14339735746553423,0.04070889621044474
1800,28.23082971787109,8.616048330015563,0.5991708146617204,1.1028043669830352,3.012995052464601,4.8226036984480505,3.026796962006796,0.06363096501217577,0.11362484075194071,0.6543353481764693,0.2416605826825557,0.5529288086593478,38.30107593438538,0.01881444151936905,0.07368836246976622,0.0784678042304346,0.061816809359410585,0.09555534421576983,0.04783030413298099
1900,27.93902646550278,10.279675614863095,0.6817001277002238,1.1124448467895374,3.1074977952671636,6.001850237121648,2.8177913465938444,0.0663124482819777,0.09984584713312067,0.6436457940442307,0.23147675928879913,0.5094041762151928,38.15893003508364,0.01929354244382879,0.04736930595327846,0.11020744388864795,0.12148659639480192,0.21279625907698793,0.05347900729118614
2000,26.532313719933803,10.862791340819191,0.687593934982789,1.1325111278491322,3.1163079198964865,5.514776314379965,2.831158063172797,0.06695976051154304,0.12904717610263977,0.5748766139508737,0.24049835479028442,0.5418999259694894,38.22910889069933,0.022661643499260115,0.08647482642706736,0.13387718389958117,0.11101986461630481,0.25559311362618736,0.02194696046722768
2100,26.579860412855023,11.069657638705454,0.7463320967213988,1.2586456038311011,3.2700314729390216,6.557609777584599,2.7910211421622853,0.07368850159583826,0.1269856274466617,0.6375926387411169,0.25971586866149676,0.5854529141996757,38.15220659059679,0.02487263226566276,0.11315816622811245,0.14001170629492218,0.14581105874608727,0.1803072651519916,0.03751223549517447
2200,26.547393803571097,12.201920802253863,0.7429540221156233,1.1845561605421406,3.460428175320562,7.447840220549061,2.61307380622837,0.0755013079760563,0.13587546144096108,0.7927599689840045,0.3222644604277845,0.667486681040265,38.16943768449071,0.03123606157945407,0.1355433474832904,0.15365178280405803,0.03681748616812289,0.2705688784208158,0.06191240758886758
2300,26.027060833947928,13.430640268584332,0.7979750495017149,1.4343318453488072,3.556193036898164,7.5949429667494295,2.6861806035623426,0.08070505880549408,0.15621804244475063,0.8426082765920603,0.3415140457859838,0.6748848036500157,37.952079077402,0.03334343463755895,0.11693971029746768,0.1697997255057148,0.16392926848222933,0.24649588016531776,0.0881980892837656
2400,24.942222049151184,14.407055811031768,0.8829675117734118,1.5693487155690522,3.768051705656736,7.564652740673276,2.494552661832363,0.07992828277403347,0.16125723431898104,0.8243801232230921,0.34889156804173094,0.7465145318038302,37.75606853541567,0.035112166218985386,0.13248095338685173,0.17732716073013824,0.11953565461563836,0.2562724681098523,0.09696914140425765
2500,23.792438130786348,15.18398451464237,0.8707104395598415,1.4770294923550802,3.824296067461728,8.62076243186661,2.4473526855308956,0.08850857529936527,0.1611010697596347,1.1313468770231747,0.3718200464451307,0.8008767955160255,37.666294782324684,0.034114928904004554,0.15324649310075733,0.1924072804028329,0.10310441732829333,0.38241691370484676,0.11053004652812354
2600,23.04191813236741,17.748979400790102,0.9223927319302515,1.5467426484571256,4.013684439359032,8.640174317608409,2.416064758872116,0.09063693004405862,0.1703423423527682,0.9954502352176299,0.39473191132932084,0.8270461260805212,37.868424596130346,0.04208102620627399,0.1589973927077959,0.1823901454558836,0.2242124112348951,0.4126893140204951,0.10779785417639115
