miliseconds,glycerol_i,cin,glucose_i,G6P,trehalose,F16DP,F26DP,trioseP,Gpd1,pyruvate,acetate_i,ethanol_i,Hog1,Hog1PP,Pfk2627a,Pfk2627i,AOG,gpd1mRNA,stl1mRNA,Stl1,AOGi,Fps1r,biomass,cellvol,glycerol_e,glucose_e,acetate_e,ethanol_e,trehalose_e
0,0.11209975316558585,0.651864203347124,2.77952910519459,1.3758526253640118,0.0030953201071342033,0.3290503302083286,0.00015019501302040704,0.6353909313512477,0.0,0.011254668110774687,0.9498323900278942,9.652336833966563,0.4208757185796689,0.01783792962388735,0.10819337823570742,0.4852576639635961,0.0008502652528640982,0.0,0.004186011603290546,0.00012558545575004377,0.01684960171702417,2.42571325915635,4.236409770712278,0.0002400247481619183,0.00144282074242606,0.1061970338641467,0.0032412134247044437,0.029324494445264394,0.00016397199807975822
100,0.11215879558471223,0.6517474998999774,2.778934302304484,1.375335180833531,0.003094295963865869,0.3293711985082849,0.0001502987027935474,0.6348247227105244,0.0,0.011625985356912212,0.9495446281819206,9.649025697830938,0.4206104660657632,0.018017648410126496,0.10776504403728236,0.4855396306964676,0.0008502680900614342,0.0,0.00418582630354085,0.00012602187968436138,0.0168495907400364,1.493142370331828,4.236364113100491,0.0002400524701215181,0.00144282948923624,0.10619684349654215,0.0032412335259791253,0.029324332503036028,0.00016397200235846436
200,0.11217557745457948,0.6515355868192324,2.7785131645868772,1.375055156331098,0.00309429529381052,0.32976002158222756,0.0001504002459389751,0.6334499360658317,0.0,0.012064253774891183,0.9492105444994577,9.642993389245037,0.4204178933947315,0.01816534954452333,0.10706086512846791,0.4857813071909444,0.000850272951060751,0.0,0.004186398386975031,0.00012610493244765014,0.01684959110135874,1.0953512971956358,4.236528639676647,0.00024015078412590327,0.0014428371553971925,0.10619676402148695,0.003241263155439639,0.029326131312690962,0.00016397200648583554
300,0.11218961607785834,0.6514904998666825,2.77733342430331,1.3742279015179908,0.0030924686880542318,0.33032817602481396,0.00015043036951134056,0.6321551683415915,0.0,0.012543713728866023,0.9489203337496632,9.640952891843634,0.4200844886001103,0.018283135315151782,0.10678171944980136,0.485844482271647,0.0008502814263834631,0.0,0.004186238193401346,0.00012682658725114514,0.016849582626658796,0.8976865425553305,4.236683381082319,0.00024021006797304286,0.001442839433456249,0.1061966154406136,0.0032412660122475637,0.02932643577280673,0.0001639720115206133
400,0.11225345330597006,0.6512481541768227,2.776856252820662,1.37345157419308,0.0030915238767970556,0.33041845995193386,0.00015050444421494546,0.6312893205032326,0.0,0.01281041101675709,0.9485910296142981,9.636270892299907,0.41984364212434544,0.018445973399995867,0.10616779360495712,0.48605494494541207,0.0008502819791284116,0.0,0.004185916964688439,0.00012763896331920502,0.016849575352318902,0.8215885745657489,4.236867205413834,0.0002402741245641608,0.0014428466355554193,0.10619648747687162,0.003241302937293191,0.029327090594786682,0.00016397201369831727
500,0.11225290650538876,0.651038769430086,2.7760927204034918,1.3733319199264544,0.0030910260714035703,0.33086980771581986,0.00015058911395055019,0.629891191359665,0.0,0.01327844056732898,0.9482759744160584,9.635143215454928,0.4196051762847074,0.018534778386392083,0.10597451927851341,0.4863217623175478,0.0008502924249805479,0.0,0.0041862694925652736,0.00012758809408003262,0.016849574529021322,0.7772671926520933,4.237052248869132,0.00024030626736472408,0.0014428527803561717,0.10619639033458458,0.003241331990850097,0.029327585431973374,0.00016397201922272475
600,0.11235877525965955,0.6509864462762177,2.7753598163896953,1.3725401457429134,0.0030905607738616818,0.33106571473819263,0.0001506658984434608,0.6289156248275708,0.0,0.013663134142795906,0.9480273327478007,9.629713997328635,0.41939095497044726,0.01867745900519253,0.10568608431923511,0.4868430057968095,0.0008502919078397297,0.0,0.004186711375814441,0.00012868387247999454,0.01684956358714466,0.763154307211175,4.237224471473778,0.00024037221605552054,0.001442854875266011,0.1061962467379011,0.0032413367617524225,0.029328444105406824,0.00016397201935449947
700,0.11236726830167874,0.6508513785784675,2.7747521926266328,1.3721762666097828,0.003089364201496173,0.3315589735109496,0.000150737038168684,0.6275500703866818,0.0,0.013739133160670049,0.947718220795678,9.628518027795916,0.4192257718131425,0.01879155850468271,0.10509015090700119,0.48708964029448776,0.0008503038308723436,0.0,0.004186443327597996,0.00012902694459235485,0.01684956018663812,0.7385328958171987,4.237280396992875,0.0002404305536516164,0.0014428619899475809,0.1061959252793981,0.0032413561542250775,0.029328890939376663,0.0001639720224271367
800,0.11241620829004689,0.650592279035616,2.7742075306334004,1.371447235212236,0.0030887548756184024,0.33233228769328904,0.0001508395187649167,0.6263979521835059,0.0,0.013996854187458335,0.9477083964944197,9.626813274616447,0.4189723478116729,0.018865891089741498,0.10485586204421307,0.4871930932808994,0.0008503059292179341,0.0,0.004187121927117619,0.00012910412780440535,0.016849555608541032,0.7335716508680332,4.237411311280889,0.00024048836593733533,0.0014428602901654384,0.1061959385216829,0.003241407261420692,0.029330508538816934,0.0001639720256359214
900,0.1124517249805314,0.6504341424952222,2.7731969326684047,1.3706899147188099,0.003087991095118047,0.33291132016147895,0.000150924775757149,0.6248096773498147,0.0,0.014400149650734212,0.9472289757299306,9.623721693099194,0.4187548247873417,0.018972157217127986,0.10464812547785506,0.4874163725962483,0.0008503073957741365,0.0,0.004186709982900768,0.00012996021978165076,0.01684955382096717,0.7429605946444812,4.237534005728298,0.0002405401655255585,0.0014428655939710652,0.10619564755134078,0.003241401377467598,0.02933047268281143,0.00016397203040457027
