milliseconds,R
0,-0.010159510929414112
100,0.08852839809992125
200,0.20367045002812673
300,0.2869834613679064
400,0.406009950068353
500,0.49019697120822525
600,0.521146643469533
700,0.5262552089445622
800,0.5366254283457719
900,0.5612343122628592
1000,0.5686658477467725
1100,0.5829675197960973
1200,0.5779212789268217
1300,0.574254071476468
1400,0.588018116878855
1500,0.586109936757921
1600,0.6029123674949318
1700,0.6036940546515249
1800,0.6213166081186193
1900,0.6216800549051323
2000,0.6264444762967379
2100,0.6330695640462208
2200,0.6307906172994144
2300,0.6409778549906248
2400,0.6369746054462959
2500,0.6474253602580936
2600,0.6496833866337358
2700,0.6398620109915065
2800,0.6537762976213582
2900,0.6506364937656988
3000,0.6482370532992093
3100,0.6518402628837549
3200,0.6625735704761041
3300,0.6694446134180584
3400,0.6688482187035073
3500,0.6740366257773546
3600,0.6570246863697582
3700,0.683096664331737
3800,0.6762412325801844
3900,0.6894443783897692
4000,0.6682957145811073
4100,0.6754818083088633
4200,0.6972459335931535
4300,0.7014087877814732
4400,0.6845098658099656
4500,0.6878072301444476
4600,0.7073112833028641
4700,0.7086716519489104
4800,0.7092986851155267
4900,0.6956464957022195
5000,0.6944108118534635
