milliseconds,R
0,-0.007336541621570017
100,0.09447938590090114
200,0.2057583447612546
300,0.3070211540968526
400,0.40026355355868787
500,0.49911590915170934
600,0.5185978256227215
700,0.5426715317146336
800,0.5495914655773467
900,0.5462116208590699
1000,0.5558967649977637
1100,0.5701166865711614
1200,0.5735485099437881
1300,0.594934478294399
1400,0.5806440981431081
1500,0.5945508579073996
1600,0.5929298809019939
1700,0.5904715477183362
1800,0.6171631865441642
1900,0.6230843204396689
2000,0.6142972420286751
2100,0.6159361857811045
2200,0.6320643031291371
2300,0.6338805862413359
2400,0.6328376291699831
2500,0.6274873580423462
2600,0.6240708298514442
2700,0.6513572349847168
2800,0.648368153791785
2900,0.6393398551598186
3000,0.6524878867607748
3100,0.644502990959568
3200,0.6686864039763728
3300,0.6736223016810887
3400,0.6658380040662087
3500,0.6783854469438734
3600,0.6784760126213321
3700,0.6778863307101631
3800,0.6840248182025553
3900,0.6747983042169052
4000,0.6706120593179631
4100,0.677456298578829
4200,0.6822231291983655
4300,0.7024195375244751
4400,0.6866209960804488
4500,0.6970649932040534
4600,0.6950142560379208
4700,0.7002354049326232
4800,0.6911888117263856
4900,0.6919133928186686
5000,0.6981431125003763
