milliseconds,R
0,-0.013620719295329736
100,0.09761149568203704
200,0.2092765313480441
300,0.28666026181585863
400,0.3871663406102088
500,0.4725212093288387
600,0.5077409910693358
700,0.5419471097082389
800,0.5522616287741611
900,0.5524761374547186
1000,0.5522343073506228
1100,0.5614872245969446
1200,0.590671832929371
1300,0.5916854459093509
1400,0.572892414907849
1500,0.6012820396420768
1600,0.6059727130048134
1700,0.5954474275411757
1800,0.5951748784485327
1900,0.6184171855151368
2000,0.6256246554280918
2100,0.6295212070405425
2200,0.6108834754356501
2300,0.6244778798100644
2400,0.6304848337492165
2500,0.6200975719751718
2600,0.6419115766707203
2700,0.6469795091227493
2800,0.646572195490423
2900,0.6618323647255562
3000,0.662413945635562
3100,0.645488395218944
3200,0.6546906221871015
3300,0.6538647725905826
3400,0.6733789549991402
3500,0.6720669327364347
3600,0.6605730725203453
3700,0.6641738431015521
3800,0.6806473598323588
3900,0.666691680571597
4000,0.6665578496859867
4100,0.6809707939773829
4200,0.6842456248895757
4300,0.6897474908003346
4400,0.7025847566875922
4500,0.7063465427281894
4600,0.7009726171513334
4700,0.7019201897896143
4800,0.700571482506407
4900,0.6932906783496681
5000,0.709651735990065
