milliseconds,P,I,M
0,1.0,1.0,1.0
100,1.06657506753195,0.9555831789450584,1.2367593312094343
200,1.1362733509948242,0.9151469417293109,1.4874304640519531
300,1.2090347458045085,0.8784285278482187,1.7526172579799733
400,1.2847700713278742,0.8451861340281949,2.0328977745073087
500,1.363361016228388,0.81519767721817,2.3288214646504306
600,1.444654037111998,0.7882641896347355,2.6408958924878223
700,1.5284631834751512,0.7642047498130379,2.969583030805602
800,1.614571382949071,0.7428546538785854,3.3152931736862428
900,1.7027311583048237,0.7240650602928326,3.678376815285957
1000,1.7926663708319155,0.7077021739385374,4.059118104624402
1100,1.8840751653417125,0.6936462124252423,4.457729184273843
1200,1.9766325556089697,0.6817907084313164,4.8743470436192435
1300,2.069995149102979,0.6720412585343725,5.3090272075901215
1400,2.16380654662997,0.6643146120468432,5.761739552822814
1500,2.2577020897682796,0.6585382434454717,6.232367840296201
1600,2.3513142447883997,0.6546497260384213,6.720709470320486
1700,2.4442779717005987,0.6525961257712439,7.226476216596875
1800,2.5362359584422096,0.6523334608279836,7.7492970917173825
1900,2.626843800498671,0.6538259839592531,8.288720979175663
2000,2.7157747619792434,0.6570456976908156,8.844220868674524
2100,2.802723920051955,0.6619719259257277,9.415199458993083
2200,2.887411836173636,0.6685908759980081,10.00099524840666
2300,2.9695872269694483,0.6768952930591671,10.60089008474166
2400,3.0490288602372186,0.6868840313620105,11.214116671198187
2500,3.125546839835498,0.6985616679297262,11.839866229370031
2600,3.198983039065546,0.7119381731576832,12.477296467983155
2700,3.2692110590517216,0.7270285847015884,13.125539459731314
2800,3.3361352018755293,0.7438527298285144,13.783709439072595
2900,3.3996890911486077,0.7624349390764863,14.450910150990612
3000,3.4598339008597017,0.7828037545638311,15.12624174415766
3100,3.5165561624909225,0.804991662515482,15.808807092324882
3200,3.569865429334102,0.8290348299889079,16.497717681600808
3300,3.619791507612937,0.8549728575754766,17.19209815862444
3400,3.666381963678507,0.8828485236482538,17.891091201251424
3500,3.709699674237434,0.9127075275858467,18.59386124133143
3600,3.7498201947041916,0.9445982400914836,19.299598469097166
3700,3.7868294501384567,0.9785714392017646,20.00751961088808
3800,3.8208211416774716,1.0146800592291016,20.716872709481702
3900,3.8518951945765965,1.0529788755825997,21.42693346934333
4000,3.88015474846183,1.0935242815086217,22.137012489738016
4100,3.905706006819693,1.1363738448479501,22.846448267698197
4200,3.928654587387153,1.1815861612045029,23.554614582708872
4300,3.9491080916759578,1.2292202875157676,24.26091398981886
4400,3.9671708221331596,1.2793356110227674,24.96478256726655
4500,3.9829453692303525,1.3319912445486106,25.665684860947554
4600,3.9965306023222986,1.38724580759124,26.363116771883387
4700,4.008023661052156,1.4451566937189626,27.056601041896393
4800,4.017516225762481,1.5057799302683217,27.745688995000435
4900,4.025096146893085,1.5691694338347024,28.429956807553946
5000,4.030846834391182,1.6353766127389986,29.109006106340725
