miliseconds,Mrbc
0,0.5802718602992869
100,0.2566907573279627
200,0.7160689396473315
300,1.3207627583092285
400,3.5453177914584995
500,2.648022664980383
600,4.118813870079611
700,7.367957117148637
800,7.789196087945013
900,9.433239976297381
1000,13.002558123265862
1100,14.193210206159623
1200,17.569794822376732
1300,19.319702073658622
1400,20.078860574813934
1500,25.03064024718984
1600,27.06375342718989
1700,27.54370784478864
1800,31.87372346076941
1900,34.55935260622485
2000,34.84847553451972
2100,39.88929241085983
2200,40.48496448542981
2300,43.201617455767256
2400,44.70071000365777
2500,50.13276666409171
2600,52.432597651115124
2700,53.07198678663975
2800,57.440500345613756
2900,59.67807494792019
3000,59.869242740948046
3100,63.20620165342655
3200,66.04362541753511
3300,68.47840114838368
3400,69.3081233870902
3500,71.80661949552092
3600,75.19030418634613
3700,78.10176618035126
3800,77.44490887590291
3900,81.02612161616152
4000,81.71694285021255
4100,83.97031946041993
4200,87.52628753837477
4300,89.09241310138484
4400,91.58755615043277
4500,92.15258530839746
4600,95.02766275051343
4700,96.69348325710814
4800,97.72637727570742
4900,98.56430751192556
5000,98.95023698932526
