milliseconds,Mrbc
0,-1.3125107106098866
100,-0.4734831968238371
200,1.9740698026074672
300,0.8167442597925828
400,3.867438139505082
500,4.687969810191552
600,5.493967743000374
700,7.004792253428048
800,9.732661243465888
900,11.720026715410178
1000,12.408862724561189
1100,15.482279998767337
1200,18.12195435095639
1300,18.232432252440873
1400,21.413497239152555
1500,22.954153369849557
1600,27.643166887984854
1700,29.739663307686584
1800,32.577716227526835
1900,35.08210639227954
2000,36.76376966359474
2100,38.273088655448454
2200,40.95256308332119
2300,43.214292731643255
2400,46.376911680949945
2500,48.2708910560344
2600,50.24349923720418
2700,53.533257470636215
2800,57.41019121228901
2900,59.31531121470859
3000,60.04748661227612
3100,64.46126968412713
3200,65.89231449127807
3300,67.5042587976597
3400,70.94138199424285
3500,70.95238454361252
3600,74.19640757591262
3700,76.18470734480854
3800,79.50911115361387
3900,80.14951139931429
4000,82.1697501064629
4100,84.1426648597655
4200,87.94590441598011
4300,89.92674079702871
4400,89.5743062011229
4500,91.35401849304894
4600,94.4838754057709
4700,96.44446450253965
4800,98.7915411359383
4900,99.01618532234298
5000,100.62699979631829
