milliseconds,Mrbc
0,-0.11444926921463358
100,-0.9657919699751897
200,1.128042567581747
300,1.2472441499785432
400,3.7337181222064153
500,2.585884949965068
600,3.8802655184827017
700,7.189329890757972
800,8.142511803964117
900,8.985897687883766
1000,13.684621374555135
1100,15.594966661535432
1200,18.18147884039342
1300,19.10994137095212
1400,22.689216870509618
1500,22.514529874133718
1600,24.767603364012327
1700,28.033659635316575
1800,32.25222042113016
1900,32.590883192517715
2000,37.570349636081104
2100,40.12631740910402
2200,42.05741801239136
2300,43.19010537729963
2400,47.66765361951988
2500,47.56445792297468
2600,51.10945724573485
2700,53.26410109695614
2800,55.359647850852895
2900,59.886415252213055
3000,60.0195809299574
3100,63.36087339054946
3200,64.16579494183364
3300,68.75060039250157
3400,68.96792837510147
3500,70.76810351916266
3600,75.49117957962414
3700,75.2254301132988
3800,79.18670287119566
3900,81.27325152913997
4000,82.75849728875843
4100,84.33738549503029
4200,85.5247398490211
4300,88.55762324827911
4400,91.47572236660722
4500,90.7967370381289
4600,94.58469945438354
4700,95.19256210201931
4800,98.1441150057539
4900,100.35729268111136
5000,98.70470825618528
