milliseconds,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161
0,2.0,0.0,5.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,3.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0
100,1.9999981354535046,1.8645464945689882e-06,3.2807751425971614,0.01752947839491988,1.9240729835712045,3.280775142597161,1.7192248574028344,2.348477661324294e-05,1.8645464945689882e-06,0.0008316811696882614,1.999998977843734,0.025012133004708198,2.2705269306043595e-05,1.9240729835712045,0.5583975614766999,2.6086956522625173,2.6086956522625173,0.0,0.5,9.987027226474641e-07,0.3662922147327746,0.02415510251191217,0.0008333030672245984
200,1.999869063858556,0.00013093614144282312,2.57446715805851,0.05508018611330235,1.583574102382981,2.57446715805851,2.4255328419414863,0.0004929047027421898,0.00013093614144282312,0.00856648883704655,1.9999547721044328,0.1262193300755053,0.00047887056803517164,1.583574102382981,0.8613478363376466,2.30769230835869,2.30769230835869,0.0,0.5,4.310305094531109e-05,0.5660883615658067,0.1170290003942738,0.008666231217630011
300,1.9989066613288984,0.0010933386711005075,2.226204767940983,0.09964861635237676,1.3627938514437166,2.226204767940983,2.773795232059013,0.002094036553879757,0.0010933386711005075,0.02888845068068119,1.999636340554181,0.27784075527458396,0.002451467928861196,1.3627938514437166,1.0375836929461217,2.068965524015959,2.068965524015959,0.0,0.5,0.0003374986928881288,0.6531937207094722,0.24576492936892405,0.02926069853098401
400,1.9958819800124072,0.004118019987591758,2.039096845037021,0.14503774598028904,1.2106820128560116,2.039096845037021,2.960903154962975,0.004949397990956743,0.004118019987591758,0.062047483463545786,1.9985374203002333,0.43879615000226524,0.007062400999209767,1.2106820128560118,1.1444232272216883,1.875000028072294,1.875000028072294,0.0,0.5,0.0013195936310172619,0.6862038219255479,0.36768124856017753,0.06258992074311955
500,1.989650483339358,0.010349516660641128,1.9339227482895576,0.18833273547043744,1.101290055147554,1.9339227482895578,3.0660772517104387,0.00871332815012153,0.010349516660641128,0.10445730548104774,1.99596498215495,0.5835396231257918,0.014887568282223502,1.1012900551475542,1.2108792361909764,1.7142857504899929,1.7142857504899929,0.0,0.5,0.003532991025428236,0.7021746263843583,0.4600194728339803,0.10459756416453031
600,1.979548242625122,0.02045175737487681,1.8732989502342139,0.2283326456721554,1.0200818024688136,1.8732989502342139,3.126701049765783,0.012920738669371662,0.02045175737487681,0.15147829147901753,1.9912096692972758,0.7045387811214285,0.025836311041489122,1.020081802468814,1.2529200694871814,1.5789474516653157,1.5789474516653157,0.0,0.5,0.007455813065242449,0.7165137672132933,0.5196879935980765,0.15022414577898383
700,1.9654502397650204,0.03454976023497889,1.8378463265656542,0.26475118651189206,0.9583139369260372,1.837846326565654,3.162153673434342,0.01720591870665389,0.03454976023497889,0.19923169957270623,1.9836925477088005,0.8042790817447383,0.0393453563041507,0.9583139369260376,1.2798673445473985,1.4634147280292171,1.4634147280292171,0.0,0.5,0.01337498429776618,0.7323061902258281,0.553291703230255,0.19533456991889114
800,1.9476481484907293,0.05235185150927017,1.8169388845938161,0.2977724715054591,0.9104356458057374,1.816938884593816,3.1830611154061805,0.02136108083861984,0.05235185150927017,0.24516655303088133,1.9730417583830497,0.8879909855456196,0.054648247406952045,0.9104356458057379,1.2974063465599353,1.3636364583263445,1.3636364583263445,0.0,0.5,0.021343777738374276,0.7483725561276705,0.5691115001666865,0.23727299635476887
900,1.9266925735102547,0.07330742648974492,1.8045479900691521,0.32779350898366233,0.872769591093247,1.804547990069152,3.1954520099308446,0.02530842402107405,0.07330742648974492,0.2879227103521543,1.959103607305268,0.9602925432813673,0.07098012284852812,0.8727695910932475,1.3091273474544451,1.2765958353787203,1.2765958353787203,0.0,0.5,0.031205945156088953,0.7631116213394992,0.5737539824182293,0.2746620453196245
1000,1.903263070172532,0.09673692982746769,1.7971829312128484,0.3552756745754034,0.842795071365059,1.7971829312128482,3.2028170687871476,0.029050993896932723,0.09673692982746769,0.3269869989884296,1.9419128136408776,1.0244327367013166,0.08768760759477885,0.8427950713650595,1.3173625812549743,1.2000000855052033,1.2000000855052033,0.0,0.5,0.042653859156333865,0.7755671777930617,0.5716578139882957,0.30700012875887306
1100,1.8780767781139605,0.12192322188603918,1.7927978400114428,0.3806631174711263,0.8187354873179116,1.7927978400114426,3.2072021599885536,0.03263135651663778,0.12192322188603918,0.3623754345759669,1.9216458722165348,1.0825105077999668,0.1042659007383322,0.818735487317912,1.3236618848890809,1.1320756075214629,1.1320756075214629,0.0,0.5,0.055293638098075366,0.7854138846781505,0.5655804948212676,0.3343099844566612
1200,1.8518280256757373,0.14817197432426202,1.7901843581146366,0.4043426676426397,0.7993091740319127,1.7901843581146364,3.20981564188536,0.03610435575498285,0.14817197432426202,0.39439992752355063,1.898573253686286,1.1358594853740696,0.12035435580290638,0.7993091740319133,1.3290730697726456,1.0714288104627288,1.0714288104627288,0.0,0.5,0.06870183485932041,0.7927117041627812,0.5571832277713388,0.3568951554858747
1300,1.8251494241485333,0.1748505758514661,1.7886252491169878,0.4266291358138839,0.7835730815994302,1.7886252491169876,3.2113747508830084,0.03952095514570948,0.1748505758514661,0.423513107491743,1.8730183377011203,1.1853488879558804,0.1357137496278605,0.7835730815994306,1.3343118020066875,1.0169494050364574,1.0169494050364574,0.0,0.5,0.08246764287167288,0.7977017070072422,0.5474642494670081,0.37518922656189524
1400,1.7985886489474445,0.20141135105255498,1.7876950316005533,0.44776542411485376,0.7708220794136602,1.787695031600553,3.212304968399442,0.042921032582329946,0.20141135105255498,0.45021005431374533,1.8453259301331422,1.2315729239391493,0.15019900755588034,0.7708220794136607,1.3398665319785608,0.9677422003914488,0.9677422003914488,0.0,0.5,0.09622003435258486,0.8006848756689818,0.5370304859905767,0.3896693605255982
1500,1.772596208593426,0.22740379140657344,1.787139834615796,0.46792987709931805,0.7605203964813867,1.7871398346157958,3.212860165384199,0.04633053788371308,0.22740379140657344,0.47496781195594884,1.815839850504198,1.2749622519401567,0.16373425930054086,0.7605203964813871,1.3460671537110815,0.9230771869210739,0.9230771869210739,0.0,0.5,0.10964272219681478,0.8019605611383492,0.5262601106939735,0.4008077324496039
1600,1.7475225621385926,0.2524774378614071,1.786808757554872,0.48724722881872995,0.752255576077447,1.7868087575548717,3.2131912424451228,0.04976226680837666,0.2524774378614071,0.49821186155475355,1.7848883904384467,1.315845367915479,0.17629219312843297,0.7522555760774474,1.3531291950904045,0.8823533162661609,0.882353316266161,0.0,0.5,0.12247960956777323,0.8018013158179398,0.5153938016910008,0.4090477635342561
1700,1.7236217822871902,0.27637821771280907,1.7866112136638062,0.5058000727465884,0.7457053338601027,1.786611213663806,3.2133887863361887,0.05321787461200258,0.27637821771280907,0.520299502279874,1.75277546666883,1.3544843535313278,0.1878781486947518,0.7457053338601032,1.3611848787464842,0.8450709442235843,0.8450709442235843,0.0,0.5,0.13453424797079794,0.8004447022446676,0.504588758926706,0.4147929125784646
1800,1.7010606852328962,0.2989393147671033,1.7864930327593278,0.5236396722195324,0.7406145764547057,1.7864930327593276,3.2135069672406673,0.05669083739530123,0.2989393147671033,0.5415160028314053,1.7197763524623644,1.3910945597141373,0.19851862231637007,0.7406145764547062,1.3703042861969927,0.8108113704409634,0.8108113704409633,0.0,0.5,0.14566511265920912,0.7980940698444792,0.4939484047203894,0.4184038851395066
1900,1.679931208819839,0.3200687911801607,1.7864223765549037,0.5407952282873337,0.7367789382740919,1.7864223765549034,3.2135776234450915,0.06016923548163463,0.3200687911801607,0.5620787010403007,1.6861363995925869,1.4258566886809132,0.20825328756200703,0.7367789382740924,1.3805106248226486,0.77922132941318,0.77922132941318,0.0,0.5,0.15577880901614385,0.7949219819054866,0.48353996097887886,0.4201998397323783
2000,1.6602641641916396,0.33973583580836036,1.7863802419674653,0.557281356054522,0.7340321278642238,1.786380241967465,3.2136197580325296,0.06363860212527396,0.33973583580836036,0.582144559341199,1.652071343984888,1.4589251500178153,0.21712936750016107,0.7340321278642242,1.391792313632258,0.7500005642150208,0.7500005642150208,0.0,0.5,0.164822858456913,0.7910742857667437,0.4734061527430445,0.420460973759262
2100,1.642042762977018,0.3579572370229818,1.7863550324822424,0.5731040532025156,0.7322366484043223,1.7863550324822421,3.213644967517753,0.06708355153691921,0.3579572370229818,0.6018202618429626,1.6177687535470864,1.4904342821339291,0.22519778038334434,0.7322366484043228,1.404112128487893,0.722892118013188,0.722892118013188,0.0,0.5,0.1727784163509877,0.7866735998524628,0.4635732317311275,0.41943202356630754
2200,1.625215570282725,0.3747844297172748,1.7863399584398771,0.5882651149829825,0.7312772906140965,1.786339958439877,3.2136600415601175,0.07048938504617368,0.3747844297172748,0.6211729767255482,1.5833902966323978,1.5205020191321712,0.2325108001462072,0.731277290614097,1.4174139838904483,0.6976749501755263,0.6976749501755263,0.0,0.5,0.1796533138728797,0.7818230306918827,0.4540552276432361,0.4173262879748894
