miliseconds,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b
0,8792.773640189529,30.517987475562382,0.0017093961487043702,-0.001269139422440968,0.0015344680890524106,-0.0005782536692109626,-4.545267377503405,0.0847459027161682,-1.4244497872890045,-2.0448170403622714,0.8833758322845142,-0.6648275369928042,-1.8504216301628333,3.340276579114149,2.4675633937287196,-2.376035809106194,-273.8833508456016,-6.222477276681268
100,8794.10829870148,30.13827486036892,0.0013190550517868784,0.001359407639779571,-0.0016106514010579972,-0.0015529032196876036,400.7451251919717,12.77696782367699,-2.011293293386492,2.270317312853166,-0.6682592269975077,0.5895129689071885,-2.335391922022234,12.456626744279887,-2.4232963836328256,-0.3633690276320796,640.7914712331716,50.00945953645844
200,8775.238604758893,29.801459334888968,0.001551375403530224,-0.000247931318232294,-0.0012963895475053167,0.0012210652962575475,629.6776592298519,27.205694646568258,-0.21756582352218945,7.805356749755115,-0.06296422417918307,0.04732753653285471,-3.078830583249807,-4.460464717801568,-1.099214821592806,1.0845341640913344,1573.6197106493303,84.7363986887844
300,8768.290735282917,29.467697925282568,0.009221050434908935,-0.0008782087335978975,0.0018535901496346868,0.002249019062398462,973.377636893051,33.32904673618483,2.0306918883686667,3.8408815459860848,1.3574353092210782,0.24541806586100712,5.276519986919347,17.174152446611515,3.103712345718213,3.955481623341944,2588.811281303321,118.33285054077413
400,8760.544525681193,29.026055298299156,0.008621365773451515,0.0007283219017509127,-0.0008377607554430812,0.0027756967973789006,1105.6334775769874,51.48479401689061,4.477484609858372,10.429854781323163,2.681611671622374,1.9067368859149574,1.9254436909328945,29.96375069444311,7.525902088605647,5.479439814567973,4018.1049590037237,157.1035794794372
500,8749.741585381214,28.638746851434657,-0.00022670007863588517,0.001775839089481712,0.0019642593235226244,-0.0012999765194226139,1250.6170564659114,60.02769687673879,1.3579097562812443,1.8993755871926616,1.283814289188693,3.1554868615498988,19.794259640814463,42.47872336382285,8.24531823267761,4.644773630905792,4231.299046195806,199.03608753685407
600,8742.99760243307,28.3680709626846,0.0033131046113773523,0.001339972063881744,0.0008266067499219173,0.0017575866048331586,1612.9876486798564,65.7049213504622,5.461418176384548,14.683592229542048,5.037011124459048,3.142850927208787,5.491871690664453,59.24246232213326,9.50752325218566,12.45998806514539,5979.658050076368,242.09520027414362
700,8737.930527497383,28.099692197800238,0.007045204633954672,-6.877382673397474e-05,-0.0003840080766772853,0.0026556248392976428,1905.9363327760848,76.92731069313024,7.086466779603671,16.324520571772716,4.119433926373189,4.193448468452642,11.94307362308458,42.48895430808999,12.19979582846472,17.21930858651839,6739.188067167102,271.2250094084262
800,8722.692278198525,27.614821981815048,0.0015816877913984013,0.002288965989852697,-0.00030929938059560676,0.0005951311975706125,2056.6944780334607,84.26972767780634,9.497017921581964,19.885421612408685,7.294515741447179,5.75401848469691,19.14385700875599,64.4500645804939,22.15670704295246,16.144691496048413,6998.393309628687,319.6640629226813
900,8712.510961163938,27.492733853125838,0.0015775484031847102,0.002246360222023694,0.0020502345091106856,0.0027960045298315982,2310.4934299568586,95.65478671433986,8.218084700234515,17.300103619676648,7.733957848565543,6.063765204353898,33.35854081610806,87.8361083964916,29.313456345109014,22.408522558584554,9046.951274117951,347.7399171423641
