milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,6.446891578662257e-05,0.0001914511528502523,2.7811291703572155e-08,-4.718261602813096e-11,-2.7971545093619978e-15,5.5979308804525783e-08,1.6559342970600184e-08,8.238090765702308e-05,-3.06179456292532e-06,-1.0917287301019748e-08,-4.0988219955480846e-05,-9.525234989082649e-06,-5.748555645062267e-08,-9.947733822097177e-07,-5.2153178848007936e-08,6.625110986977987e-10,-4.056501267922344e-06,-7.813749747224874e-08,1.0016155242503265e-09,3.3060447006147253e-10,-4.795493055821868e-15,-1.1221857877781306e-08,1.7911739042043518e-09,-6.931147440600429e-15
100,0.0001097817769181629,0.00016737990697411294,2.2370950867077174e-08,6.218572187412871e-11,1.4100173574400827e-15,5.0682681513409816e-08,2.1525941926701235e-10,1.697388889652814e-06,1.3427750297031609e-05,1.897096100524123e-08,-1.5605893999375963e-05,-1.3869101120493112e-05,1.1694081706319959e-07,5.967904390131895e-06,2.2775389371664937e-08,4.1857945031049266e-08,-1.4232480196343946e-05,3.330104627964594e-08,2.799504961249712e-09,2.103440089316822e-10,4.725477033352307e-15,-1.4204659450570024e-09,1.0585876345919996e-09,4.473451644662268e-15
200,9.947082140443718e-05,0.00016012068455959665,2.8413510697921312e-08,1.3540199728870933e-10,5.504793857971817e-16,2.8078707463699768e-08,1.5278719706073713e-09,1.1322380997008524e-06,0.00010778049933682356,-1.737344453631164e-08,4.69931425433379e-06,-1.341782674789035e-05,3.406081426345301e-07,1.1906790506496832e-05,6.526368479016105e-08,5.793513375609278e-08,2.0584022368794435e-06,-6.723285766055174e-08,3.3314549037926984e-09,-1.1644575226816903e-10,4.82546999963838e-15,-2.2761318404150933e-09,1.3689654186665163e-09,-1.4906418861815848e-14
300,8.270975085305013e-05,0.0001649726760923109,4.889244133689076e-09,2.2490793523779835e-10,2.8503676667993478e-15,8.06859637009058e-09,8.107390993779943e-09,-4.1134644774554587e-07,-1.82013631455517e-06,1.961375774027556e-08,4.355107424003564e-05,-5.737433745768361e-08,4.0183208876031625e-07,1.3676106398278133e-05,1.3328428008982054e-07,5.531095528236865e-08,1.3889821144469565e-05,-1.7713594918919494e-08,4.258098288446633e-09,1.381798455413492e-10,4.325629673162748e-16,-7.405229865289335e-09,-1.238414987967497e-09,1.7343300718242096e-15
400,6.976040227679053e-05,0.00018263155166538573,2.1710595750407487e-08,3.9999617662299876e-10,-3.3801469306074798e-15,1.6133630846069406e-09,6.68725867947303e-09,-4.3760483998328755e-07,7.969380428144568e-05,-1.7868698723230594e-08,-3.420003905037052e-05,-1.0979320263112152e-05,5.09668649605594e-07,1.9495724462301617e-05,1.551166555751239e-07,7.320466668372071e-08,4.518530680605499e-05,-7.753671825113537e-08,3.670841230147548e-09,-2.2346690239493595e-10,1.976691944050762e-15,1.3714446938249298e-08,1.3943239135078342e-09,-1.2214942375540499e-14
500,7.153882884061042e-05,0.0001701985312392346,4.8999094671190075e-09,3.4836013238407673e-10,6.314858628558787e-16,6.975326808491952e-08,8.881577917724547e-10,-2.6369188656342304e-07,1.2598382483533171e-05,-2.497154833819535e-08,-1.3554099141043371e-05,-4.474795300040945e-06,3.298089882206527e-07,2.0544211027965358e-05,1.7292918293907414e-07,6.903051908928392e-08,1.7801335721583452e-05,9.65651353364121e-08,4.693565262757226e-09,6.474806057653521e-11,-1.275076514220596e-15,1.5246271125793465e-08,5.962727089625691e-10,-1.7453950780455503e-14
600,0.00010212508357133204,0.00017747596280953657,-7.11931290627931e-09,4.278007737375217e-10,-1.7853452129491358e-15,2.36040558436054e-08,1.2021266571363548e-08,1.0178655151607801e-07,-1.0948327830032815e-05,-1.5486302913508267e-07,2.6832557517062352e-05,1.1709132180838594e-05,5.061627338550769e-07,2.2301740737650964e-05,2.1119127008086618e-07,6.784066663040383e-08,5.190658639406973e-05,-5.694325798386174e-08,4.1335510752569045e-09,1.3040149395863177e-10,9.385806538892227e-15,-3.4272662018259238e-09,4.968501947124255e-10,-1.683864723160314e-14
700,7.99221591540767e-05,0.00017699982018493427,5.822562381690506e-09,4.371991491939587e-10,-7.699901326245451e-15,1.4127596924727844e-08,1.552204767383172e-08,-4.3667317031177866e-07,-2.8951874708644506e-05,-1.6126573600489112e-07,-2.6245172998749393e-05,1.1870543705477877e-05,4.460958670986859e-07,2.2267923186604398e-05,1.300048865917506e-07,7.697674856103516e-08,5.099032468743858e-05,1.0515801132180482e-07,5.95998374782961e-09,-3.73466901856602e-10,-7.720706530389855e-16,6.969844900729279e-09,2.006434152608701e-09,-1.0680565315631076e-14
800,0.00010843705643822331,0.00017984796135790923,-1.4820112922921864e-08,5.219916298636501e-10,-6.619255538175258e-15,3.5611002922618674e-08,2.010213182809982e-09,-1.3641010673959402e-07,5.136907244156361e-05,-1.7014218001327124e-07,-3.660769614260492e-05,-1.512131163620834e-06,4.417315873775917e-07,2.4195460078354494e-05,2.009260702250756e-07,9.595444087244053e-08,4.685092483609596e-05,1.0894139293970911e-07,5.212880288072973e-09,-8.38628117992362e-11,8.34209748621017e-15,2.0693716813431857e-09,1.6989922280560775e-09,-5.423218190028615e-15
900,8.768826353153167e-05,0.0001535053463749901,2.9569872347097356e-09,5.529663919345251e-10,-1.024537448725819e-14,-6.838325802185765e-09,4.473437985404236e-09,5.757527568491183e-07,5.9162128774279916e-06,-1.6953813800302485e-07,3.4004068198957303e-07,-5.303320707469993e-06,4.2187961259316646e-07,2.485988932778099e-05,1.8007354980600331e-07,7.572095676573416e-08,4.5077300920736994e-05,1.3218223435505007e-07,7.196745757202961e-09,-1.9646841257483537e-10,2.710407987050767e-15,1.880949996922371e-08,2.5959134556127532e-09,-1.4170994933514691e-14
