milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,7.704090344520695e-05,0.0001732435828322714,2.5630119204405203e-08,-3.2446201854593927e-11,3.2233534735162773e-15,8.392709801563359e-08,6.351119176850937e-09,8.268258334276998e-05,5.957234360393229e-05,1.2093259712519233e-08,-3.0934129845394066e-05,1.832587811885036e-06,1.0550563150156033e-07,-1.756413865022588e-06,-3.889218288509985e-08,-1.2968170557512155e-08,1.4188364673996868e-05,-5.838144840540884e-09,-7.823013942720497e-10,3.263083212405521e-10,3.142183139759944e-15,7.491223255000082e-09,-1.5449129033721102e-09,8.830666530561303e-15
100,5.839996819418577e-05,0.00016798720063687493,6.2340380002492844e-09,1.0780872796978947e-10,-1.921345866136409e-15,3.208824651050307e-08,-4.0738346579594743e-10,2.6143297758487107e-06,5.8754659208521056e-05,5.990637719957982e-08,-3.945719293711608e-05,-1.1124880112934286e-05,1.0936800442335984e-07,5.210419951609407e-06,-2.2273268945542594e-08,4.0422868960915907e-08,-1.539378315440675e-05,1.8267880961639195e-08,7.073226817781862e-10,-1.882478280385234e-10,1.4608794912840603e-15,-1.1218940160418352e-09,-1.5010888162684788e-09,4.59476906592362e-16
200,9.610492551233055e-05,0.0001413289552352942,2.1115087270040263e-08,1.4145637041817522e-10,2.7492979177660745e-16,5.1757099057481866e-08,-1.7404336693263184e-09,3.624890400812176e-07,8.146947444096956e-05,6.418204702420407e-08,1.4772356722042427e-05,1.0112977187373329e-05,2.1532194698568887e-07,1.1223496759311448e-05,8.488206574705068e-08,2.623793463749875e-08,2.5150259615382667e-05,-8.024421088185072e-08,3.1212327147735616e-09,2.1963104030848995e-10,1.1860955902212949e-15,4.073446691372116e-09,-1.6479626533461323e-09,1.2870157502115135e-14
300,0.00010274393209695172,0.00016543382121974012,1.66785417125051e-08,3.190899847559988e-10,2.7571663831859706e-15,6.300041010749207e-08,1.5514905509336555e-08,-5.612897005024474e-07,9.663352416698424e-05,-6.854519515410085e-09,8.82010796533345e-06,-9.281486147496122e-07,4.237286779828236e-07,1.6874699503210023e-05,1.2455725417742515e-07,4.712349107878305e-08,1.5836065150660673e-05,-7.557392843854259e-08,4.7960664751590185e-09,2.217753474104167e-10,-2.132380754530851e-15,-6.870108051611076e-09,2.285061493058351e-09,-1.0197975401637806e-14
400,7.79263664951923e-05,0.00017079315581009134,7.237757139536259e-09,3.3796956476953383e-10,-3.480402940658684e-15,6.896290609874243e-08,1.4240811278482984e-08,-2.907375220439345e-07,1.7073928297037147e-05,3.715297115909116e-09,-3.691998939568074e-05,-5.330253119367682e-06,4.745839506493146e-07,1.9154178030237403e-05,1.5555821738352756e-07,8.654649736485218e-08,1.58721043701968e-05,-2.5061215228559805e-08,4.999955743350508e-09,3.599370239406828e-10,1.5634675994669706e-15,-9.774753258731169e-09,-1.670563655306655e-09,-4.9083978462644535e-15
500,8.357289594651849e-05,0.00017256894242695172,2.8306100046305393e-09,4.048815341762142e-10,-8.487895662604662e-16,6.755230097108146e-08,3.216858365722018e-09,6.657208163102823e-07,1.1519278694201664e-05,-5.0430316497158786e-08,-2.5172214680563717e-05,5.981839085237527e-07,4.2273225636936074e-07,1.8371545395420992e-05,1.772646175466651e-07,4.9535871354041676e-08,1.8702438149485143e-05,-2.917888023966342e-08,3.847260115163839e-09,2.0089512148976958e-10,8.652965416733244e-15,1.204345882562062e-08,2.271207838844495e-09,1.8716164986716325e-14
600,8.183913887391436e-05,0.00014392818994473465,-2.5542474896968802e-09,4.360500040250884e-10,1.325014899796551e-16,5.408304841876732e-08,-2.2299144271544593e-09,-4.535302082275039e-07,7.556691374258943e-05,-1.4604200007083726e-07,-3.6713523091067687e-05,-1.3748045614958372e-05,4.44204765514013e-07,2.2518492627481183e-05,1.862114486552859e-07,5.6153486790688954e-08,3.37986424813272e-05,-6.444171904043341e-08,4.140696965871004e-09,-3.810567624731428e-10,-1.781068459392895e-15,-2.039533956759695e-09,-1.405010110125507e-09,-6.664700712674036e-15
700,9.305063329841393e-05,0.00017569054796707443,1.0524881480433005e-08,4.1943681078650143e-10,-2.6420507802567003e-15,6.070164548142624e-08,6.6232622850623375e-09,-9.72890285043437e-07,5.80007870685602e-05,-1.662483695321569e-07,-3.679047167312159e-05,4.3008886209712795e-06,4.419695036080578e-07,2.3108827589025e-05,2.309244379401346e-07,6.385066382959033e-08,4.509980491869655e-05,3.086111648945337e-08,5.327133238131687e-09,7.79746100685192e-11,8.814199661914175e-16,4.509009687574141e-09,1.4241065750162222e-09,5.415274446257905e-15
800,7.667109439460585e-05,0.00013622218358906214,8.217241797191016e-10,5.200004376264263e-10,-7.026471816418924e-15,3.0873863483920466e-09,3.2164082163373158e-09,-5.599945218036114e-07,3.63056592389492e-05,-1.78388926649228e-07,4.061162784554219e-06,8.902582007221392e-06,4.3752884684262337e-07,2.4676941944976288e-05,1.9410412869441205e-07,6.669240853857563e-08,7.181841252860247e-05,8.872178762359528e-08,6.41736999845728e-09,-3.196728932092417e-10,8.387548600584714e-15,3.190041866844658e-10,1.0410948529174247e-09,1.8915961752021534e-14
900,0.0001042919651732504,0.0001678080911608853,2.5421158784538983e-09,4.704115457906862e-10,-4.415333086475241e-15,-1.2809950991717733e-08,1.9946886653040745e-09,-1.4430749759352508e-06,-3.172530861701726e-05,-2.347350754096871e-07,2.6187516408004085e-05,1.1295440282468032e-05,4.6552545617231826e-07,2.5307746750510528e-05,2.3157849775752895e-07,9.312725579857709e-08,6.277837072723186e-05,1.3600947707522128e-07,5.2761210088750525e-09,1.2689382156167636e-10,9.198040110329705e-16,1.1816712298433801e-08,7.477719104000834e-10,1.8950999411213406e-14
1000,9.216544529756261e-05,0.0001590455435813823,9.517894870785504e-10,5.903184618666614e-10,-5.0065399775917594e-15,2.4656319626238753e-08,1.5941687412462092e-08,-7.672347773222851e-08,-4.122629593700659e-05,-2.1278103467802528e-07,-2.183990700188314e-05,1.2196514820149678e-05,3.094611088829817e-07,2.5495938576207022e-05,2.721863096201039e-07,6.582766965818572e-08,9.319349865091707e-05,1.550084757573072e-07,7.066949263500635e-09,-1.1224399198196102e-10,6.634384558818777e-15,3.009895472019618e-08,2.5988873700740235e-09,3.940014083257106e-15
1100,8.253431463008616e-05,0.00018580955044110187,-6.815339540656047e-09,6.500350396260921e-10,-1.1861062947131123e-14,-1.7564639291306078e-08,6.607248005947571e-09,-8.82417746722359e-07,9.289424296034124e-06,-2.6215639620344574e-07,-2.644680312823213e-05,6.81392256249134e-06,2.783100230424767e-07,2.6454528630171014e-05,2.799650317752025e-07,9.043804371099632e-08,7.815582640313555e-05,1.28240466162026e-07,7.845996515483481e-09,-2.728205128072882e-10,4.287889343593582e-15,1.2778404922483319e-08,8.159995885412675e-10,-8.684308277068249e-15
1200,8.468602389715683e-05,0.00016366783678390442,-2.2829542998399968e-08,5.752368822439949e-10,-1.2783486472078294e-14,2.0866774601362262e-10,3.7015476684513897e-09,-5.377365719979441e-07,9.323851001913352e-06,-2.9147490168966396e-07,-7.652376202642691e-06,-7.4266671254346495e-06,3.798589268460085e-07,2.587391608757428e-05,2.857926324499218e-07,5.985086349046861e-08,0.00011408214618492993,1.8714841288758009e-07,7.33122601475369e-09,-6.741919595115202e-11,9.309453782459541e-15,1.02184174589168e-08,2.275520948561381e-09,1.776084674263519e-14
1300,8.109740350129798e-05,0.0001531867237316116,-1.4698779329914164e-08,6.538518218585456e-10,-8.838501023138764e-15,2.8542681049172414e-08,9.452302744820076e-10,-8.251153803432928e-07,-8.167040820921823e-05,-3.345468006229741e-07,-3.566478045614012e-05,2.193134390063535e-08,2.8970340772772447e-07,2.7612221262031533e-05,3.4603682689747473e-07,6.02530847937937e-08,0.0001292135342776769,8.993986627197562e-08,8.14575320360956e-09,-3.4185349260920047e-10,5.662860783898377e-15,3.186590889884097e-08,2.3768455862873823e-09,2.0358290198129377e-14
1400,7.704192742618001e-05,0.00018278614418996975,-6.341808413583545e-09,6.789729317404653e-10,-1.476778525142401e-14,1.130640799661331e-08,1.217830285610328e-08,-4.87428403275651e-07,-8.713605737351402e-05,-3.708421895867392e-07,-1.985174313622696e-05,5.755973759250489e-07,2.4962057620408995e-07,2.7221528445722608e-05,2.8335746256128577e-07,8.414636936153404e-08,0.00010224630510850611,2.0261504273666713e-07,6.9544628617478185e-09,-7.200473754878221e-10,1.3639683557230334e-14,3.8472084041836184e-08,2.187892620411455e-09,8.111763868627916e-15
1500,0.00010862766604834784,0.00014914209137853357,-2.4089689663321397e-08,6.891074216767792e-10,-1.5284895000733853e-14,-4.8405781832027135e-09,1.2542064645521466e-08,-6.832417556864497e-07,-0.0001387230383003527,-4.044741567107119e-07,-4.021947646260097e-05,1.5548672310849005e-05,2.43962781498782e-07,3.091801543512081e-05,3.0704794077077746e-07,9.4471647465977e-08,0.00015049462144912476,5.903009775940985e-08,8.090079201715518e-09,-5.942957735388279e-10,7.513755564189199e-15,4.518272359993989e-08,9.719074699357799e-10,-8.755222335718092e-15
1600,0.00010521194883230273,0.00015353888919997948,-1.8481567176803385e-08,7.560512065221599e-10,-1.9115162364998335e-14,7.070828847717355e-09,2.1280875172153068e-09,-2.0649207943857816e-07,-3.88043489326484e-05,-4.028598630011017e-07,4.7694095675019595e-06,7.884186922129284e-06,1.7100605868025916e-07,3.0294586123034674e-05,3.955514017009045e-07,8.131944356502719e-08,0.00011797561110260376,2.169041349096794e-07,8.14527107160036e-09,-9.85304346545868e-10,2.029993538645673e-14,4.2382215807384375e-08,3.3299191043019105e-09,6.142131688352667e-15
1700,6.81324035464154e-05,0.00015857257535345116,-3.746796835096225e-08,8.539492411348198e-10,-1.5336261357137607e-14,-9.389243011851755e-09,1.5135856309038407e-08,4.443647720736875e-07,-9.005475637959337e-05,-4.318784106464146e-07,-4.198461796045711e-05,4.320978892532738e-06,2.8104479765512473e-07,3.0050242961192362e-05,3.808245926846301e-07,6.931813999282464e-08,0.0001386370078607404,2.0859076462093985e-07,1.0020060645171244e-08,-8.210966442907915e-10,1.4960305715813444e-14,3.3470558305686806e-08,4.811049874581281e-09,1.2793667634289077e-14
1800,8.454283713645426e-05,0.0001561285649809043,-2.40069198442658e-08,8.633535240375555e-10,-1.5437901854999613e-14,2.2336578869455194e-08,6.977617121996592e-10,-8.887758382861498e-07,-0.00013347120573871605,-4.06397014557238e-07,1.9453972834692098e-05,4.614659996063398e-06,3.2760976684120383e-07,3.145866126943622e-05,4.191968116582133e-07,3.916596991190019e-08,0.00013641800140931257,2.473042935715956e-08,8.419563965037594e-09,-5.587719364027557e-10,2.2280261777164182e-14,4.109128954102464e-08,1.2501452959558789e-09,8.252024543048513e-15
1900,0.00010114934408394522,0.00019550706780754594,-4.298293096873141e-08,9.407208284737672e-10,-1.859202465205032e-14,-1.9333765015950465e-08,1.7245201507176245e-08,-3.3644890167098997e-07,-8.084300071296851e-05,-4.94723699572077e-07,-3.349741365892767e-05,1.6555065590723008e-05,2.970796139445968e-07,3.388646675800716e-05,4.3358140831427217e-07,9.17490846930727e-08,0.0001434651412558688,1.4209812359361956e-07,1.0508899869390356e-08,-6.108692206540441e-10,2.3199674632022515e-14,4.381456475864795e-08,2.8579604310187622e-09,1.9999311218301495e-14
2000,6.683034046963794e-05,0.00019254746922284366,-4.360201852603426e-08,8.989683727362379e-10,-2.0215816013525194e-14,3.2316148050940843e-09,1.2177458372476334e-08,2.9162241248920666e-07,-0.00010703184345944188,-5.273121059759591e-07,7.5967885178985025e-06,1.3616716771001828e-05,2.311436203606213e-07,3.4539664741917336e-05,5.07044364686015e-07,4.7488568990422354e-08,0.00015744969913415307,1.1250849231263015e-07,1.079812328294837e-08,-1.096895609415203e-09,1.2734519156902726e-14,4.6057849773958207e-08,5.3002089207082465e-09,2.3423874016199933e-14
2100,9.019851206127414e-05,0.00014760940871747085,-3.953452686946823e-08,9.315853289285165e-10,-2.0661300044758494e-14,1.105574896421962e-08,1.668287431431108e-08,6.263630777250592e-07,-0.00013563317939482784,-5.515795061814511e-07,2.7155252030368035e-05,2.4852061240385084e-06,9.71010356266333e-08,3.348898850814797e-05,4.889533542890704e-07,7.803133839967182e-08,0.0001763304422590228,2.0653219921797103e-07,1.0103310900986144e-08,-8.975665884054273e-10,1.6664191337943236e-14,5.0098778924093715e-08,1.3346565101513025e-09,-8.397226213031955e-16
2200,9.357572324166408e-05,0.00016396963496673571,-3.449833885153653e-08,9.84903592503692e-10,-2.6072508570439724e-14,-1.4190715422500803e-08,9.76171686800763e-09,-3.654994412328279e-07,-0.00016759689387267545,-6.251282071613185e-07,-3.8860221169694074e-05,-3.058121014471915e-06,9.414770487403436e-08,3.534494137309678e-05,5.07830871019312e-07,9.190798085333946e-08,0.00018377674664568194,2.4411060361230386e-07,1.0029311501956719e-08,-9.069630184641801e-10,2.4535389974903254e-14,5.2156788307451215e-08,3.0624091122097373e-09,4.4270730971775415e-15
