milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,6.07655932029566e-05,0.0001786774662759611,1.4925368429599717e-08,-2.6095032271559163e-11,1.9968173318588148e-16,7.355048063983834e-08,1.551596368981457e-08,8.33064777296846e-05,1.6616569677711113e-05,4.7267923112973935e-08,4.124634204119526e-05,-1.5025306863098872e-05,-3.955036238466716e-08,6.038705398850624e-07,-2.4720850689130427e-08,2.9686727077882948e-08,1.3726217758428202e-05,-1.4946304257669075e-08,7.841993479802131e-10,1.276398399141058e-10,-1.7685427244521371e-15,-1.732249372941904e-09,2.204303459292072e-09,-1.4221514393880563e-14
100,6.023905186402111e-05,0.0001416279369592879,2.7475845226578482e-08,7.882190307502178e-11,2.603165214871778e-15,6.121734187835618e-08,6.832471614292264e-09,6.152250195879093e-07,6.900591279791005e-05,6.857417716385189e-08,-1.3197803156350199e-05,6.913910442670709e-06,1.4399090506645623e-07,7.610180734427316e-06,-2.4946347759604425e-08,3.903099020393925e-08,3.0731725810142115e-06,9.460346180135562e-08,1.182995302624918e-09,1.0648955755105357e-10,8.639868545340658e-16,7.123992573425581e-09,7.650825036953195e-10,-1.5581765168052095e-14
200,0.0001002713474668506,0.00016594342169219038,2.2811961851712272e-08,1.5037182627932773e-10,-1.0886856764527331e-16,4.863872700691405e-08,7.613752635125183e-09,9.176300187434841e-07,6.402191593974114e-05,6.664225238842931e-08,3.231499097299178e-06,-6.43631127696491e-07,3.8852824176057425e-07,1.3370641912402546e-05,5.2980764346300845e-08,2.511370663176498e-08,-6.163114002764548e-06,8.260001723848101e-08,3.422903026808783e-09,1.2675619466187402e-10,4.434883220133736e-15,4.549594914944121e-09,1.8712631662691547e-09,-2.2173118263460403e-15
300,9.236977397519307e-05,0.00013615272233075538,2.1890741539170505e-08,2.2743703845755625e-10,-3.483915837237205e-15,5.741654615809657e-08,3.086386140228739e-09,-3.4711046031299203e-07,3.763341842091919e-05,-4.738167054973913e-08,-7.122221374173637e-06,1.1341596678858207e-05,4.17055459471746e-07,1.7694521489724613e-05,7.717412857877333e-08,3.519777703697789e-08,2.9321333258747847e-05,-1.6265175056701974e-08,3.0351594757838177e-09,1.9511645775091137e-10,-2.438758309181406e-15,6.5764645745120255e-09,-1.4933498944750342e-09,-6.341847502358746e-15
400,0.00010013630172186721,0.0001559112527235765,1.362523833230765e-08,3.3529229490347394e-10,6.655886589955646e-16,6.416000907954491e-08,1.357501510515045e-09,5.749835549315614e-07,2.761138595414924e-05,-1.6746341003926556e-08,-2.4251583045945893e-05,9.165454162243211e-06,4.2154885996417295e-07,1.918299094568675e-05,1.390833665105171e-07,8.130439373635336e-08,-1.7984480640250598e-06,-2.546819939089684e-08,4.330684209851057e-09,-4.48703941836988e-11,4.310562263990763e-15,-1.3061719477511437e-09,5.319641605288176e-10,-1.574628744339477e-14
500,9.829640186542896e-05,0.00015657563863240564,-4.606718193674807e-10,4.354308184389626e-10,-2.9656406013591274e-15,1.5988303962016844e-08,6.401357097687204e-09,2.8008013396357087e-07,6.587687703954628e-06,-6.533773144103717e-08,3.409872008101365e-05,1.400939401686673e-05,3.9383918760811333e-07,2.000317565099296e-05,1.6153019471141655e-07,6.209844631425543e-08,3.9748017982552526e-05,1.254256879415997e-07,3.973730373540714e-09,1.7570532761996345e-11,6.397101646402902e-15,2.0684187131644162e-08,-1.1051849416005002e-09,-3.292224149309444e-15
600,9.818015428375225e-05,0.00013612874686285044,1.7616252332606014e-08,4.5078479150654586e-10,-2.5548466603498222e-15,6.579416954163487e-08,6.3902972727175925e-09,-3.5850772336089564e-07,-3.510865788771386e-05,-1.546083100608149e-07,-2.1739155510418653e-05,-1.1688879350746925e-05,5.081625254149704e-07,2.1596606293527063e-05,1.1388755016315983e-07,8.581074063554318e-08,5.1326674943902407e-05,1.1657664809352623e-08,4.574065296116149e-09,1.0342962875349065e-10,-1.4958143521037904e-16,2.2701264383814687e-08,-1.1718215694413821e-09,1.6752843232229657e-14
700,0.00010350709228267908,0.00014821096332471768,1.3125760599228338e-10,4.1064864492738594e-10,-5.30850593520564e-15,7.992936616737236e-09,3.376903707554811e-10,6.573133956814575e-07,1.193325057034177e-05,-1.2335199247757245e-07,1.7087936620028864e-05,5.740110185637693e-08,3.830579910667711e-07,1.9998048840619666e-05,1.6643061479028983e-07,6.371401524333644e-08,4.1792269208297306e-05,-4.327728484581844e-08,5.081275892165135e-09,-2.5347411035673396e-10,3.3508942523328987e-15,8.952902449391996e-09,2.7374394753777666e-09,1.0325312989322779e-14
800,0.00010145461160984039,0.0001914560007113424,-3.061858712168764e-09,4.965964259002901e-10,-5.890736321910258e-15,4.628208472991986e-08,3.46832049185792e-09,5.340753562642436e-07,-8.038141956321074e-06,-1.8851423459071595e-07,3.0515762477794033e-05,9.464114305889528e-06,3.8271100405536536e-07,2.4141993055185007e-05,1.8595716393871975e-07,5.4435126173927646e-08,7.330408736058302e-05,-2.6448210592751136e-08,6.8319110754431e-09,5.335941275457461e-11,3.161502337669647e-15,1.1851603717243925e-08,1.6324577135860425e-09,-8.637322037453802e-15
900,7.42470038439484e-05,0.00015426651641055488,-6.556009988621229e-09,4.700031223234849e-10,-5.665941738982108e-15,3.469347564649174e-08,1.4293678442862409e-08,-3.414470423138261e-07,-3.425365580600844e-05,-2.0179642198063366e-07,-1.2004967301944866e-05,1.0452892084332715e-05,2.500395981164996e-07,2.4799825272557944e-05,1.9940693647845213e-07,9.54920281535346e-08,8.540855093059843e-05,1.4173423730261518e-07,5.6382116749198584e-09,-3.1132697163043425e-10,1.1659084084895212e-14,2.929011850523303e-08,3.894473382678034e-11,-1.5048090439679173e-14
