milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,8.475768379826992e-05,0.00018000135154849512,1.175691474305748e-08,2.5306039565165375e-11,1.5770595689486424e-15,2.8030016462838954e-08,1.3512051868979004e-08,8.28902392009951e-05,5.6001873188244415e-05,3.177430109657651e-08,4.6729116884556996e-07,-2.945516291050052e-06,6.565726147099754e-08,-4.3025700463123635e-07,2.5035688580402328e-08,-5.001770760058788e-09,1.6816237845650177e-05,1.5956702783135332e-08,-8.776140742326821e-10,-1.887152292912253e-10,-2.1249175264033396e-15,-5.690403037571385e-09,-1.9653365395652877e-09,-1.2167487632128004e-14
100,6.231045538702422e-05,0.0001676466546283543,4.479177265306927e-09,1.284380766907626e-10,-2.7414418780031026e-15,6.34181496332392e-08,8.564850799286546e-09,2.1335278299376376e-06,4.926158244942444e-05,1.2506428088477426e-08,-1.4772315450624066e-06,9.388888062883717e-06,2.586089066574404e-07,8.386348006173445e-06,1.9864137266165184e-08,8.671168152030244e-09,-1.1138424010358451e-05,-6.169312010292146e-08,9.469427268638957e-10,-1.8861389415460323e-10,-2.8592908472941856e-15,1.515788982165342e-08,6.326379330763267e-10,1.2754487095537167e-14
200,7.742786183796894e-05,0.00018839683823180018,1.0899602684503624e-08,1.724640191115886e-10,2.2500059347474133e-16,7.453626210200544e-08,1.878636062103514e-10,1.303219122146111e-06,3.560775262610414e-05,2.198708523605041e-08,-9.022472366055192e-06,8.653061929643727e-06,3.5053460264640427e-07,1.3243405397061061e-05,7.540371126718965e-08,4.6556321732297454e-08,-4.986823263098427e-06,-1.4482886237127355e-08,3.743379391028683e-09,1.1372698302131586e-10,2.4593100221816356e-15,9.914012395281003e-09,2.872060716818269e-10,-1.485613502678412e-14
300,0.00010519489496226591,0.00014565368841128868,8.761697162123213e-09,2.9932825385570313e-10,1.550717665144671e-15,8.106177059302947e-09,4.5481465229499995e-09,1.2535280073888891e-06,4.6872390409591016e-05,-4.614619025003448e-08,-2.812601291759877e-05,1.0346534998011113e-05,3.267043991221082e-07,1.570047587640568e-05,1.2210486165655183e-07,5.165066043708627e-08,3.337795167065499e-05,-8.127150027927153e-08,3.606830741313058e-09,2.4037668686988605e-10,-3.360447130072509e-15,3.4652449457422762e-09,-2.2455018846758653e-10,-1.469972473461275e-14
400,0.00010803013533608734,0.00014078283258905322,-3.4352338784321365e-09,2.9028562480092993e-10,-3.906691240955844e-15,6.869637589264713e-08,1.4855324114258905e-08,-6.308927667657327e-08,4.150216638825002e-06,-5.8335478512176054e-08,1.4928700671380338e-05,-1.2625958870210385e-05,4.278774399471986e-07,1.9416034375592167e-05,9.173346030410226e-08,6.65101850537383e-08,4.089901192089689e-05,-7.29941259019728e-08,5.092906192772457e-09,3.5910093087935155e-10,3.1199247952492323e-15,1.9138097054863002e-08,2.549893032263799e-09,3.715456567302831e-15
500,7.005040492556904e-05,0.0001791392821105492,6.787939455605344e-10,4.145755225886601e-10,-4.8024417184047604e-15,3.6921775126469956e-08,-2.5588751058356524e-09,5.761720717179732e-07,2.818913451225764e-06,-1.0504592216579544e-07,-2.7536902816789347e-05,9.578321334762271e-06,4.989507568021555e-07,1.8676880092062096e-05,1.383967924588271e-07,7.766438401634943e-08,5.9999397740287835e-06,-1.0668573316001464e-08,5.676716927363801e-09,-7.046498634925154e-12,-2.4743278746037083e-16,5.29570523057119e-09,1.6178310465667684e-09,1.4091959875779402e-14
600,0.00010533747447696336,0.0001473836179848276,1.633961055070888e-08,4.6276054266468794e-10,-3.861967354482844e-15,3.0155946825044255e-08,4.739292888344763e-09,5.206405938960983e-07,2.2529100613095513e-05,-1.144782232467631e-07,8.993361308053084e-06,-1.2109033200594434e-07,4.2979003227844784e-07,2.2157292254874267e-05,1.6364867788927213e-07,4.762431417531624e-08,3.400862886777682e-05,1.3250670398502946e-07,5.472235211970322e-09,-9.380038070585242e-11,3.30623678203338e-15,-2.103815927614774e-09,-1.0538225308061219e-10,5.270568531085739e-15
700,0.00010160108206314433,0.00017244936636305345,4.17214894026409e-09,4.908654725416909e-10,-4.067655773761982e-15,5.972062786831853e-08,1.2067330394899268e-08,1.853226340971073e-07,2.848436426679193e-05,-1.2041425900925724e-07,2.0644661940246035e-05,-1.0795054145860282e-05,4.463591760155252e-07,2.1613458443262046e-05,2.1795125331072097e-07,4.618261090660333e-08,6.731991620658595e-05,4.854684575370738e-08,5.472837387071824e-09,2.2599192744999418e-10,-2.615917861646522e-16,1.9033557727046526e-08,2.9169440075741704e-09,1.2068629796940761e-17
800,5.792233626219208e-05,0.0001436282108165014,3.59008004902461e-09,4.539710037357271e-10,-4.9226009430388206e-15,4.537839284081744e-08,7.992977014508015e-09,-9.487361441187764e-07,6.195374344130267e-05,-1.197521569565892e-07,-1.781706426183802e-05,-7.255638612801303e-06,2.7154208101424825e-07,2.4295134806118637e-05,2.3514678774101034e-07,7.216277184787095e-08,3.889093402886101e-05,3.661891815275122e-08,6.6325880472162295e-09,1.3223411694708527e-10,8.034706780127609e-15,1.662457041813118e-08,4.565713222431241e-10,1.6465428263189583e-14
900,0.00010248208054521783,0.000176434039992519,-2.1486520280485727e-09,4.820855818477515e-10,-8.57767680666756e-15,-1.0817436127887268e-08,6.331546001521847e-09,-1.0181954681804791e-06,2.967868569114663e-05,-2.2875829538829886e-07,3.8333570818933286e-05,-1.0629439711334602e-05,4.6502685034459893e-07,2.225203594988638e-05,2.428563475815153e-07,9.942324679508867e-08,5.831289727854024e-05,-5.6098279833971994e-08,5.1954868095280354e-09,6.540453698556131e-11,6.7117282574066034e-15,2.0609216269094988e-08,2.0682052587443752e-09,-1.0098773286893449e-14
