milliseconds,SPB_B,SPB_T,Bfa1,Bfa1P4,Bfa1P5,Tem1GTP,Tem1GDP,B_Bfa1,B_Bfa1P4,B_Bfa1P5,T_Tem1GTP,T_Tem1GDP,B_Bfa1_Tem1GTP,B_Bfa1P4_Tem1GTP,B_Bfa1P5_Tem1GTP,B_Bfa1_Tem1GDP,B_Bfa1P4_Tem1GDP,B_Bfa1P5_Tem1GDP,Bfa1_Tem1GTP,Bfa1P4_Tem1GTP,Bfa1P5_Tem1GTP,Bfa1_Tem1GDP,Bfa1P4_Tem1GDP,Bfa1P5_Tem1GDP
0,0.00010953559214343754,0.000169954784038221,1.077077591825297e-08,2.4875290021764776e-12,-2.1842519508714854e-15,2.328400442316253e-08,-2.622671527311561e-10,8.24503607804391e-05,1.9303496251564484e-05,1.8680858385625604e-08,-3.1356686778450356e-05,-3.3038735732530752e-06,-7.159410577590887e-08,-3.8526378150577327e-07,4.343323116859519e-08,1.6947541557110824e-08,-2.5462041755250324e-05,1.062471423528271e-07,6.120957945247585e-10,-1.8345397374399053e-10,-4.55361345454969e-16,-1.304647965924648e-08,1.2733636193346017e-09,1.5850101220354256e-14
100,6.0336769165386886e-05,0.00017221336749937465,2.5216498404577213e-08,8.712029119811719e-11,2.473249849996132e-15,3.12157041029716e-08,1.4199705391639669e-08,2.56656269160937e-06,1.5594399213132705e-05,3.646011590737736e-08,8.57787209071376e-06,1.5169562526703927e-05,1.7760901601170689e-07,7.65647722843209e-06,-2.5169184157191373e-09,3.1697680513904075e-08,-7.428187396348438e-06,8.42541864834017e-08,9.738726053606656e-10,8.31344851820327e-11,8.608509967896593e-16,4.386134968094662e-11,2.293216034696172e-09,1.6292226007144807e-14
200,7.68076013329533e-05,0.0001618635737198777,1.448100437650181e-08,1.9714196070242347e-10,2.7571034892219658e-15,4.4902949903244934e-08,1.1906964859689565e-08,1.7354281016792403e-06,8.690586543559891e-05,1.6954115993767493e-08,3.177889150775298e-05,8.479849061123999e-06,3.691053955788231e-07,9.91247555278117e-06,7.492235374444381e-08,1.956252489288637e-08,-4.777746726412897e-06,-9.163144214139641e-08,3.5373734060213715e-09,3.18286939097671e-10,-1.0119207849942093e-15,-4.377179839399696e-09,-1.720009632715096e-09,-5.879701570240561e-15
300,7.217941272338069e-05,0.00018161362026273935,1.9435211545570933e-08,3.151509813167383e-10,-1.9769251589078253e-15,3.5514183342604834e-08,2.546369717964107e-10,-3.5700837256827754e-07,9.158893797515491e-05,-4.367504687252416e-08,-6.230441286993195e-06,-1.120841774091862e-06,2.684436044561483e-07,1.4071600623152928e-05,1.1393365109042552e-07,3.4003095396751825e-08,-7.7819918453487e-07,2.8591554241481525e-09,3.7953481959449145e-09,4.4002963614070994e-10,4.171257579003931e-15,-8.591919449033757e-09,1.189119850069047e-09,-3.9068738266846744e-15
400,9.988663869722801e-05,0.0001515879109266556,4.358123554735265e-09,3.649913592704402e-10,-3.0340860228340107e-15,1.1175823716948757e-08,1.0340193314917735e-08,-8.023612188805679e-07,8.159601622311604e-05,-4.212814125128155e-08,-1.5597683577614242e-05,1.5504242052050796e-05,4.097291031663989e-07,1.8757929183242166e-05,1.387060973409895e-07,9.546572395421355e-08,1.8015411559229414e-06,1.365461496966217e-07,4.10897542505951e-09,2.043463028863512e-10,4.474775838442585e-15,-9.77708071848256e-09,1.2532955618008506e-09,7.847127820478008e-15
500,5.926660932061564e-05,0.0001797968653964247,2.000021526797553e-08,4.1086774060969773e-10,-7.8406240225316e-16,6.670961626001412e-09,6.687657381651022e-09,5.152781892297379e-07,6.203913239411627e-05,-5.672183478083132e-08,4.2001750171680966e-05,3.5239546936145435e-07,4.450826792865232e-07,2.1670313675574092e-05,1.2733928914683066e-07,9.152627320692531e-08,2.5561157190453377e-05,-5.2291882791186144e-08,5.752989327140579e-09,-1.856264978408209e-10,3.3572971131346328e-15,-5.2057207737746696e-09,-1.59271335163621e-10,-1.3862101440329243e-14
600,9.465944564701093e-05,0.0001607913890831945,-7.973871418437758e-09,4.6035693090101674e-10,-3.0246361425913214e-15,6.204052232077288e-08,6.988001751035155e-09,-3.4826925197566386e-07,1.292028383137319e-05,-5.64992133880597e-08,2.6459972626894787e-05,-2.3997543853239934e-06,4.818105495905218e-07,2.2933693524944937e-05,1.0543907238577384e-07,8.915278588682475e-08,5.4677490357692756e-05,8.967714867066459e-08,5.0573092756855466e-09,-9.518617926565618e-11,-9.439768769985213e-16,-2.687810914328214e-09,-8.160431707933922e-10,1.5640189104395512e-14
700,7.68637776851655e-05,0.00013953289809135166,8.301912725915558e-09,4.679960694800733e-10,-2.987940795266052e-15,4.898781687369407e-08,8.84403279582464e-09,-1.1519992312317916e-06,2.2073862002745093e-05,-9.669405055842924e-08,-3.344016313765977e-05,5.054504192226562e-06,2.730072752343997e-07,2.3290765990758973e-05,1.5376785004900148e-07,8.057373974566782e-08,3.9649818238370206e-05,-3.822015378853203e-08,6.693140460641831e-09,-3.9024940164323987e-10,9.814779930985548e-15,4.4036606962187195e-09,-1.0121072324298691e-09,8.140375817303231e-15
800,0.00010467520053212317,0.00014848946556151837,1.29510890272299e-08,5.075467775141327e-10,-3.373109513691046e-15,-8.47846985009091e-09,7.091032767666205e-09,1.636577991447765e-07,-5.337716006656738e-05,-1.2960104151614698e-07,-2.9904435732426196e-06,1.5586450851132706e-05,3.8833827200884194e-07,2.3764815132279527e-05,1.4851246184782268e-07,7.337727307193427e-08,7.735693001676677e-05,9.359049405234343e-08,6.921895914008516e-09,2.233945349021406e-10,1.0379609875458411e-14,2.4224721958500333e-08,1.1554431192217983e-09,1.6050380929442715e-14
900,7.189664546163898e-05,0.00017617051603198566,1.561365487769466e-09,5.145461650170484e-10,-9.640300071421583e-15,2.680169009372099e-08,1.6140210759311507e-08,-3.6932373681382934e-07,-4.864469935698391e-05,-2.242008023129153e-07,4.838489217998093e-07,-1.2195364181959074e-05,2.826173989002953e-07,2.2491869439933106e-05,1.991173654918233e-07,9.416672020385688e-08,4.321767010372005e-05,1.1241877620106336e-07,6.379880364216283e-09,-2.009589927756991e-10,7.817254345351534e-15,2.8230001091062344e-09,1.5855520829845073e-09,1.9860311777458404e-14
