milliseconds,S,N
0,0.10088835762977907,0.19991909935722293
100,0.10091947413748689,0.1996190656807742
200,0.10258031901920428,0.19932224340179167
300,0.10456678861665458,0.19910351797768155
400,0.10497945629393096,0.19898057609846062
500,0.10613674652898157,0.1985978563513617
600,0.10760067187459578,0.19847277228055102
700,0.1088361494203329,0.19816752442530536
800,0.11111436568735691,0.19783051718762426
900,0.11162579503662462,0.1976217159962726
1000,0.11384430228700813,0.19736287635568292
1100,0.11484444474525334,0.19723087198968428
1200,0.11609497858359669,0.19686718895454555
1300,0.11744255760608051,0.19670391233725268
1400,0.11912685790982776,0.1965256038869364
1500,0.11970575889642787,0.19644676841062494
1600,0.12102635215427496,0.19602443623323582
1700,0.12207947784197434,0.19600513827851906
1800,0.12363122959169714,0.19561355431077046
1900,0.12454072790776854,0.1955651954769588
2000,0.12569304138524065,0.19525259589596347
2100,0.12715255519503474,0.19505874985772015
2200,0.12909111400478412,0.19486905756684633
2300,0.1307090450289215,0.1947506935287124
2400,0.1311791902441252,0.19446330831857853
2500,0.1329829573288885,0.1944123355362419
2600,0.13447729567987485,0.19436891417519658
2700,0.13486736379981276,0.19420740169660647
2800,0.13672458291349707,0.1939328454092932
2900,0.1375688373260834,0.19378436604026925
3000,0.13820567922055355,0.19358029059157594
3100,0.13984062615623022,0.1934913148897547
3200,0.14093683597718368,0.19329694066560527
3300,0.1426787163421417,0.1931221048028489
3400,0.1434658408640636,0.1929581762755549
3500,0.1440654917426142,0.19294328829687932
3600,0.14585056501687702,0.19289034325803184
3700,0.1468988216518193,0.19269861422727946
3800,0.14706650470254842,0.19253180821263535
3900,0.14904304543504265,0.192358454788658
4000,0.15064183883741414,0.19235201280346728
4100,0.15157729641474943,0.19213329614635305
4200,0.1522948262047239,0.1920794178721626
4300,0.153076767897601,0.19207708459116898
4400,0.15514946343953784,0.19197192903126117
4500,0.15511154822317072,0.19176831248301382
4600,0.15742595314964059,0.19170983216582663
4700,0.15757219105083725,0.1916264298209956
4800,0.15900212536489253,0.19148991871092907
4900,0.1592881403773298,0.19141314350090527
5000,0.16188543529533442,0.1911927994009662
