milliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1000,-0.0008138296613614455,-3.981133633952071e-06,0.001165055448148211,8.442874957168326e-05,4.816244539795889e-06,3.1890480594304846e-05,-8.396034337998535e-07,-6.141626529297521e-06,7.175115548248553e-08,-1.3417704887432087e-07,-2.8140544364929157e-09,1.16064842649862e-06,5.027319134957618e-06,5.461738614214544e-10,2.8191924800042716e-05,-2.75334476091603e-12,2.1038966001232456e-08,1.0909892274096802e-06,4.602566814776594e-06,0.0018559952708484158,-0.0517669180404117
1100,-0.0009417400696598564,-4.348172169189653e-06,0.0012041674483603824,9.625998110995409e-05,4.8302028810593504e-06,3.6124490246211514e-05,-8.332099014127625e-07,-8.160176622355943e-06,9.542884225516474e-08,-1.539470263194998e-07,-3.4049544796513227e-09,1.310605400337431e-06,5.8835723362044605e-06,6.669218682734784e-10,3.325308592096835e-05,-3.0919676129684064e-12,2.394165675067668e-08,1.102027659354289e-06,5.276941419167416e-06,0.002526384954866539,-0.06389794215571572
1200,-0.001230851683684184,-4.389775876072469e-06,0.0014805617490317123,9.512395515942003e-05,6.062102157779242e-06,4.067553826128151e-05,-9.71842416659127e-07,-8.668779233835991e-06,9.901856641700816e-08,-1.508335014714948e-07,-3.6790567214284633e-09,1.5588830378712227e-06,7.016786407489761e-06,8.239182765881393e-10,3.8446207269805287e-05,-4.007756291286999e-12,2.5274732158105622e-08,1.2600185406312192e-06,6.950621895479127e-06,0.0025431566837400073,-0.06606039154627653
1300,-0.0013734767198593824,-5.217097704951953e-06,0.0017118487817657404,0.00011400833055143218,6.6610318403383445e-06,4.6680151144600505e-05,-1.0826455632437456e-06,-9.997440781360987e-06,1.1245995018498201e-07,-1.6033597979614047e-07,-4.086817952646065e-09,1.6059233359589444e-06,7.790557363388373e-06,9.12184695188455e-10,4.464521200418832e-05,-4.080289865182705e-12,2.787076393978782e-08,1.505219153286021e-06,8.058163922405524e-06,0.003088040751261434,-0.07787552541248947
1400,-0.001338833340677158,-5.659486272231455e-06,0.0017438164582367168,0.00012598084319588246,7.158032039818913e-06,4.973434276703608e-05,-1.2889735559449844e-06,-1.0202234875885425e-05,1.332214894330846e-07,-1.7322737857676373e-07,-4.225041775627046e-09,1.8034011146641314e-06,8.5522620558754e-06,1.1669753669713835e-09,4.635626178158411e-05,-4.5659485900589514e-12,3.2383285975358255e-08,1.6853562593837813e-06,7.77662894311015e-06,0.0036498564653725785,-0.08462074615852509
1500,-0.0015843246661454992,-6.710127589099212e-06,0.0019887687444056492,0.00014376508019708591,7.653252786857852e-06,5.7307370228160926e-05,-1.4316651876034631e-06,-1.2314329219664658e-05,1.34017872086119e-07,-1.9759473638220653e-07,-4.99728927879912e-09,2.005705326762859e-06,9.533071853266794e-06,1.2866229149880505e-09,5.361324393212517e-05,-4.978023878347384e-12,3.4874404032677705e-08,1.7713839613284146e-06,8.664075508984489e-06,0.004123400953003111,-0.0938006009705261
1600,-0.0016558218834866294,-6.80359827224292e-06,0.0020580873475201425,0.00014244910364840182,7.8363074531191e-06,6.285677862021811e-05,-1.464266194894936e-06,-1.2764911383338701e-05,1.5407292099076193e-07,-1.9566045931363826e-07,-5.218874604680632e-09,2.23488371809112e-06,1.0552514104045822e-05,1.4138773833643615e-09,6.190899132538657e-05,-5.409226591541339e-12,3.651177544744283e-08,1.8880949301673708e-06,9.481710637085426e-06,0.004455828857143577,-0.10558935759842664
1700,-0.0018130043839553309,-7.602137212099827e-06,0.002353517410211232,0.00016749320229230512,8.532953355768826e-06,6.952879995725813e-05,-1.7001162293425932e-06,-1.4204313336528849e-05,1.6423197763281033e-07,-2.1653450454501665e-07,-5.683158962544586e-09,2.4363267466771504e-06,1.0930815206980527e-05,1.3929263473746397e-09,6.238151212165495e-05,-6.182153929357871e-12,3.902782204993342e-08,2.1859606752763954e-06,1.0476606747252795e-05,0.004487666189350625,-0.11239445431318618
1800,-0.0019320936977278707,-7.972969359414884e-06,0.0025969468761444137,0.00016426210228044638,9.667949457814339e-06,6.813330032604923e-05,-1.651791459775623e-06,-1.5130137122326976e-05,1.6899523720259924e-07,-2.187825765239111e-07,-6.310062501303302e-09,2.4724727609815413e-06,1.1652885333186768e-05,1.5114677155051205e-09,6.762137803077615e-05,-6.36131338051553e-12,4.187726414770114e-08,2.2996860864045107e-06,1.1792779218206847e-05,0.004873140567680111,-0.1209941963967148
1900,-0.002143998196157855,-8.190387606976683e-06,0.002659796337520365,0.00018456130340189407,9.687482430892774e-06,7.92694505909166e-05,-1.911207695671686e-06,-1.504986384567895e-05,1.9342971387439547e-07,-2.3214272087990593e-07,-6.267402688466395e-09,2.6862718561343644e-06,1.2608824828926831e-05,1.721149221877595e-09,7.799776358204161e-05,-6.638485911100645e-12,4.6401483232434554e-08,2.3862907374903466e-06,1.2358898863533002e-05,0.005255619212341959,-0.13294222778524514
2000,-0.0022922306920940654,-8.783490066110531e-06,0.0027693564324328887,0.0001860696441643587,1.0949541765622074e-05,7.79514505697808e-05,-1.940563263853028e-06,-1.6603859021742977e-05,2.0098767990874054e-07,-2.6202107303516107e-07,-6.80220175804141e-09,2.913153092315125e-06,1.2962948855475622e-05,1.863682243975879e-09,7.865121224789075e-05,-7.397259982788447e-12,4.8321745708465294e-08,2.5625312661034504e-06,1.3384511484304261e-05,0.005912371206021144,-0.14221222352616433
2100,-0.0023866643154699476,-9.581620995890171e-06,0.003052008380332795,0.0002106102396078314,1.1345732375432312e-05,8.325607831372806e-05,-2.168608370901535e-06,-1.7924037978811783e-05,2.1512018281105205e-07,-2.7336550242111954e-07,-7.301202870750114e-09,2.929002463711631e-06,1.4732085720484112e-05,1.905214390823949e-09,8.985845843612906e-05,-7.790981765211449e-12,5.108817902601136e-08,2.6691296511492054e-06,1.3669137734781434e-05,0.006183493140137282,-0.14783243316313746
2200,-0.002587585806343487,-1.0538389630361334e-05,0.003254914298317906,0.0002185319928642648,1.1842487553239986e-05,9.401554345074549e-05,-2.177245716805422e-06,-1.79023470508449e-05,2.295300122079423e-07,-2.6887064854370586e-07,-7.471011053874794e-09,3.1097536866532096e-06,1.4593360807714295e-05,2.0787462537556214e-09,9.477777336952275e-05,-7.910610577348769e-12,5.5532550500072245e-08,2.7797024466327366e-06,1.553067863961756e-05,0.006678911264906551,-0.15459429682985407
2300,-0.002680745237026559,-1.0783741172691714e-05,0.003233849130023537,0.00022759739304218447,1.255311049080097e-05,9.55733843799665e-05,-2.279046856728495e-06,-1.949488559401462e-05,2.465325605023609e-07,-2.764446216315452e-07,-7.984728213138806e-09,3.255804572726401e-06,1.5639297162256255e-05,2.26342646077311e-09,9.843073771198924e-05,-8.702847058395914e-12,5.987406595635534e-08,3.045589843943903e-06,1.603073774397152e-05,0.006879142358689245,-0.16308752550261224
2400,-0.002732031456314661,-1.147405777295841e-05,0.003543199143187121,0.00023467570457002979,1.3396174198492255e-05,0.00010221740931619796,-2.501717857850406e-06,-1.977119707570202e-05,2.420163854674665e-07,-3.083943891632493e-07,-8.388749339191483e-09,3.5453659325388727e-06,1.686015387890261e-05,2.3047360144073732e-09,0.00010192982226546061,-8.951747252168196e-12,6.292657870479122e-08,3.0155024070108574e-06,1.7007372162767663e-05,0.007439893016279133,-0.1711396360292854
2500,-0.0028545990713550106,-1.1552320881364915e-05,0.0037969776019636746,0.00024434827516290675,1.3679814652921528e-05,0.00010428478852779308,-2.5818258861844826e-06,-2.078934691357559e-05,2.562135904985572e-07,-3.2255129683857223e-07,-8.673872143873075e-09,3.7441198048491905e-06,1.7684680700510707e-05,2.5216132141603818e-09,0.00010771495878120334,-9.088776796408573e-12,6.416337194096686e-08,3.2978491712372003e-06,1.730043445454906e-05,0.008005268215975917,-0.18451873771964
2600,-0.0029932878963536795,-1.2585268162916468e-05,0.003802827009630203,0.0002573879473367377,1.439192692043117e-05,0.00010828086858430329,-2.623213346711704e-06,-2.203237900413239e-05,2.7487532000344875e-07,-3.093680509947473e-07,-9.069623642408404e-09,3.869198175511932e-06,1.8057169359006606e-05,2.5147573532483367e-09,0.00011774171947261003,-9.639390767189442e-12,6.642838664126151e-08,3.506884406449785e-06,1.840554316183389e-05,0.008452029200983913,-0.18373581758486687
2700,-0.0031219137077800174,-1.3059093583353066e-05,0.003908424160479839,0.0002772622315880467,1.5332863054868974e-05,0.00011643535337558185,-2.7917266886511737e-06,-2.3601628601469274e-05,2.892857215607125e-07,-3.2905881680879185e-07,-9.762393487102016e-09,3.964961387230677e-06,1.8993260224088598e-05,2.7311279012190653e-09,0.00011756657470085985,-9.888887408377837e-12,6.930275078367446e-08,3.4566307298087645e-06,1.9161816806424603e-05,0.008579149189611088,-0.19555284842149723
2800,-0.00323334887000385,-1.3816029677785927e-05,0.004170862527315252,0.0002869530352597833,1.5512945226803814e-05,0.00012041952070834859,-2.8836819154697663e-06,-2.3907339648086528e-05,3.0685896164546057e-07,-3.372130320277874e-07,-1.0221392729618418e-08,4.111678621459132e-06,2.0294237226259486e-05,2.866301029160123e-09,0.00012570564930374268,-1.0719437824022228e-11,7.372525508550649e-08,3.6013595457322795e-06,1.9850423443906046e-05,0.008815723654589656,-0.21041960445922328
2900,-0.003421988200015436,-1.4113913340831929e-05,0.00444821258121348,0.0003026112609442747,1.6431549891788434e-05,0.00012615336723409656,-3.002483614066973e-06,-2.5469132511867862e-05,3.035183814589394e-07,-3.4287613783383604e-07,-1.0380558801164345e-08,4.434649075974153e-06,2.092978988787439e-05,3.0045905157844933e-09,0.00013314543737620937,-1.1011799273683476e-11,7.67994932075236e-08,3.88467145733972e-06,2.0692275694426064e-05,0.009374596390980188,-0.21762505995362671
3000,-0.0035819805600825,-1.443859684700399e-05,0.004532720397154578,0.0003045203124110383,1.6462385015336828e-05,0.00012874204488562717,-3.1193817734801593e-06,-2.569572386832774e-05,3.278595668955234e-07,-3.810490227445193e-07,-1.0745245899685971e-08,4.481639832933838e-06,2.1983239105818545e-05,3.015299342901805e-09,0.0001343017580442389,-1.1367236975179982e-11,7.93493993400664e-08,4.036372390134535e-06,2.1848540282350703e-05,0.009686863583483604,-0.2275298805105373
3100,-0.0036520242959909386,-1.502063363540995e-05,0.0047625793630530835,0.0003191288867088263,1.717581136210844e-05,0.00013385697702995253,-3.2700506933002287e-06,-2.7923441748596805e-05,3.4402088947311123e-07,-3.713505986238309e-07,-1.1379087023661136e-08,4.6482233756187165e-06,2.2105745293133485e-05,3.1693154175633938e-09,0.00014161185396871403,-1.1837349490371792e-11,8.226719304404292e-08,4.107395126837895e-06,2.2163447875255428e-05,0.01008882608122848,-0.23408633383930433
3200,-0.0038567507412638497,-1.5858893088439112e-05,0.004947434787170254,0.0003275459697121452,1.8321412048359432e-05,0.0001389319277810201,-3.438019159938815e-06,-2.8211692872404492e-05,3.3966098045001677e-07,-3.8534177691032104e-07,-1.1718565486032787e-08,4.8211821804315225e-06,2.2645215715439757e-05,3.3055072474983565e-09,0.00015016572748565953,-1.2147785173260271e-11,8.237110874576302e-08,4.335190143771022e-06,2.3006911649906447e-05,0.010802192251921326,-0.2405461269811529
3300,-0.00402137131349424,-1.6164531543691688e-05,0.005056258795963969,0.000348081274007009,1.851559141302141e-05,0.0001414137943385921,-3.5872442488290065e-06,-2.947377874102033e-05,3.6474801053554083e-07,-4.0751093491481615e-07,-1.1945071459215805e-08,4.986018263201232e-06,2.3768265142850638e-05,3.4604755408340913e-09,0.00015517893761466908,-1.276007238970439e-11,8.504771069623656e-08,4.490971707976639e-06,2.4681737023980447e-05,0.010911664782636157,-0.24394611418403173
3400,-0.004051204126352848,-1.6612438738453587e-05,0.005320664710710585,0.00036202847227507183,1.8938592898145768e-05,0.00014544527099768622,-3.630576063502214e-06,-3.0192964140192113e-05,3.777809983496073e-07,-4.126689242426496e-07,-1.2451062203903345e-08,5.029823266540844e-06,2.432766911541856e-05,3.4700480333309415e-09,0.00015849381318653664,-1.3227737885394671e-11,9.016307266070552e-08,4.689807132022538e-06,2.52484568183562e-05,0.011306741070730004,-0.2562861630250491
3500,-0.004209873384735776,-1.732797912896539e-05,0.005426787383225291,0.00036752822050998554,1.96987190416952e-05,0.0001553310472043785,-3.819939071823846e-06,-3.081684868327277e-05,3.8317059609184124e-07,-4.1635325864770927e-07,-1.3256273291331386e-08,5.411705833250972e-06,2.5445500307914575e-05,3.6414949962919883e-09,0.00016444841246689002,-1.3371723818553427e-11,9.390595614105949e-08,4.70834289328305e-06,2.5394976751219044e-05,0.01191489943920706,-0.27016537949385505
3600,-0.004331992295755001,-1.827952017822675e-05,0.005489496183362695,0.00038592758287084165,2.0318172072444226e-05,0.00015675561055337466,-3.9038731077300534e-06,-3.260022756714619e-05,4.038203913098266e-07,-4.2715823555869316e-07,-1.3172627005161055e-08,5.376864112368096e-06,2.6538640239287604e-05,3.8404753327181085e-09,0.00016664362632263445,-1.3989264157554288e-11,9.625572355343928e-08,4.832339705304638e-06,2.6374014059461137e-05,0.012327201741903993,-0.2693617176337052
3700,-0.004489229884080881,-1.8310884652464205e-05,0.0056731685140414476,0.00038323374183151806,2.1449219138044195e-05,0.00016036320388400805,-3.937041870221827e-06,-3.295068896209749e-05,4.001345235472019e-07,-4.421775129004596e-07,-1.3989139839001474e-08,5.6713936272922775e-06,2.660283611395405e-05,3.835156913565186e-09,0.0001751314158477968,-1.4534945133781343e-11,1.0007132909375879e-07,5.120663942230633e-06,2.7314248274308437e-05,0.012421439893183204,-0.2877681327979619
3800,-0.00472672651014316,-1.877186894257742e-05,0.005972437608250091,0.0004018010664381566,2.1661571062789333e-05,0.0001697294279069199,-4.06121361299107e-06,-3.4806344897563585e-05,4.156497287511131e-07,-4.5891728999465834e-07,-1.4017290571003393e-08,5.734461519082055e-06,2.8258681113596533e-05,3.98058862827321e-09,0.00017961629045695345,-1.4734509852554752e-11,1.0239814988660291e-07,5.098210532796271e-06,2.8309157883869884e-05,0.01297017109607861,-0.2910819327018972
3900,-0.0047677328551984765,-1.943478926121854e-05,0.006085866204997923,0.00041731502154286084,2.2479047567441776e-05,0.00017138005993137334,-4.185518364693945e-06,-3.493613058602653e-05,4.244965413305017e-07,-5.087279085497123e-07,-1.4867812944860628e-08,5.837649160891006e-06,2.888696224752882e-05,4.203170216905284e-09,0.00018350852114450782,-1.515700393514792e-11,1.0422417510424074e-07,5.290984710960064e-06,2.9018498154346738e-05,0.013186395761875904,-0.29493633822205506
4000,-0.004931962895514596,-2.0061867232927337e-05,0.006109478648445594,0.0004197477742729525,2.2792401406078205e-05,0.00017537273842935225,-4.2647333386119335e-06,-3.5384124852837825e-05,4.44627352137531e-07,-5.639246279535688e-07,-1.5036472498960882e-08,6.200636207296711e-06,2.8982081110206392e-05,4.220772100236309e-09,0.00017873721314923429,-1.551122486834227e-11,1.0646920508015221e-07,5.460638069484842e-06,2.9449527576042693e-05,0.012763760820622437,-0.29623442010760653
4100,-0.0050023772859273926,-2.0259029359583717e-05,0.006332957506902344,0.0004288033634863025,2.3687049671572013e-05,0.00018391612848663358,-4.483365415978187e-06,-3.637937180622063e-05,4.5883146381964287e-07,-6.171166038955749e-07,-1.5152234093871018e-08,6.210332833621594e-06,2.9506207882642756e-05,4.334032819745674e-09,0.00018091449241785889,-1.5687839227458467e-11,1.0853023466385377e-07,5.570283295177779e-06,3.082915945437852e-05,0.013138301527678057,-0.29721746115483577
4200,-0.005156124642176558,-2.078392983506087e-05,0.006504812953931838,0.00043486947140396014,2.4325573801020406e-05,0.0001890831841490923,-4.52208664791745e-06,-3.787960726362395e-05,4.5843513425687904e-07,-6.829716805620812e-07,-1.582756070535239e-08,6.478265076629486e-06,3.090803552417522e-05,4.323892785797083e-09,0.00017546760573082932,-1.6354142663028204e-11,1.097154737750232e-07,5.725144631076595e-06,3.114731981968506e-05,0.012625766602444593,-0.2962177173323038
4300,-0.00526308706144832,-2.1513189456261178e-05,0.006642045351635668,0.00044866220983266346,2.4707523283431674e-05,0.000193524873537513,-4.708055282969131e-06,-3.836460019725645e-05,4.6450995218511435e-07,-7.463007632110527e-07,-1.5956324634449014e-08,6.49962707060621e-06,3.1010333925249095e-05,4.464319182194168e-09,0.000180117771417151,-1.6394542314853003e-11,1.1494947791300725e-07,5.926138217905673e-06,3.246504771296259e-05,0.012682358701830496,-0.2881351632304946
4400,-0.005341058664271305,-2.188929231366693e-05,0.006686761821214967,0.0004677212181757802,2.5231015677035346e-05,0.00019277623969183398,-4.794337059628343e-06,-4.007811739891409e-05,4.875575737323538e-07,-8.177672027618199e-07,-1.6190584455318798e-08,6.590040700125334e-06,3.259370263436517e-05,4.549525728939288e-09,0.00017929617093597052,-1.7178602090528992e-11,1.1726718232220927e-07,6.034050817054543e-06,3.3096200197000236e-05,0.012787658467873822,-0.29201267359663163
4500,-0.005506757426272602,-2.2169095769945065e-05,0.0070253583119761626,0.0004734855824032432,2.525696814735393e-05,0.00019904629007547783,-4.799908489277734e-06,-4.055796811418719e-05,4.956818738362062e-07,-8.615381735134178e-07,-1.6806029865905345e-08,6.89570858754551e-06,3.3094337321420205e-05,4.685047332202255e-09,0.00017814364513636896,-1.755533332970144e-11,1.2059508005172574e-07,6.047649239039272e-06,3.414036369313981e-05,0.01259285422468628,-0.2959148388614514
4600,-0.005605118964550913,-2.2974724489989435e-05,0.0071490636860038585,0.00047747406044503963,2.6610573756272163e-05,0.0002009581143731602,-4.939026391877963e-06,-4.113723227077216e-05,4.999218068690856e-07,-9.094277255031215e-07,-1.747436949732567e-08,7.069136128652841e-06,3.394887431068108e-05,4.759324397290383e-09,0.00017823320839925017,-1.798474291281452e-11,1.207730776167452e-07,6.288333751201611e-06,3.456209678782286e-05,0.0125388740396622,-0.29246417850957324
4700,-0.0058052038421801885,-2.3184762287938647e-05,0.0073760311872572756,0.0004991060996616676,2.6389538603931285e-05,0.0002054870113834757,-5.078290352423871e-06,-4.2347349471549775e-05,5.14298175420609e-07,-9.788118860972914e-07,-1.7296747079586363e-08,7.101749863702902e-06,3.480181828476616e-05,4.834965249655863e-09,0.0001758114615785526,-1.8374805155569724e-11,1.2335867111074764e-07,6.478100836127447e-06,3.478170577963345e-05,0.012516023736299819,-0.2966369324536558
4800,-0.005758782169875944,-2.3980708356297302e-05,0.007431821722427887,0.0005078827421502847,2.7083360108605446e-05,0.0002102958669094462,-5.152421587017781e-06,-4.2971272557559434e-05,5.211127725393776e-07,-1.0307337553079078e-06,-1.7652798331615213e-08,7.295318192645275e-06,3.4551391193222294e-05,4.891692585522979e-09,0.00017511907855873948,-1.8825858513901185e-11,1.2644249199530275e-07,6.5875714605482375e-06,3.544765433569653e-05,0.012762725803047398,-0.29047953287352135
4900,-0.005978195350695431,-2.4538641158664153e-05,0.007551044935148724,0.0005120527991130623,2.7526551588512137e-05,0.00021412644491764974,-5.247206897587472e-06,-4.3340222688994166e-05,5.320556345527485e-07,-1.1058442593191241e-06,-1.8496779328596283e-08,7.433359519565693e-06,3.603163564583439e-05,5.054732268592608e-09,0.00017715612689469197,-1.885171630589888e-11,1.278114125242067e-07,6.582595406105758e-06,3.682989886455882e-05,0.01267978676601462,-0.29284535696196035
5000,-0.006137046150129147,-2.485942290092832e-05,0.007631525248595556,0.0005250846880199175,2.8046536211166203e-05,0.0002189092379504282,-5.383499411290951e-06,-4.4536048537209376e-05,5.463976992768369e-07,-1.1577579946435191e-06,-1.8531495827516178e-08,7.505481892931928e-06,3.5981749429338337e-05,5.194739968719547e-09,0.00017676212991162783,-1.9529721938424805e-11,1.3013336943389057e-07,6.717021205675438e-06,3.715177311855107e-05,0.012666443520239892,-0.2931614704676151
