miliseconds,B0,S0,B1,S1,B2,S2,B3,S3,B4,S4,M0,M1,M2,M3,M4,L0,L1,L2,L3,L4,glu
1000,-0.0009493140757385052,-3.6804082293861327e-06,0.001049821927729561,8.468244893017655e-05,4.3241893680176534e-06,2.938621161085731e-05,-8.108823103269862e-07,-6.421942333634207e-06,8.818304355206029e-08,-1.4480585307669786e-07,-2.5172273445180855e-09,1.234754125054197e-06,5.159577875306895e-06,5.976540819395431e-10,2.8879154718660774e-05,-2.716332825405337e-12,2.222831873442898e-08,1.1051969951203581e-06,4.795384796265038e-06,0.0018055230619005202,-0.05387111118975424
1100,-0.0009552082098069524,-4.353741486000242e-06,0.0013483293408523944,8.742591712191698e-05,5.009769281984191e-06,3.63532752960112e-05,-9.311402353637029e-07,-8.373118545007717e-06,9.577759569509713e-08,-1.554907632925783e-07,-3.2351015844863453e-09,1.4167350163679031e-06,6.082227989426939e-06,6.72516406265233e-10,3.305981893020078e-05,-3.188403283589184e-12,2.4504638398285586e-08,1.211918867451694e-06,5.502082500570459e-06,0.0023436377934860767,-0.05613029905160951
1200,-0.0011480706085393684,-5.074530110370292e-06,0.0014602817784711939,9.776413833125894e-05,6.0714041160702615e-06,4.313765456207562e-05,-1.0083143610874172e-06,-8.102787311135511e-06,1.0256020662679385e-07,-1.5158625220022785e-07,-3.830604058072195e-09,1.4698876216865215e-06,6.667340692240461e-06,9.231578847863715e-10,3.993973369981751e-05,-4.00989754037043e-12,2.6499545450964592e-08,1.2461570490705133e-06,6.084060818028615e-06,0.0029484155894767693,-0.06576445804032217
1300,-0.001251895850233137,-5.522276727057278e-06,0.0016469106785031097,0.00011032554634260477,6.711481766018269e-06,4.598704285789973e-05,-1.1370657589551704e-06,-9.205588563333454e-06,1.1323902675315582e-07,-1.6917641920139475e-07,-3.955715687040172e-09,1.6300877196585998e-06,8.219980266336233e-06,9.214327300368347e-10,4.107848947486111e-05,-4.346369582057818e-12,3.1020149709592786e-08,1.5154816559052205e-06,7.652478836230824e-06,0.003229718121668689,-0.0792794761321331
1400,-0.0014114058049135578,-5.953364715470747e-06,0.001875185243190511,0.0001328714720603971,6.48364175504733e-06,5.478399331531976e-05,-1.2707197013097373e-06,-1.0398310532809644e-05,1.337317600338536e-07,-1.9041175583074332e-07,-4.363558691417138e-09,1.8167606247380302e-06,9.209601800392649e-06,1.0632523511491184e-09,4.580856163484812e-05,-4.3948454959214966e-12,3.295146898882417e-08,1.5978637009522226e-06,7.824992911513702e-06,0.003396758561002507,-0.08482567109166775
1500,-0.0015009553283886357,-6.0781417177916284e-06,0.0021165446048525692,0.0001294087418527494,7.640556073899507e-06,5.602670496411647e-05,-1.30968149435012e-06,-1.1349452731773978e-05,1.3304938845430093e-07,-1.994488333588222e-07,-5.096310276202756e-09,2.116808434371135e-06,9.184608922009131e-06,1.2159969027430709e-09,5.249794433995366e-05,-5.231260488669907e-12,3.432842829188915e-08,1.8078114590195e-06,9.09363708649673e-06,0.003846387419438623,-0.09840231302116545
1600,-0.0017450057879848499,-6.624041240601921e-06,0.002062618837205529,0.0001562225571937627,8.50612035309951e-06,6.468138347981664e-05,-1.4840211972404593e-06,-1.2593771056431233e-05,1.5791722832197194e-07,-2.1996205879736796e-07,-5.175723502280813e-09,2.1177977254758106e-06,1.081765926802431e-05,1.2741297930043323e-09,5.7859516343096266e-05,-5.486648109776584e-12,3.827884193144035e-08,1.897383271850775e-06,1.0262927736995265e-05,0.00437291095776023,-0.10859150127285914
1700,-0.001854491669501402,-7.267587736414429e-06,0.002343694434047765,0.00015206001321258964,8.67699140273192e-06,6.560624575654255e-05,-1.645042917629671e-06,-1.3451475653514242e-05,1.6215126276058186e-07,-2.3198476931006597e-07,-5.904951869075863e-09,2.2774803180390514e-06,1.1160265726189111e-05,1.4396435302988616e-09,6.839575408188722e-05,-6.0419279986853555e-12,4.210513700843223e-08,2.1215940552657806e-06,1.0373706877744456e-05,0.004651444524135349,-0.11092335639150362
1800,-0.001903468553803946,-8.207980190341748e-06,0.0025850352411496353,0.00017888196700767075,9.45676198218585e-06,7.371142394431558e-05,-1.7052568477255086e-06,-1.4881518699670459e-05,1.7404661249078753e-07,-2.2721835011990894e-07,-6.1286671211755784e-09,2.529008999480798e-06,1.1954107485809196e-05,1.5581965071413846e-09,7.137529512695881e-05,-6.1653330141753744e-12,4.320429756811403e-08,2.332874403781386e-06,1.1292061332921917e-05,0.005093745853876212,-0.12360664473339429
1900,-0.002027872651759714,-8.785825609529815e-06,0.002555845744403638,0.00018750929006392815,9.997994240945894e-06,7.607059802958314e-05,-1.8194241684889528e-06,-1.5906755551879975e-05,1.8440218273408426e-07,-2.3325761439117042e-07,-6.4003052857460724e-09,2.5469766022466064e-06,1.2218789254378145e-05,1.756677227435474e-09,7.628792156222091e-05,-6.717439072899125e-12,4.5996918898467e-08,2.3507585617708783e-06,1.3016311958848451e-05,0.005538453898008019,-0.13428130922204104
2000,-0.002323203286172706,-8.749099763001397e-06,0.002838155923671591,0.0001948576307821721,1.025991701516803e-05,7.935819460376346e-05,-2.0489896165938745e-06,-1.6564803063605804e-05,2.0187750152611767e-07,-2.546770283475634e-07,-6.677871725278564e-09,2.765017781821806e-06,1.3383185810653438e-05,1.8122863977621214e-09,7.908634253829095e-05,-7.072081588793011e-12,4.816434088293377e-08,2.4442958124517588e-06,1.3648890487114003e-05,0.005669679501676202,-0.14015963222861152
2100,-0.0024063566488099855,-9.858791460568041e-06,0.002963528025843519,0.00020242051425004815,1.1180712351023058e-05,8.760142235819236e-05,-2.045315457144203e-06,-1.6998491925396534e-05,2.0739029567728682e-07,-2.5961609892232525e-07,-7.096453133550665e-09,3.0836187579155284e-06,1.4478189395632379e-05,1.910851388848808e-09,8.681019956875314e-05,-7.435069964146465e-12,5.3059004145051315e-08,2.5881450140101448e-06,1.3650138150243329e-05,0.006448940602979486,-0.14694844260739684
2200,-0.0025095989971234928,-1.0048075791715758e-05,0.0032112543310409475,0.00022249770039636316,1.1763039197864847e-05,8.906905188323656e-05,-2.134406250633606e-06,-1.7994801770304853e-05,2.2192722414248827e-07,-2.7612382034295903e-07,-7.67926180541119e-09,3.059036682257779e-06,1.453161303306962e-05,2.149412976220386e-09,9.079781264890954e-05,-8.162389246589811e-12,5.313863505701021e-08,2.7964703907888924e-06,1.4852738045151325e-05,0.006443512225951712,-0.1543165183548083
2300,-0.0025623145002198556,-1.0428375905828003e-05,0.0033727147994733237,0.00022124445210421382,1.2828170934642536e-05,9.37623176677462e-05,-2.3307014287574584e-06,-1.9886480588925768e-05,2.351655478217283e-07,-2.8623918289062137e-07,-8.41155550277008e-09,3.2401877857940976e-06,1.6164258382018794e-05,2.2585891464540003e-09,9.561322154657646e-05,-8.13766355487427e-12,5.7698970637861334e-08,2.987722965965753e-06,1.5633185637651814e-05,0.00702455705894606,-0.16620282168856385
2400,-0.0027175444097983143,-1.113553679143618e-05,0.003407119748373777,0.00023671708226227984,1.3100260908636018e-05,9.692054798185386e-05,-2.405896341885567e-06,-2.0871804952557962e-05,2.469254872906027e-07,-3.1197211093343543e-07,-8.778290425584216e-09,3.5321504159416966e-06,1.6821592201691433e-05,2.3376568049298655e-09,0.0001065309339532242,-8.686758306694209e-12,6.074714085612634e-08,3.019146383316002e-06,1.6818804001443825e-05,0.007297001221058854,-0.1767726965586085
2500,-0.002890448492184977,-1.1696126558674298e-05,0.0037985950774135093,0.00024974692507593173,1.3471948457835115e-05,0.00010283742547091374,-2.5221124288097005e-06,-2.1831867412143078e-05,2.6128321950487383e-07,-3.122230915650845e-07,-8.997285007630904e-09,3.5784844625635343e-06,1.721614853076647e-05,2.52662783619331e-09,0.00010787441699503306,-9.06936347023786e-12,6.193360055213826e-08,3.2058515204535522e-06,1.8079989746222894e-05,0.00764761607433216,-0.18517338939964464
2600,-0.003118929823292938,-1.2309812351938378e-05,0.003815269214097414,0.00025926894357767384,1.3881406688010872e-05,0.00010962629405408394,-2.76159360046767e-06,-2.2334870299419086e-05,2.7482769927627737e-07,-3.254174244855401e-07,-9.092163241459659e-09,3.735799855649106e-06,1.7772317234797346e-05,2.582826535706965e-09,0.00011650744022920098,-9.752716190693428e-12,6.489851797022657e-08,3.310228830452468e-06,1.8718181738277987e-05,0.008033353500445362,-0.18773366545292
2700,-0.003154232447793478,-1.2870315684998272e-05,0.0039706369479129205,0.0002757149575234487,1.533147276365134e-05,0.00011778872186972492,-2.8454321082080418e-06,-2.3132800784988834e-05,2.781520115442315e-07,-3.257751429810079e-07,-9.637954884475758e-09,3.984281131113546e-06,1.8818093121554005e-05,2.70296171487884e-09,0.0001220463928847948,-1.0103042675803629e-11,6.918599918158595e-08,3.623058965302918e-06,1.8637128813979846e-05,0.008882934054408228,-0.1988191513919531
2800,-0.003261675141019377,-1.3809756023847614e-05,0.00423716595188616,0.00029328870429812915,1.584620007668401e-05,0.00012105846231859597,-2.865399152991581e-06,-2.4873441130195622e-05,2.9013877075607195e-07,-3.418859512758718e-07,-1.0146435747231145e-08,4.116941743361382e-06,1.935055651594902e-05,2.798769964367374e-09,0.000127597397381516,-1.0818544120207157e-11,7.190557794404892e-08,3.7517372350590823e-06,2.0413013272002728e-05,0.00924619089387536,-0.20550406390146908
2900,-0.0034102700847381214,-1.3795888319650534e-05,0.004288869721826776,0.00029208568971103696,1.620226040664605e-05,0.0001267038873318621,-3.012169141541544e-06,-2.4840524562701398e-05,3.0655225418540596e-07,-3.5558101174389496e-07,-1.0311229529406649e-08,4.197186252848109e-06,2.082870267156837e-05,3.0015754949742943e-09,0.00012807773401876972,-1.0673161150979784e-11,7.534184241519335e-08,3.7928766351850888e-06,2.1117206966401395e-05,0.009657633200917816,-0.2139816428500749
3000,-0.003530504036991535,-1.4519972637353722e-05,0.004495446185940174,0.0003011351744239501,1.6987004357546562e-05,0.00012682840747319134,-3.1086119768081296e-06,-2.679687695539918e-05,3.307770617338709e-07,-3.7409605562097164e-07,-1.0927280510628766e-08,4.382113494065178e-06,2.150117028777361e-05,2.9694200431406274e-09,0.00013663521000195118,-1.1145163517173571e-11,7.927919749727081e-08,3.996942942134592e-06,2.1875463405128686e-05,0.009936477636381216,-0.22391933244816278
3100,-0.0036932211304136703,-1.4770880474593668e-05,0.004712905954343088,0.0003269093736050855,1.721472994433312e-05,0.00013335346596857106,-3.229200258511743e-06,-2.7843016327229368e-05,3.4079356306470223e-07,-3.8869987705868547e-07,-1.1263779066641308e-08,4.637565547928735e-06,2.267788598062931e-05,3.1993092484421513e-09,0.00013942890244145306,-1.2089294158036102e-11,8.038301778236887e-08,4.183090167727586e-06,2.21429893927715e-05,0.010065349296038743,-0.22745940077824195
3200,-0.003919286716306472,-1.5333593655544303e-05,0.00496737787661775,0.0003241756428460668,1.8146573744968126e-05,0.00013937272326408046,-3.3275327508680236e-06,-2.883926155606429e-05,3.4170275153350987e-07,-3.7669217986234676e-07,-1.1559367873702515e-08,4.718421571836731e-06,2.2631577360902926e-05,3.3473110772054517e-09,0.0001501366830807445,-1.2389220700671604e-11,8.283725391766863e-08,4.342278263506333e-06,2.368557700034827e-05,0.010836835811877592,-0.23828853147908186
3300,-0.0038949002031709538,-1.6074114593695416e-05,0.005038616117359353,0.00033834629896841556,1.8217672418006006e-05,0.0001456609136483181,-3.604278776995296e-06,-2.9047875378012168e-05,3.548550606080236e-07,-4.0911299939104416e-07,-1.2274334182039127e-08,5.067596583717131e-06,2.375591904534689e-05,3.3566106980203284e-09,0.00015506090040954493,-1.2925260403808008e-11,8.553781169327532e-08,4.368945340146664e-06,2.3845241038434803e-05,0.010808243322467733,-0.24691255640058724
3400,-0.004107962241404828,-1.704600709102396e-05,0.005325752826374137,0.0003622414428443211,1.8895034302980816e-05,0.0001519991088440768,-3.577089672546545e-06,-3.0409300075161615e-05,3.704383662669407e-07,-4.0502111941409915e-07,-1.2629381289971321e-08,5.0787096719613055e-06,2.4260373222670368e-05,3.5487260703180394e-09,0.00015554914018627914,-1.3231856552270497e-11,8.980700272319834e-08,4.665791429689555e-06,2.549193114311378e-05,0.011638072237270184,-0.25992090457604816
3500,-0.004141690414724482,-1.763506506586838e-05,0.005438996035738869,0.000369171612872517,2.018914328337075e-05,0.00015651454663601487,-3.8133283987931586e-06,-3.1738286300048115e-05,3.824673581280831e-07,-4.156310270493964e-07,-1.2748036837290018e-08,5.3105727224399205e-06,2.525812507724154e-05,3.6148024142877248e-09,0.00016260383219533753,-1.378203082469494e-11,9.22177710193586e-08,4.6847664497668335e-06,2.5506454583801665e-05,0.011615137768580946,-0.2679613820873197
3600,-0.004360637371396282,-1.7989030235254276e-05,0.005527857031035474,0.0003848538996393592,2.035402908591225e-05,0.00016192901989124474,-3.951435384675955e-06,-3.245864294861507e-05,3.8822393887691734e-07,-4.417204876738089e-07,-1.3409824333628168e-08,5.411912271391814e-06,2.6146453134813113e-05,3.733170305458872e-09,0.00016854510475692165,-1.3870292833358933e-11,9.632013849420634e-08,4.897366127672547e-06,2.6517861924963365e-05,0.012379072619033572,-0.27030094444048564
3700,-0.0045461396726753514,-1.8238852889567653e-05,0.005772657570351498,0.00038248209188619523,2.1382151326302444e-05,0.00016487917134058264,-4.027855981881332e-06,-3.3030883261314905e-05,4.0926219582107903e-07,-4.5625932509626315e-07,-1.4051632324456597e-08,5.748428829470174e-06,2.6492444560648842e-05,3.868155887653333e-09,0.0001767197397666296,-1.4147136916920646e-11,9.643605329525885e-08,5.047855481809042e-06,2.7789365816498368e-05,0.012462158203902104,-0.28853288502758195
3800,-0.004554576685569601,-1.9117852726296333e-05,0.005820640065067001,0.00039606334816779775,2.178759677890505e-05,0.00017024642930305362,-4.108167961235366e-06,-3.4774805391860974e-05,4.2524325112524833e-07,-4.6224543131189134e-07,-1.4390424845554537e-08,5.843083936013825e-06,2.724686358411596e-05,3.950384868417953e-09,0.0001814233010810987,-1.4916322402057087e-11,9.966553145123956e-08,5.203648444285977e-06,2.8123687671714696e-05,0.012976296072299805,-0.29160576983356795
3900,-0.004711242914217642,-1.9222377629194702e-05,0.005940324820572155,0.00040545708754587465,2.1877754331757093e-05,0.0001698162580537463,-4.158480464688539e-06,-3.508764993046258e-05,4.287164304575888e-07,-5.104599577901498e-07,-1.4614211107646446e-08,6.041487079398658e-06,2.8410084852553034e-05,4.176861669775196e-09,0.00017924769488647258,-1.518480962486666e-11,1.0238278186376402e-07,5.364125961010003e-06,2.9124240365992427e-05,0.01311180728008662,-0.2882559838887666
4000,-0.004949977450422858,-1.9821559485972436e-05,0.006251713255879079,0.0004236228810482417,2.270185062744517e-05,0.00017793230267869838,-4.315646317457185e-06,-3.553837373311148e-05,4.438006852953469e-07,-5.583726674997055e-07,-1.497608823239666e-08,6.085279398397405e-06,2.919891450659995e-05,4.165934000363895e-09,0.00018207948748953987,-1.574039665986791e-11,1.0791607604920832e-07,5.463480339681019e-06,3.041693530340688e-05,0.012702198804993618,-0.2875053504285771
4100,-0.00492521319763881,-2.0584997888666374e-05,0.006303279560541566,0.0004267243905900299,2.340371643113887e-05,0.0001800622489571929,-4.461629036858868e-06,-3.691410392388321e-05,4.5720008015638723e-07,-6.258973518627879e-07,-1.511429192445078e-08,6.283640762059345e-06,2.9387132302969126e-05,4.3851779424345545e-09,0.00017688096261981754,-1.5759241007998504e-11,1.0981403302132384e-07,5.582872355424854e-06,3.058415257617081e-05,0.012688825237869246,-0.289187535808297
4200,-0.005138742634383338,-2.112634259753365e-05,0.006524021253140497,0.00044210391371940423,2.4329201616819604e-05,0.00018710393235306112,-4.577911647109066e-06,-3.823661115815688e-05,4.685198365251703e-07,-6.770044210570433e-07,-1.5806248037306993e-08,6.408153540277196e-06,3.0724348650836235e-05,4.446506010436828e-09,0.00017612165601656817,-1.6471687958905154e-11,1.1157810540400681e-07,5.802152290750388e-06,3.10070626022266e-05,0.012680505862336447,-0.2905946899344092
4300,-0.005235309540679912,-2.110010349179921e-05,0.006541238933109978,0.0004457956367799657,2.4131599050546093e-05,0.00018850326542174333,-4.660155292145278e-06,-3.851152339020536e-05,4.670190088834746e-07,-7.320970438129458e-07,-1.635543580409088e-08,6.6173697773564496e-06,3.138427763587554e-05,4.522116268121759e-09,0.0001808637899367747,-1.6511727392228585e-11,1.1232117969418527e-07,5.77348742025969e-06,3.2037706982183115e-05,0.012624588570928528,-0.289908655819511
4400,-0.005326138507745998,-2.170337902598654e-05,0.006701324386144091,0.0004696207966961852,2.5096086850401713e-05,0.00019792033632622347,-4.76113506227198e-06,-3.9985198155079135e-05,4.807603736453924e-07,-7.915167551366501e-07,-1.6527651830828253e-08,6.766185617128579e-06,3.220293165715942e-05,4.6320840953485956e-09,0.00017707177407042313,-1.6944256965757007e-11,1.1536658124323892e-07,5.970244280461617e-06,3.3351059908165905e-05,0.012977914551461283,-0.29586197071299936
4500,-0.005482214394466195,-2.250848728515577e-05,0.0069888792982643845,0.00047209305442802565,2.6049545213579878e-05,0.00019861086432605224,-4.9005059272931004e-06,-4.0446909845273726e-05,4.909769257227915e-07,-8.608608130864076e-07,-1.711353750088978e-08,6.8267757656998666e-06,3.230327239603667e-05,4.58535080248318e-09,0.00017557006754002614,-1.7754745056385496e-11,1.183485416719033e-07,6.205478895908056e-06,3.3849061417054575e-05,0.012736394604376757,-0.29088320263919304
4600,-0.005607383707474833,-2.2801940106418243e-05,0.007190826098546469,0.0004911079180518144,2.6200310976095023e-05,0.00020170585086411112,-5.002334871860762e-06,-4.149015470539833e-05,5.086821619945184e-07,-9.116083271123683e-07,-1.7371187745688043e-08,6.907370112850074e-06,3.409378924502212e-05,4.824813559678348e-09,0.00017809975412555573,-1.7539588821350094e-11,1.2285341087269701e-07,6.22994059087546e-06,3.403732523805118e-05,0.012789415302221352,-0.2916205350094514
4700,-0.005712970898599929,-2.322071380177684e-05,0.007314573539484969,0.0004916808876801951,2.6974850717842305e-05,0.0002077330901570412,-5.0758619054754465e-06,-4.187146924231822e-05,5.068288621781348e-07,-9.717004140076048e-07,-1.7526192319654193e-08,7.234871266399055e-06,3.429703654477962e-05,4.813706962085563e-09,0.0001764796190517558,-1.847589142482315e-11,1.2617840202937291e-07,6.4001739243876e-06,3.462368482852113e-05,0.012817772953055806,-0.291661417014356
4800,-0.005900571745284574,-2.3644337217824485e-05,0.007472986381711636,0.0004994486548088809,2.704052101604833e-05,0.0002151045434710837,-5.272054264807913e-06,-4.29935366533644e-05,5.215407769141103e-07,-1.0336950358818333e-06,-1.771904466940149e-08,7.398430063045426e-06,3.49583381900678e-05,4.943719983736877e-09,0.0001779275000539278,-1.8805770982080617e-11,1.2821278490561483e-07,6.57010516584315e-06,3.580384237350929e-05,0.012458826402262082,-0.2886460352671057
4900,-0.006056012245067754,-2.4334320549776614e-05,0.007560767230496072,0.0005149479368820216,2.7774432052201005e-05,0.00021970689392821773,-5.334099498122107e-06,-4.371452210127033e-05,5.29651276946221e-07,-1.1041246678564663e-06,-1.8589461373131725e-08,7.373212595704373e-06,3.5471514832673265e-05,5.047588240191385e-09,0.00017504902731812653,-1.8671721694002692e-11,1.3067230836509688e-07,6.625487549315633e-06,3.63031473483699e-05,0.01272153080728965,-0.2971240417148783
5000,-0.005999466324674894,-2.500621780312504e-05,0.007668309424648776,0.0005267872314932944,2.7984070858603133e-05,0.0002225189819013081,-5.477730209030495e-06,-4.420053936929876e-05,5.394312107463976e-07,-1.1506220868388353e-06,-1.884994028606647e-08,7.5098634636727085e-06,3.595854593281239e-05,5.151150170892912e-09,0.00017236557324340726,-1.9126575016259815e-11,1.3322420668882658e-07,6.721434247898502e-06,3.727550840488995e-05,0.012628261619252918,-0.2961979515975327
