milliseconds,Z,Y,Wt,W_star
0,0.15037563918669689,1.5984300923799837,1.0,0.010323142823577044
100,0.25977328152392876,1.6321436482051797,1.0,0.008661199546982712
200,0.2849292169091602,1.769895412868046,1.0,0.024729847220101173
300,0.2786959423048028,1.8190080682837562,1.0,0.019844396981301714
400,0.2842518327941945,1.8974421067472094,1.0,0.041749727844738245
500,0.3344980790428447,1.9833111995303288,1.0,0.04562012990850117
600,0.35407814312227764,1.9876208491666498,1.0,0.051140679817720164
700,0.5692439090529383,1.7133781656218012,1.0,0.12385322573266438
800,0.8502802981173938,0.7170170590692851,1.0,0.47004068188294246
900,0.3201240339735947,1.0551743798268436,1.0,0.5821868079867377
1000,0.23888254433612208,1.2455159037103891,1.0,0.5164369793168299
1100,0.2523434040805336,1.4192871554363768,1.0,0.41865000307035
1200,0.25240874424959653,1.5125083500996375,1.0,0.36960742997997886
1300,0.24456490548154952,1.6181774301798728,1.0,0.30785107696825864
1400,0.2598354606471705,1.74673582955199,1.0,0.2218252701658318
1500,0.2661648038612154,1.8350475773285468,1.0,0.18786995292466432
1600,0.271669330244005,1.9081526057578992,1.0,0.14482409827348788
1700,0.31096226743433525,1.92804631693311,1.0,0.12408552614240034
1800,0.3468280187173008,1.9928722347620555,1.0,0.12611306688157345
1900,0.4695491875412817,1.877494187787263,1.0,0.1595080660629275
2000,0.9810955212521422,0.6468625408445318,1.0,0.48356903141736785
2100,0.3710838026883569,0.9966460007007647,1.0,0.6112010400918082
2200,0.24753927484569838,1.2475272509069404,1.0,0.5604852023292853
2300,0.23379046408368892,1.3961742949458549,1.0,0.4925265968264952
2400,0.23271811952153953,1.5120415211823086,1.0,0.4175437390448666
2500,0.2602418850427222,1.6323151843914283,1.0,0.3406691577743779
2600,0.285211011635543,1.725538192741127,1.0,0.2912977215490988
2700,0.2796727900019197,1.8349447984808733,1.0,0.23479888225298537
2800,0.2741715407726222,1.8665995386376653,1.0,0.19106872913514059
2900,0.3161101932954432,1.9358557313728406,1.0,0.17096665830340815
3000,0.35074600406902895,1.9745626932459999,1.0,0.16894062354298575
3100,0.39079278583253835,1.8900223601418875,1.0,0.16157262745927115
3200,1.1434529683560886,0.6478352923418887,1.0,0.4397382953844856
3300,0.43271422677243154,0.925081107991614,1.0,0.6426804187242634
3400,0.2358769744685721,1.226710012413787,1.0,0.5966017701467988
3500,0.23385429652819503,1.373225892847636,1.0,0.5181734341304148
3600,0.24336214432071482,1.4571431491002431,1.0,0.44951428768574514
3700,0.26970483730833783,1.6216305001013092,1.0,0.3665565440418907
3800,0.252957022401581,1.731556207595185,1.0,0.33866338984138794
3900,0.28467420444345515,1.8130280979875366,1.0,0.2891151808233198
4000,0.29852018708372424,1.8309391680887848,1.0,0.22368259141603353
4100,0.29595989066676515,1.9404429315739704,1.0,0.19051217437570592
4200,0.3387279253038423,1.9513874187801035,1.0,0.17763423225995045
4300,0.39620635027537077,1.895964228135179,1.0,0.17070458355319174
4400,1.2572920562521106,0.6710108220371929,1.0,0.3731277802446527
4500,0.5410484439164632,0.8463961125779003,1.0,0.6433731223928322
4600,0.24654695390002057,1.2167744179049436,1.0,0.6236266416245305
4700,0.22236891237465278,1.3484082569655438,1.0,0.539924251613344
4800,0.21960749648692937,1.4674333965992048,1.0,0.46675752368800916
4900,0.2555511615546645,1.5791236705030538,1.0,0.4244162257277745
5000,0.23833931943019868,1.6619161318961881,1.0,0.3352020995555669
