milliseconds,C,I
0,0.969554922452308,99.99932133114565
100,1.0232023612748653,100.00508920441362
200,1.0468467651093407,100.0047227531954
300,1.0155218598535307,100.00606192689835
400,1.1195904404249797,100.00834940961276
500,1.086077885662655,100.01238184361608
600,1.1363751786819896,100.01326453037866
700,1.1677840434698497,100.01615163987262
800,1.1768827880340695,100.01671903944829
900,1.2083918305804,100.01938088831699
1000,1.193945025960432,100.02104512004357
1100,1.2752478073881122,100.02005722191599
1200,1.2125415017554244,100.02718998166503
1300,1.2950722967747004,100.0227832275312
1400,1.3119828295211342,100.03116354187392
1500,1.3160591040399068,100.02706439493984
1600,1.3818251485641317,100.0305921291168
1700,1.3367461161906566,100.03262018209492
1800,1.4310878423429583,100.03685529275069
1900,1.4594296789909478,100.03973805958192
2000,1.4606973814524025,100.04266899158918
2100,1.4728157002214433,100.04410241566713
2200,1.4741622239150525,100.04314995596661
2300,1.5607897011966834,100.04374997134195
2400,1.5567412989348186,100.04582941067177
2500,1.5952630758027606,100.04962951368297
2600,1.6427053809894079,100.05189313346364
2700,1.6470669110309606,100.0537464200027
2800,1.6958301617130764,100.05974202501902
2900,1.7695087392128779,100.06092225624016
3000,1.7997837402988281,100.06132457406369
3100,1.7879976688427304,100.06494504396359
3200,1.8179370849458112,100.06543225408757
3300,1.8952697008446129,100.06819793096113
3400,1.9373951449438915,100.07210245197872
3500,1.965805875347069,100.07262285204526
3600,1.9918269594405953,100.07630890759704
3700,1.9728478656424318,100.07587199166423
3800,2.0637666835980384,100.08073297430307
3900,2.0802100876243075,100.08491569050675
4000,2.1391804630922606,100.08604404270201
4100,2.171524613837402,100.09101940648358
4200,2.1795775745286083,100.09108354579107
4300,2.2434461751844332,100.09377593244834
4400,2.2584488894454955,100.09394165170555
4500,2.386985350478745,100.09715415270014
4600,2.399175928451109,100.10011087641084
4700,2.430069560415419,100.10465880817632
4800,2.480384946129813,100.10673883729459
4900,2.512178184753789,100.11333677842326
5000,2.599279795006607,100.11394099356623
