milliseconds,C,I
0,1.0383369349059672,100.00319534323418
100,1.0156733532567972,100.00218775583313
200,1.0836041570142887,100.0033034167004
300,1.073306786285303,100.00384431038658
400,1.0863406541610596,100.0084450415652
500,1.072781142794426,100.01309504446795
600,1.0926825826913475,100.01228759001546
700,1.1015504005780576,100.01220686400323
800,1.1507216215896985,100.01697752394044
900,1.202150719718263,100.01552886701548
1000,1.1960750627305397,100.0209335137208
1100,1.2341363180158187,100.02242721157037
1200,1.2192713503320594,100.0224776234688
1300,1.2546595582876856,100.02842531189847
1400,1.3272346717152192,100.0250228221825
1500,1.3494274176799015,100.03346412445059
1600,1.3627750922592117,100.03194068728534
1700,1.4250051907141823,100.03468138694959
1800,1.420477335433209,100.03927814082824
1900,1.4221566386659763,100.04139694438915
2000,1.420173817906618,100.03825140057953
2100,1.486942633912268,100.04136347517846
2200,1.5393486201447464,100.04290309565545
2300,1.501477343993341,100.04592893180427
2400,1.5467929858804252,100.0495055332427
2500,1.6104372214405631,100.05242755690844
2600,1.6644908366841284,100.05493029019883
2700,1.7055681132906275,100.05671165526492
2800,1.7323097137297114,100.05635666259612
2900,1.7540380678922773,100.06321933740767
3000,1.7882444965906745,100.05959416724968
3100,1.8161406596712135,100.06498531809277
3200,1.8311672888345762,100.06684125404976
3300,1.90019356765356,100.06725396066075
3400,1.9516479419441477,100.06973962668462
3500,1.9309826504812713,100.07332263897368
3600,1.948462504227713,100.07666507739637
3700,1.9921407421720485,100.07628439401921
3800,2.0331225963338477,100.08193419379053
3900,2.093565632620029,100.08720249472559
4000,2.1622495551925076,100.08554700181656
4100,2.14534195432872,100.09158383218144
4200,2.186545670417985,100.0907318694099
4300,2.2758785910606822,100.09412943631189
4400,2.34346449448059,100.09521082822407
4500,2.326261773296949,100.1006668817115
4600,2.430256511228942,100.10233940270398
4700,2.4126376842319495,100.10409119759643
4800,2.507943956313059,100.10516962522101
4900,2.4983052855650993,100.10760191591828
5000,2.625467273034714,100.11140483844505
