milliseconds,C,I
0,1.0001191697250882,100.00277846952285
100,1.0473096907919262,99.99942183338601
200,1.0169757721811676,100.00499429180881
300,1.0287984742029475,100.00709222095766
400,1.0594671630085937,100.00714709011648
500,1.1431777328717077,100.01180314265534
600,1.1376284127576985,100.00891047355621
700,1.1547609373273404,100.01485606525128
800,1.1173681404491063,100.01534797014851
900,1.1524326712514688,100.0195868818547
1000,1.218002890580657,100.02168947617464
1100,1.2336764057920704,100.02034763084455
1200,1.2954676226885957,100.02156727064887
1300,1.293401565553247,100.02472708522242
1400,1.2990449254439416,100.02983739858979
1500,1.3210595432268692,100.02841528778613
1600,1.354029758377879,100.0310938251981
1700,1.3623478040541972,100.03295747202483
1800,1.389908070441335,100.034649601444
1900,1.4418709136136172,100.04160684270325
2000,1.473107357139567,100.03748045776793
2100,1.4774158503205344,100.0444935426394
2200,1.5543176802184728,100.04723632223195
2300,1.560992918948592,100.04444896463956
2400,1.5709065025885807,100.04658002143061
2500,1.5702568856194379,100.05183777411727
2600,1.5978318754188248,100.05337323576566
2700,1.6381619715266085,100.05559200472499
2800,1.7348966554157503,100.05694844580867
2900,1.750870944807114,100.05955515324446
3000,1.732553981579081,100.06221641469894
3100,1.7890546775834921,100.06504864121067
3200,1.8724763017526198,100.06375127591886
3300,1.864231299591051,100.0664703738313
3400,1.8699921182823473,100.07101673266753
3500,1.9616929938136174,100.07174548527773
3600,1.9511324680189714,100.0744795356884
3700,1.9708236664592393,100.07761675219432
3800,2.031297218461003,100.0823831038186
3900,2.1271615314087438,100.08206401303478
4000,2.1686517106392778,100.08368866305888
4100,2.1707893651140227,100.08583741894759
4200,2.25131177348267,100.0892519710774
4300,2.2634462875430237,100.09559215580889
4400,2.288318343246905,100.09491730064714
4500,2.3827362903406684,100.10202113189828
4600,2.411089055916097,100.10413128121742
4700,2.4493763708263754,100.10651907096994
4800,2.4444746212826014,100.1090324370582
4900,2.4982825404738898,100.11048068217197
5000,2.6033579413333845,100.11652325933714
