miliseconds,C,P,I,B
0,0.9999804027304708,0.9988593694400933,1.1742972033269896,0.98736898125144
100,1.0550932600904466,1.0017973244519323,1.8169038680368825,2.2677431719459813
200,1.1033318262362675,1.0019128219160198,3.0895883012903207,4.1900838491596755
300,1.137324097126174,0.9968290979631991,4.276714333538405,6.293256970355843
400,1.1647580573679122,1.0055165452290427,5.309554706055629,7.507386773587745
500,1.1876396589251514,0.9956863360638217,5.907915224065292,9.41334178081644
600,1.2033148459159486,0.9943010038527808,6.755442480811594,10.580253971488974
700,1.214100096440919,0.9891745332929676,7.801038448214565,11.782738885054956
800,1.2276254349182225,0.978791316041247,8.432727161859553,13.010129420182615
900,1.2321665167002553,0.9740629893365478,9.172438042545538,14.38727190521185
1000,1.2387971012556767,0.9680362907238808,9.53857381765228,15.438502611021224
1100,1.2383070535364205,0.9615874793531526,10.045159862225587,16.146689673549094
1200,1.2422922126365383,0.9487813032317209,10.76156790322448,16.772005502272574
1300,1.2432032901940775,0.9432320737074922,11.13056602102024,17.762220241712466
1400,1.2405772660522842,0.9354311898100583,11.678059706259155,18.252889647764572
1500,1.2415018565666955,0.9183413081351569,12.02433845824283,18.679191130072436
1600,1.237899519039038,0.9103694898764736,12.016255508245754,19.137785442648156
1700,1.2406435232276551,0.9111400673710406,12.456345127181653,19.846621046229416
1800,1.2357888336508553,0.89709715151714,12.653264327243921,20.46809124835001
1900,1.233700317898484,0.8939385416872851,13.117413273143276,20.66699678155171
2000,1.231940592291695,0.8811241222091425,13.087890440613508,21.040018510207652
2100,1.2290494784008406,0.8754495922002633,13.458176901006729,21.180461800522053
2200,1.223682539550211,0.8677483400787149,13.602680981789753,21.385907044216516
2300,1.2230132281233757,0.8527043465327125,13.72890871463808,21.652042294543097
2400,1.2191069295509405,0.8516517509774102,13.892902775259744,21.903982472149934
2500,1.2145640554996815,0.8393050448314192,13.970074349940267,22.416014789745017
2600,1.2089146454982047,0.828987344301194,14.259453612263636,22.329709335200167
2700,1.2099202083409561,0.8255399378976939,14.389404573305795,22.676617187980955
2800,1.2061940644091704,0.8145198658256961,14.462043675082933,22.781904112015276
2900,1.1999036122732631,0.8136301972123701,14.312194438812458,23.215624988732806
3000,1.1965686095619459,0.802631786253591,14.344862436857898,23.35297952597288
3100,1.192457435208429,0.79757043237616,14.659162492611658,23.6636292964406
3200,1.1870332095165554,0.7855275580321222,14.614790714921575,23.530771977791616
3300,1.182205257453887,0.7808050689653425,14.685636275750579,23.412729973007544
3400,1.1797376439003477,0.7726366130571403,14.617429779529575,23.782149020724095
3500,1.1753306367853977,0.7667766509388974,14.910479027678061,23.45424896352566
3600,1.1721468822401824,0.7551706118011552,14.896606054217335,23.52168851411099
3700,1.1703401958303585,0.7516442149871614,14.987985746227388,23.750859615570786
3800,1.1641065832836708,0.7469324594449066,15.07348074926474,24.03609491319992
3900,1.1607181075353072,0.7361427438581879,15.031358779750668,23.785322828148615
4000,1.157302903605181,0.7302478855922808,15.181133582048709,23.941590523034698
4100,1.1535398825745669,0.7246690645963318,14.924843767529612,24.05851635622354
4200,1.1485415574220303,0.7185561584580306,15.239776642528932,24.2786325377591
4300,1.1452686731263368,0.7066153363184599,14.900072346692257,24.25747432375247
4400,1.140187783631756,0.696809891912857,15.00488883948185,24.181741672863048
4500,1.1335739092421941,0.699556016217949,15.008964249566429,24.171964530711374
4600,1.1316531574623028,0.6880792319241991,14.988151866801154,24.0528335641458
4700,1.12905146092127,0.6839066033646076,15.330545110401546,24.14312699169022
4800,1.126335641408618,0.6748059507287186,14.969553690063155,24.60966016709229
4900,1.1210752698609079,0.669994390153524,15.249160828152894,24.560897128653057
5000,1.116699316551807,0.6663017931883468,15.362913029672443,24.121371411645008
