milliseconds,C,P,I,B
0,1.000767231769403,0.9998019394031749,1.1198540745855547,0.9141517716756152
100,1.0522769139888324,1.006179237952113,1.9365738818984422,2.5679787111617056
200,1.0986473284610452,1.0052866286323194,2.8503321634074132,4.127793758618996
300,1.1392427637794775,0.9994183647329352,4.023747666258475,6.021162800972766
400,1.1674981121213301,0.9980280340313163,5.3068275311070945,7.450999894426516
500,1.1873495955115323,0.9998377589698034,5.980371046552001,9.514494802773577
600,1.2037741512202118,0.9941681354461355,6.9749763376432625,10.351586931655591
700,1.2190538807990854,0.9922433392079393,7.624534261209196,12.088001136478963
800,1.2240872513230137,0.9803664583627258,8.551800168740359,13.194584045064657
900,1.2317252295964933,0.9762239574196137,9.022286461783448,13.9196622656545
1000,1.2338814108454852,0.9670384275686584,9.516862567769932,14.990634197685573
1100,1.238275667227697,0.9611550968086765,10.37191429163784,15.962271874579004
1200,1.2433092180111236,0.9479528024483407,10.805606421811198,16.537042376018984
1300,1.2398668207918255,0.9367717683773814,11.273248384454716,17.53580875625247
1400,1.2439593703093883,0.9373093138621356,11.34871379509501,18.080370233583213
1500,1.244039666938231,0.920747736736029,11.753837253826175,18.77476469821817
1600,1.2388148264517818,0.9168327906486159,12.30188886888409,19.35984504951575
1700,1.2410837377007924,0.9059310841304579,12.414576222279944,19.91228803060733
1800,1.2360468837256078,0.8935238498753642,12.792956104185572,20.24244908277095
1900,1.234508400256957,0.8928189251811357,13.131766567660517,20.71968888749893
2000,1.2300263823618889,0.8766341782184762,13.203771411959133,20.91553396646121
2100,1.2288960366924275,0.8760751162440958,13.336436714509324,21.58846391384022
2200,1.2239252617806975,0.865595269494416,13.738931285934509,21.775136093547722
2300,1.2204911412556034,0.8580090987647492,13.608205831471789,21.925004282462677
2400,1.2172566901910775,0.8511198923148995,13.859951518675294,21.93339654900664
2500,1.2138613968223564,0.8439890275675127,13.972561186994374,22.559441591221958
2600,1.2134335789612123,0.8322549459512961,14.240550738462018,22.607720932090107
2700,1.207475962380459,0.8253728134686165,14.26853321217505,22.470608904427287
2800,1.20382265694619,0.8214942810401342,14.271630049312238,23.2041162518639
2900,1.1993438252023807,0.8068032457713238,14.514680953723095,23.109987388931625
3000,1.1950708752286079,0.8031067160913924,14.415235199110308,23.184095455923007
3100,1.1910521332818287,0.7977637685916591,14.68254821499555,23.32314201599451
3200,1.1860481608313043,0.7903448916046353,14.470806404843364,23.737516990380605
3300,1.1853434046258862,0.7790549936733739,14.739998812983723,23.52149697161369
3400,1.1795756631516818,0.7666855546461109,14.635455341881427,23.694106302256873
3500,1.1760864075260176,0.7684825738132615,14.676009415226211,23.64647349019483
3600,1.1711936928178501,0.7530073087510274,14.969555155028292,23.878629230769768
3700,1.1686781165620075,0.7533237908788947,14.974043903401649,23.74297952746726
3800,1.1635225607753268,0.7419351514215714,14.881811242839468,23.979193030463943
3900,1.157310722014866,0.7317646716248708,15.040688546782432,24.29061664361201
4000,1.15348417284362,0.7313966307939933,14.904995177901775,24.350607161122895
4100,1.1524721982481354,0.718973025380552,15.19816348713965,23.969753548685393
4200,1.1475483071387893,0.7188095174171258,15.217424856851542,24.46577718506642
4300,1.143128173951757,0.7067792429784875,15.23573469798387,23.998716072327454
4400,1.1399361873407312,0.7026594205544209,15.009037233965746,23.990346965528754
4500,1.13496497877811,0.697631960014329,15.165408102534872,24.138063433873512
4600,1.1318297822336614,0.6897392993331424,15.281936203299908,24.34513907631163
4700,1.1286532575604358,0.6793603825568192,14.979469062632964,24.35953696513325
4800,1.1262205787382447,0.6785554878773263,15.222799317157147,24.188235097228826
4900,1.119342533512387,0.6718299828275334,15.07535410544046,24.133538115867776
5000,1.119067720400477,0.6667275484002664,15.112103745166038,24.45409310246679
