miliseconds,C,P,I,B
0,1.002118030724915,0.9992759007171894,0.8311949964646028,0.7845949385637004
100,1.0549545827704705,0.995500304682491,1.8734243028826194,2.648065933280726
200,1.1015452346609345,1.0003184615060774,3.0410301843219747,4.29224544697687
300,1.1365112280913663,1.000954817374938,4.002956714661726,6.039501899977288
400,1.1681483634445902,1.0052142476456087,5.121443616785698,7.959293555638595
500,1.1888907865611233,0.9982031644690184,6.170602178177406,9.426799150359312
600,1.2030254714167574,0.9898010832039419,6.929950480698974,10.557334900013963
700,1.218971445768315,0.9895585624865295,7.862416530393574,12.234975972575091
800,1.2250268104017235,0.9784342570359725,8.34993647483375,13.03082032600279
900,1.2325865881301226,0.9757674705042242,9.075713506694022,14.026263947380892
1000,1.2358315778410132,0.9601481942291751,9.720130704960663,15.009154279335583
1100,1.2400621310449962,0.958458542699678,10.107431621066706,15.791916144489518
1200,1.2390274515356543,0.9487580966381439,10.529679399963676,16.951518683922043
1300,1.2428699304500483,0.939129148851715,10.939458308670188,17.508280315098578
1400,1.2438403306426553,0.927866745308622,11.543582243510246,18.002725110165485
1500,1.2421163541142222,0.9227301356386893,12.010235848052146,18.877667304178175
1600,1.2420654689785897,0.9188534784218076,12.358321142238614,19.408981610685657
1700,1.2363730527555021,0.9026559601259871,12.57007724836021,20.124787426666305
1800,1.2354298254224068,0.8962797730224765,12.873124862703502,20.1907805880042
1900,1.232695587327575,0.8877100316440479,13.113616912189304,20.733336914474165
2000,1.2292520705534815,0.8815597635029717,13.214906986580429,21.01748146447218
2100,1.23087048855238,0.8680337671200181,13.502966454179212,21.14573704668541
2200,1.2245142350123486,0.8701154988891376,13.481594030307587,21.779616569999654
2300,1.2230462444294883,0.861825102203057,13.546733560956788,21.656254058003984
2400,1.218215021166926,0.8504936060197221,14.058092677211294,22.017926817932914
2500,1.2171936346620786,0.8427219011950363,14.110590248912304,22.23429948173163
2600,1.2140363667373706,0.8316487182549123,14.309799246733366,22.40843277662523
2700,1.2067118357191553,0.8279534983406162,14.426812764528986,22.925130537176855
2800,1.2048867203127989,0.8185970528030756,14.530852521007702,23.04323045472442
2900,1.2012670748642325,0.8120760868920012,14.552646520697646,23.251486704747034
3000,1.196486326142073,0.7988712658147912,14.5904086343624,23.340896673415862
3100,1.1895047648526704,0.7956718636456227,14.750505346058914,23.53403382564422
3200,1.1899647860026206,0.7910022806702689,14.75178125971635,23.385968217185425
3300,1.1841791586084494,0.7815856414576522,14.727945954256299,23.682473336764033
3400,1.1797179064322392,0.771269636148598,14.759535409505023,23.594477346778298
3500,1.1765925688791727,0.7663217307534986,14.722759562433048,23.42896650334388
3600,1.172510193801958,0.7548905997819214,14.837186797986888,23.992420762775094
3700,1.1676284491342577,0.7460518909399108,14.957471443036933,24.1496780838937
3800,1.16534045574049,0.7466488595645856,14.860558484495892,23.642960246995536
3900,1.1582401140263343,0.7325427494260021,14.975543784748766,24.310388794876186
4000,1.1567612762195443,0.7331051509202705,14.84385870768567,23.887716401413517
4100,1.1528485228811773,0.7253407844383469,14.872794096902807,23.87030239330673
4200,1.1497385621617782,0.7130402608348381,15.207488013447515,24.467143414826122
4300,1.1457318407878856,0.7092237772262038,15.12130166250549,24.388221797723517
4400,1.1404662575924032,0.7051802129144066,15.205221278559637,24.12478651416033
4500,1.1357151743136342,0.6957073749721803,14.939447756978305,24.05917171872792
4600,1.1314037783982105,0.6889440096074801,15.132800245467102,24.422992473146888
4700,1.1290722148327457,0.6831515137258327,15.065905925726318,24.212516563171906
4800,1.1250424008437045,0.6714350780063771,15.293744236313291,24.11309742989653
4900,1.1178173448723048,0.6665624202365201,15.333585028752182,24.65355013872313
5000,1.1190229397237055,0.6633971900931772,15.000575647298655,24.328694128468168
