milliseconds,Rs_0,Cs_0,Ri_0,Ci_0,Li_0,Ld_0,L_0,Y_0
0,1500.0,1.0,300.0,1.0,0.01,1.0,10.0,250000000.0
100,1498.1898392191745,2.853296042587599,300.00952510904744,0.9940472112140779,0.2930994399212493,1.0034872159012753,9.99922742265855,250000000.0
200,1496.3860855450866,4.694264526495181,300.01758295540776,0.9956621227306021,0.2937905336897831,1.0069670658102763,9.99845689742047,250000000.0
300,1494.5887075200924,6.522980243975156,300.0244081662387,1.004544184850897,0.2960651973607117,1.0104653288214962,9.997688412011142,250000000.0
400,1492.7976738637917,8.339517541944168,300.03008202535574,1.0205466973542927,0.3004474467961152,1.0140071822057988,9.99692195592727,250000000.0
500,1491.0129534719567,10.143950324634165,300.0346837518562,1.043525527482272,0.3068984285209422,1.0176172946507152,9.996157518728012,250000000.0
600,1489.2345154154898,11.936352056227008,300.03829082723706,1.0733387794235927,0.31537425572141853,1.0213198343032919,9.995395090031302,250000000.0
700,1487.4623289393903,13.716795763473264,300.0409790282195,1.1098467581161473,0.32583416593031944,1.0251384765357967,9.994634659513467,250000000.0
800,1485.6963634617266,15.485354038295156,300.042822453021,1.1529119396205887,0.33823721518928834,1.0290964115963492,9.993876216908903,250000000.0
900,1483.936588572609,17.242099040386968,300.0438935496586,1.202398939469893,0.35254327886982906,1.033216352189457,9.993119752009745,250000000.0
1000,1482.1829740331664,18.98710249980381,300.0442631433859,1.258174481899604,0.3687131263746735,1.037520540958762,9.99236525466554,250000000.0
1100,1480.4354897745702,20.720435719439287,300.0440004623707,1.3201073709826303,0.3867078357351865,1.0420307575883638,9.991612714782928,250000000.0
1200,1478.6941058968969,22.44216957790037,300.04317316780646,1.3880684568202457,0.4064892020667076,1.046768326974467,9.990862122325273,250000000.0
1300,1476.9587926682148,24.152374531824908,300.041847377698,1.4619306087770128,0.4280196484869884,1.0517541257440743,9.990113467312378,250000000.0
1400,1475.2295205227554,25.851120620511168,300.040087713989,1.5415686624049332,0.45126217448047207,1.0570085951586647,9.989366739819873,250000000.0
1500,1473.506260062687,27.53847746142657,300.0379572566369,1.6268594711401496,0.47618031685062084,1.0625517285549964,9.988621929979812,250000000.0
1600,1471.7889820529351,29.21451426332852,300.0355176767455,1.7176817563135627,0.5027382311567009,1.0684031077722218,9.987879027978972,250000000.0
1700,1470.0776574260246,30.879299813996933,300.0328291119963,1.8139162474807564,0.5309006107697587,1.0745818690699165,9.987138024060439,250000000.0
1800,1468.3722572744105,32.53290249966429,300.02995036204516,1.9154454620718084,0.5606326932444863,1.081106756632159,9.98639890852111,250000000.0
1900,1466.6727528554093,34.175390292522266,300.0269387632607,2.022153846695852,0.5919002799337463,1.0879960882593656,9.985661671713297,250000000.0
2000,1464.9791155851067,35.80683076615841,300.02385034060046,2.133927605459158,0.6246696487996043,1.0952677970160027,9.984926304042746,250000000.0
2100,1463.2913170415206,37.42729108753835,300.0207397295656,2.2506547882927515,0.6589076197463587,1.1029394098138467,9.984192795969664,250000000.0
