milliseconds,CDK2cycA,CyclinA,Cdk2,CDK2cycA_star_
0,-7.127724252189287e-10,3.993449197720144e-07,9.880661443831547e-08,1.4446835159219377e-09
100,1.4490392704551509e-08,3.837815607558278e-07,8.47632306025118e-08,3.0442751997730323e-09
200,1.8685584521771163e-08,3.7804723354878147e-07,7.694770319116541e-08,2.3796448669112553e-09
300,2.5158028146823856e-08,3.6862545721169854e-07,6.956206008944517e-08,6.988267375979886e-09
400,2.88225723970593e-08,3.6375740568062806e-07,6.328983968335948e-08,8.49211965732443e-09
500,3.019070204039667e-08,3.6447696989194307e-07,6.153408393534469e-08,8.253712718817482e-09
600,3.06980812858589e-08,3.609374192831599e-07,6.198593457083667e-08,1.0540057438232628e-08
700,3.003465758954481e-08,3.589193108492486e-07,5.957738774998153e-08,1.2598958883414762e-08
800,3.206603409294593e-08,3.5823355015975106e-07,5.9036787765905167e-08,1.3597244433742022e-08
900,3.162276791206202e-08,3.5785905203211203e-07,5.731333793635123e-08,1.4250574109127347e-08
1000,3.33549447139475e-08,3.5835714453228726e-07,5.612002278316354e-08,1.4804572243278621e-08
1100,3.434999623264108e-08,3.552730412615357e-07,5.4373432702959226e-08,1.7313456900759192e-08
1200,3.3116223772338285e-08,3.5591593553110114e-07,5.438366267989928e-08,1.6559001033945563e-08
1300,3.564160716155678e-08,3.5183934096115094e-07,5.21525587775628e-08,1.8095611199342193e-08
1400,3.6984118893589643e-08,3.521860472536337e-07,5.1730137497181964e-08,2.1567587911457478e-08
1500,3.747098797727899e-08,3.497929795255694e-07,5.1137907978555304e-08,2.1266782596421965e-08
1600,3.706071254646937e-08,3.4798416606452903e-07,4.9555224483841116e-08,2.4535154785068358e-08
1700,3.805997573852341e-08,3.4793792425651616e-07,4.870264839177849e-08,2.6909297766518027e-08
1800,4.043752232087329e-08,3.480418737462072e-07,4.847566179639485e-08,2.52701688283684e-08
1900,4.028096732620828e-08,3.441361887361919e-07,4.4481467883618973e-08,2.8370126808493642e-08
2000,4.186321372431214e-08,3.445298172797171e-07,4.363261244563394e-08,3.1211819001877747e-08
2100,4.262080587223906e-08,3.435460360305626e-07,4.1873947631976934e-08,3.000087481656526e-08
2200,4.249291460576289e-08,3.4220275521540283e-07,4.196461017904508e-08,3.381910838471817e-08
2300,4.430659201802313e-08,3.399510507365769e-07,4.063369720495145e-08,3.560880900131176e-08
2400,4.291169162682599e-08,3.394120456890197e-07,3.8706654090910715e-08,3.656068185548708e-08
2500,4.572403752906562e-08,3.3956985838394657e-07,3.953116402165506e-08,3.7999553819662404e-08
2600,4.582045757554791e-08,3.3776948266411127e-07,3.693944626671535e-08,3.850992772347033e-08
2700,4.579665929008404e-08,3.350461103748868e-07,3.685417625649192e-08,4.101926000079653e-08
2800,4.705946980826221e-08,3.3531540223068345e-07,3.320914812327345e-08,4.095902850663412e-08
2900,4.7798526652336414e-08,3.344384117440639e-07,3.280026845337895e-08,4.354155427015043e-08
3000,4.7214382332937296e-08,3.30410994640882e-07,3.188227473695057e-08,4.49844846026898e-08
3100,5.046033096586622e-08,3.298311816353917e-07,3.0171526868926626e-08,4.670272182758227e-08
3200,5.10041444545172e-08,3.284288931490375e-07,3.08586302010059e-08,4.769216922945388e-08
3300,5.2061237828348524e-08,3.299005965623101e-07,2.8018416702671617e-08,4.882930956934684e-08
3400,5.2827671957647244e-08,3.279981172381938e-07,2.8585108910073274e-08,4.7229104618173485e-08
3500,5.3462949221749924e-08,3.2604712782621885e-07,2.7221709527283694e-08,4.932238507606377e-08
3600,5.2557998311324133e-08,3.2378334001134426e-07,2.3529369674489898e-08,5.22358736924602e-08
3700,5.3798101554173945e-08,3.226955038999762e-07,2.2120939184630816e-08,5.396702454139214e-08
3800,5.361478608838372e-08,3.213857169689649e-07,2.263231018556428e-08,5.6293431884892906e-08
3900,5.5294725778348205e-08,3.245379536097382e-07,2.211885172183616e-08,5.770921924335164e-08
4000,5.669172322297559e-08,3.239445569100509e-07,2.2606932603765998e-08,5.760411484202243e-08
4100,5.8004334688243944e-08,3.2634968157893396e-07,2.3709532090905596e-08,5.665446133001416e-08
4200,5.815375418333893e-08,3.263061763302126e-07,2.565965773845951e-08,5.9441116196324105e-08
4300,6.020361408397875e-08,3.2912136748999613e-07,2.8939708655576286e-08,6.264943175861778e-08
4400,5.9472443572546776e-08,3.280676289399961e-07,2.8307905718251534e-08,6.185127606155834e-08
4500,6.086567604329977e-08,3.2856197748636547e-07,2.9681668097532023e-08,6.290522599400173e-08
4600,6.167141460301798e-08,3.319095208226926e-07,3.133525284606115e-08,6.308721763200791e-08
4700,6.2097807501411e-08,3.323706087545673e-07,3.16859621167099e-08,6.733629985097094e-08
4800,6.221425198711235e-08,3.3369011175627797e-07,3.3917463139060116e-08,6.809887626866745e-08
4900,6.365282635294852e-08,3.348847490642254e-07,3.399514771992802e-08,7.004767574495087e-08
5000,6.364761126606474e-08,3.365486096510453e-07,3.48817148241554e-08,6.829148838548224e-08
