milliseconds,CDK2cycA,CyclinA,Cdk2,CDK2cycA_star_
0,1.3660321690959843e-09,4.006060263585729e-07,1.0128953763248608e-07,7.743035341380609e-10
100,1.4806120435256175e-08,3.8415439767857347e-07,8.395251471108344e-08,3.5387958235152544e-09
200,1.8897321855447316e-08,3.751002710721422e-07,7.714375779983328e-08,3.414468309759513e-09
300,2.5689850634624347e-08,3.6835296019667796e-07,6.929177048821631e-08,5.76766958561261e-09
400,2.922914256119162e-08,3.6428590970568207e-07,6.573530856182755e-08,6.664955670801871e-09
500,2.847820636418307e-08,3.626584783833714e-07,6.157846080459808e-08,7.245303904199631e-09
600,2.980047751591102e-08,3.6071880292981243e-07,6.015774867742225e-08,1.1374965943826117e-08
700,3.102814336821447e-08,3.594836568626857e-07,6.118443266946292e-08,1.1209183899452e-08
800,3.014236069352503e-08,3.5874591954526065e-07,5.845301368340674e-08,1.3466125076348249e-08
900,3.3484279359528114e-08,3.580676827570975e-07,5.669680263319496e-08,1.4257074707760713e-08
1000,3.3794017829929685e-08,3.5527738894350364e-07,5.5776041666105445e-08,1.753160408142697e-08
1100,3.481540128642827e-08,3.5546990849197773e-07,5.3918764147576974e-08,1.5314411535047326e-08
1200,3.557128206692375e-08,3.5430391018142994e-07,5.3736919561845554e-08,1.7840399279429857e-08
1300,3.631131902742207e-08,3.5152071669702893e-07,5.265180942735415e-08,1.8733138662019366e-08
1400,3.4971237169010716e-08,3.516748909977802e-07,5.0634886985985294e-08,1.9566487107052657e-08
1500,3.7861651760923336e-08,3.5191345470658664e-07,5.088891672389781e-08,2.0872164468142506e-08
1600,3.624902911224005e-08,3.5077753934201617e-07,5.008634881394827e-08,2.4820030385723865e-08
1700,3.729628125434339e-08,3.483800094701312e-07,4.7205220816401346e-08,2.4656438282459015e-08
1800,3.784432299919914e-08,3.452816432676001e-07,4.8423829818051304e-08,2.788196978489153e-08
1900,4.12062711185394e-08,3.4622880667149914e-07,4.4305907782477145e-08,2.730280665207383e-08
2000,4.019943640787904e-08,3.456371321846912e-07,4.540443837982806e-08,3.049810930977983e-08
2100,4.2801511342933546e-08,3.432094596466972e-07,4.3964206785665095e-08,3.0197270867204536e-08
2200,4.105284009253426e-08,3.4304005661614894e-07,4.0489254908633313e-08,3.151616040106085e-08
2300,4.290002948532548e-08,3.4188173132284515e-07,4.072797825257922e-08,3.4195325460335756e-08
2400,4.447806670131281e-08,3.396621964396762e-07,4.113947264462297e-08,3.3381908342324744e-08
2500,4.42515722614651e-08,3.370368305272285e-07,3.9668248156226996e-08,3.547211125622584e-08
2600,4.579300871936023e-08,3.360769803393535e-07,3.715338856467682e-08,3.60497780763844e-08
2700,4.51441377361535e-08,3.340796842550214e-07,3.472217937254258e-08,4.060857489740609e-08
2800,4.6118517710553505e-08,3.3327817571799216e-07,3.3992709891744463e-08,4.226201161353743e-08
2900,4.687646313392599e-08,3.3192403423292685e-07,3.4718593517438346e-08,4.1388561024710926e-08
3000,4.748141454805071e-08,3.3170155565427516e-07,3.254995054558553e-08,4.1548582967590236e-08
3100,5.047062635112864e-08,3.3029796204372067e-07,3.215145353190069e-08,4.400328683718194e-08
3200,5.093644560947753e-08,3.2941127301118337e-07,2.867928281989861e-08,4.730133197706986e-08
3300,5.0897830744519053e-08,3.285104520619531e-07,2.8663176499484542e-08,4.690091572918272e-08
3400,5.174680463929375e-08,3.258293318863521e-07,2.5767106335682872e-08,4.9712242229102884e-08
3500,5.343693101833202e-08,3.245457253099413e-07,2.734278599906315e-08,5.231228359867886e-08
3600,5.4602942863354753e-08,3.2362834596183844e-07,2.4605718740286644e-08,5.029170196324981e-08
3700,5.446904374823916e-08,3.217927214957249e-07,2.4383606296066204e-08,5.200053547730199e-08
3800,5.515977994135294e-08,3.219953966567107e-07,2.0572607547997837e-08,5.626805631493394e-08
3900,5.587064382699387e-08,3.2138275002544694e-07,2.2916189603635944e-08,5.538861444426116e-08
4000,5.728012305374847e-08,3.2571041719842514e-07,2.3740043538210062e-08,5.801951855590642e-08
4100,5.6163030185019466e-08,3.242867705449844e-07,2.5338011533800063e-08,5.8471387419456223e-08
4200,5.912894200642111e-08,3.264305456209546e-07,2.5041273606044282e-08,5.9153003222391556e-08
4300,5.9479792628094777e-08,3.2647162961792675e-07,2.6875010044608203e-08,6.151507719258915e-08
4400,6.107085121695458e-08,3.285193753285475e-07,2.963796921248947e-08,6.312739741899046e-08
4500,5.9491237977309565e-08,3.293166658040876e-07,3.122204070554367e-08,6.221302514051219e-08
4600,6.018900878204338e-08,3.314734557652851e-07,3.033188388965988e-08,6.630868366266208e-08
4700,6.303029379379446e-08,3.3299730602195816e-07,3.3707549610079826e-08,6.511203246158688e-08
4800,6.443643221521246e-08,3.344490067234398e-07,3.4309262257860444e-08,6.55100640719666e-08
4900,6.330225097019232e-08,3.3289787369525474e-07,3.308858198397432e-08,6.890628459544862e-08
5000,6.445369762687201e-08,3.355726828604351e-07,3.520521880910193e-08,7.067299685210932e-08
