milliseconds,JAK2,EpoR,SHP1,SOS,Raf,MEK2,MEK1,ERK1,ERK2,pJAK2,pEpoR,mSHP1,actSHP1,mSOS,pRaf,ppMEK2,ppMEK1,ppERK1,ppERK2,pSOS,pMEK2,pMEK1,pERK1,pERK2,Delay01_mSHP1,Delay02_mSHP1,Delay03_mSHP1,Delay04_mSHP1,Delay05_mSHP1,Delay06_mSHP1,Delay07_mSHP1,Delay08_mSHP1,Epo
0,1.9778382743194913,0.9922848734870588,10.535910807095783,2.4898242419064776,3.7719890588711635,11.003322455475896,24.00198420925526,7.067495395149518,20.847689756436544,0.0017746645577248585,-0.016016329315589436,0.07810589327565248,2.785247099113703e-06,0.00018651534962794362,-9.540375325527817e-05,-0.001425874270319328,-0.003495590209386729,-0.007546469244550806,-0.03285928553859342,0.011567607719318593,0.004431000645147979,-0.0009804282107277254,-0.038421345549734476,0.10112032779959731,-0.0918451306116858,-0.051931413864350844,-0.016247981499651086,-0.00212391941376213,0.0004763462927433004,-5.383656819167332e-05,-5.931271977231413e-05,1.2993227372132067e-05,50.0
100,1.9151180980579678,0.9713248319447418,10.960285242862385,2.5257986783564803,3.7718753163664487,10.990455015190925,23.99477951654272,6.997789334946907,21.16927175097328,0.13551192259812786,0.00909622107298563,-0.1288509679502673,-2.9130050501087914e-06,-7.104565227497803e-05,-6.198661166125666e-05,0.00042263561248878434,-0.0008645465931581503,-0.0011159867791596628,-0.04761962360372065,0.012272226086473081,-0.005112773011662957,0.0010749209125376748,0.04639279589068783,-0.14181264203482916,-0.003190571356310144,0.029345418590701063,0.005532199795118995,0.0008744539657677544,-0.00105427023435671,0.0002583544602420568,6.759245059266191e-05,7.153896818518691e-06,50.0
200,1.7643691416205882,0.9412147614287523,10.767315384787278,2.5263870831080766,3.7719048002389868,11.008658574982114,24.00301196283423,6.935873334053359,20.967916787357286,0.2463617283150979,0.06098899837939734,-0.07872519178090383,4.406300473024853e-06,0.0008686866467858187,0.00012676210353087077,0.00622391840823689,0.004284461871033274,-0.011871557214425659,-0.0226205056118277,-0.0008634466828710455,0.004141712483635469,-0.001057390273332161,-0.04111197593676627,0.05880718838765399,0.07825226731220958,0.0510990071361191,0.008838362211483208,0.005691538828190292,-0.00044783984400504365,0.00012798091929825683,-7.342664390835819e-05,9.155447203749446e-06,50.0
300,1.6849466843769645,0.8266453794013862,10.789344733737753,2.5051663082088456,3.771772354003092,11.002467543308784,23.994897409926317,6.997683622959013,21.098527449536647,0.2854781855679303,0.12571584594083832,0.022173400009559217,1.6885633650372464e-06,0.0019433589729021717,8.939485534514803e-05,0.002743476113446887,-0.0016081231627091536,-0.01841447086069558,-0.04559062803263842,0.010680901688899545,0.005420485694803529,0.00014857348470853564,-0.006615013500360497,-0.009310717614754285,-0.07660359996752393,-0.02187756592665737,0.014586611027448808,-0.0012607713303341025,0.0021779894824684952,0.0004987960234429998,-4.7434106545906734e-05,-4.706804657261331e-06,50.0
400,1.5809627820674195,0.7561399476237991,10.607908289267755,2.527770193164073,3.7717616438630577,10.993171380183409,24.000152435386696,7.0449690464553365,20.797550310884215,0.423344116453197,0.23509010906410963,0.10723073371560332,2.0089128112020656e-06,0.0029182438744818403,0.0002105763952010697,-0.003095751749018029,0.0014982234425518644,-0.016800720784074106,0.04756964216890331,0.008673959711426413,0.001663187919270365,0.00041394900646456547,-0.023552614476303687,0.05143745792199483,-0.019552496462554282,0.0281904763516166,0.003177394315362292,-0.007480407902377014,0.0005249627627061406,0.00013312912259953386,-5.324593218673926e-05,-1.5630476802883076e-05,50.0
500,1.439495194654576,0.6584612620054646,10.712112622227707,2.4909364620924483,3.7714435658240415,10.999237085350982,24.000703508997823,7.013490732073402,20.839763161301782,0.5364934192804567,0.35019938409873763,0.17687795905897102,2.743366121888799e-06,0.004435353804930662,0.00035177103259481456,0.005525172747191481,0.0051510465246257095,-0.010038696137605904,-0.05295201392760289,0.02292622079337331,-0.0018860788504678392,0.0010436764733769855,0.048939924754981844,-0.03320546240754492,0.05656076318595171,-0.04593081037196906,0.01967060850541875,0.0025342362181454423,-0.00023120264346225932,-0.0004045043963947059,1.6338831569557044e-05,-4.7930245738001825e-06,50.0
600,1.4359694104190317,0.5498861703473773,10.28525327271239,2.4836266141819254,3.7712582301123505,10.990481793591934,23.99425594846117,6.974552179255013,20.912791963510646,0.5611739045994362,0.48708095189818046,0.3849322658890443,3.2436854867974456e-06,0.006204758207359857,0.0006609807530034644,-0.0024487115646854045,0.004096951510901503,-0.006002173885065598,0.02070370108433967,-0.0012280718049646222,0.006356750124579548,0.0006802908854727679,-0.010720190262736937,-0.1461496019252578,-0.06675960129727128,0.04537498104957253,-0.005066329575177436,0.001253162118363295,0.0009170217562567231,-0.00011780956358783532,4.798326820448167e-05,1.1293791045031367e-05,50.0
700,1.3128809950890812,0.43942255266574465,9.918661583474078,2.4981170576041003,3.770791941411033,10.999183875497481,24.00169109025427,7.035286366661071,20.9112250358984,0.7291924468847755,0.5529796604815708,0.6667972514256821,2.942356425864028e-06,0.008544178941466515,0.0010696665337062085,-0.0007084998709174379,0.00210057752596748,-0.016802762591436878,0.010871962802076574,0.011648295488762811,0.008738521581564272,0.0030942422518823332,0.01598601465361711,-0.07036710798816564,0.05598027675888634,-0.050744305508858625,0.007037541376555944,-0.00329875506525401,0.0006769478088440332,-0.0002649399264142711,-1.742093407325483e-05,1.5152794531622716e-05,50.0
800,1.246648589447646,0.36398484064682546,10.083914757686996,2.508883185142198,3.7702907992405605,10.992845144539267,23.993620945058556,7.0222440232821715,20.92392687653234,0.7677148734796525,0.6502454281404629,0.9509198703814439,-2.422065772943887e-06,0.010052040485365251,0.0014462250128331742,-0.006320557328150499,0.005255728890628897,-0.008490913187659911,-0.015722969135411647,0.020215287494293833,0.0074367629729548135,0.005464868692077345,0.04278407229483784,0.042144147728397,0.14780513157088668,-0.015201131443639767,-0.015303646870229629,0.0036666534287342688,-0.0020093002656484302,-0.00020120696280664948,3.854227552115032e-05,3.3645217735367536e-06,50.0
900,1.1318449092919112,0.277334215562526,9.846765750894477,2.493135671578164,3.769884430053229,10.986363248270589,23.98687911116963,7.031987358113711,20.833445002218177,0.7997130009917917,0.7356823123665911,1.177572600778292,-2.3045952346274183e-06,0.011032998975177025,0.0020874957062708872,0.0014528992229052716,-0.0011476358222352592,0.021585542099226196,0.053932390986913624,-0.005339081213301358,0.014247589183636371,0.00572541887498265,0.04916795035613087,-0.07043345859928127,0.10244972419358261,0.06225898751894899,0.006002337430676558,-0.0038605812313468875,0.0009847351287112283,0.00015684380515851973,-0.00011620131632287136,-2.1762973747457632e-05,50.0
1000,1.0747856289770896,0.18222133773530505,9.273549574057753,2.483152790325382,3.769280927832233,10.967053186535857,23.991559873501203,7.035106648280249,20.77667886327128,0.8926596008842755,0.7906904260551508,1.2001645603305386,-3.3336868021739235e-06,0.012091220250205797,0.00261517747727079,0.002486286412233507,0.003114903585140172,0.022690092117219545,0.056670685123981025,0.01577031307752766,0.023574593084442257,0.008324281733692863,0.0037990182876869393,-0.0798503848351207,0.19191518984840553,-0.026674363348157624,0.0024565928959921803,-0.003074152737660942,-0.00172057516710951,-2.9970648349353242e-05,-3.930272487961153e-05,2.29379217417119e-05,50.0
1100,1.064455521025389,0.1267066180227014,9.138008819364321,2.5108251934958,3.768777913236317,10.977774231229281,23.978035274423654,6.946200455482461,21.119461511084282,0.9805751927400987,0.8702087021547397,1.612302032156561,-1.987184363608303e-07,0.012345292925455508,0.0030948434445297528,0.008720892193041858,-0.0005307669260700238,-0.015977577635327707,-0.049232616588027626,-0.010391634178278104,0.0316238171003492,0.01132803860964145,0.03883618572119585,-0.06512909993248994,0.29761198961094304,-0.006631718178341496,0.012536466993401156,0.0006880041310880045,-0.0001384057572939097,-0.00025459756779976924,-1.542053442675863e-05,-1.650622461798239e-06,50.0
1200,0.9254077241396096,0.12202261253242924,8.49514454536507,2.5015901168925847,3.7683229079571143,10.966619627364436,23.982207120396023,7.044161945473363,20.786592253116538,1.0217887824525043,0.8635854449965216,1.6986104448029442,-2.0513065890262727e-06,0.010837173886648083,0.0036533720945363768,0.009211539373271701,0.005786711139107801,-0.011261297673258437,0.027065631017105914,-0.003783130967887474,0.03938593039129989,0.01420511967953373,0.05732558576398019,0.0434966050262392,0.2650488186213261,0.04578712844173897,-0.009702533499607188,0.0010553615741204783,0.0007684981470165641,0.000430871481658502,5.520004004452345e-05,-3.4015068837772193e-06,50.0
