milliseconds,T,E,I
0,50.0,10.0,0.0
100,50.907634321515935,10.221930360221336,0.1539780746134947
200,51.83173304999884,10.44776829573738,0.216748160178179
300,52.77259443019305,10.677585042392483,0.24619011625920023
400,53.730522094070814,10.911453125243428,0.2636050585251938
500,54.705825157667846,11.149446381715654,0.2768368651770229
600,55.69881831958515,11.39163998525116,0.2887791120567938
700,56.70982196121,11.638110469407218,0.30050588425186286
800,57.73916224871794,11.888935752400782,0.31242068912097976
900,58.787171236883005,12.144195162097626,0.32468132269524597
1000,59.85418697471119,12.403969461447321,0.33735608926081706
1100,60.940553613005655,12.668340874389557,0.3504792495551755
1200,62.0466215137847,12.937393112212325,0.3640739176433246
1300,63.172747361466264,13.211211400341032,0.3781603608796637
1400,64.31929427682097,13.489882505801695,0.392756327371528
1500,65.48663197197631,13.773494774587629,0.40788000151797016
1600,66.67513674765816,14.062138130992523,0.42354812020483273
1700,67.88519172149908,14.355904132668035,0.4397799945469155
1800,69.11718694889544,14.654885999778577,0.45659570085556767
1900,70.37151956862208,14.959178650134357,0.4740153457905329
2000,71.64859379516147,15.268878697352203,0.49206023282036254
2100,72.94882113901562,15.584084504020042,0.5107514955943735
2200,74.2726205648403,15.904896219896097,0.5301113243279254
2300,75.62041839764703,16.231415759255448,0.5501623510460947
2400,76.9926490019141,16.563746964900457,0.5709281653916736
2500,78.38975414030854,16.901995453307627,0.5924329919513762
2600,79.8121839494632,17.24626885033323,0.6147021335985522
2700,81.26039637811218,17.59667665552226,0.6377615628460621
2800,82.73485777244363,17.953330383551233,0.6616381838960878
2900,84.23604291415181,18.31634357351865,0.686359695442805
3000,85.76443501367017,18.68583178728631,0.7119546723122943
3100,87.3205273373224,19.06191300322613,0.7384527521436115
3200,88.90481999891455,19.44470683984223,0.765884231688665
3300,90.51782166655585,19.83433496878969,0.7942802793844067
3400,92.16005374608524,20.23092212769914,0.8236737037805989
3500,93.83204470960878,20.634594747145243,0.8540979378829933
3600,95.53432957689944,21.0454808250963,0.8855869462813801
3700,97.26745422024882,21.46371096927159,0.9181760301674217
3800,99.03197899839141,21.889419277661002,0.9519026270944294
3900,100.82846911303332,22.32274100234631,0.9868042833857181
4000,102.65750334740567,22.763814667183162,1.0229201658984675
4100,104.51966960915321,23.21278098712773,1.0602905367434146
4200,106.41556642545763,23.669783231299206,1.0989568930033098
4300,108.3458036362043,24.134967391355612,1.1389620360793373
4400,110.31100075175492,24.608481782155458,1.1803498837336481
4500,112.3117902328504,25.090477839565267,1.223166109257796
4600,114.3488136485926,25.581109185927975,1.267457277855948
4700,116.42272571616907,26.080532612713764,1.313271796178106
4800,118.53419238779126,26.588907615164537,1.3606594597387203
4900,120.68389074539265,27.106396366804976,1.4096713911748098
5000,122.87251206461428,27.63316446508561,1.4603606788612533
