milliseconds,S,N,T
0,0.1,0.2,0.1
100,0.10089489034162646,0.19972167878690245,0.1001219254298861
200,0.10178008328529553,0.19944652985144695,0.10024750911111563
300,0.10265553664451064,0.1991745466581126,0.10037677290985571
400,0.10352130617327754,0.19890569857786286,0.1005096994541625
500,0.10437748101133323,0.19863993749185485,0.10064626084682837
600,0.10522408865071593,0.1983772484435955,0.10078644851562604
700,0.10606127821558482,0.1981175505595682,0.10093021609526137
800,0.10688904260228448,0.19786084765362605,0.10107756587195679
900,0.1077075154302314,0.19760706709465714,0.10122845654149425
1000,0.10851673362049284,0.19735618866428342,0.10138287687400431
1100,0.10931677497986123,0.1971081699292375,0.10154080298975159
1200,0.11010771016122736,0.19686297213441323,0.101702213453927
1300,0.11088959627888789,0.19662056401093658,0.10186709087218494
1400,0.11166250457322802,0.19638090634988264,0.1020354137761934
1500,0.11242651234778961,0.1961439566496613,0.10220715882144485
1600,0.11318168425533653,0.19590967921745453,0.10238230665422925
1700,0.11392809289630772,0.19567803389255525,0.10256083563232815
1800,0.114665800968614,0.19544898582997233,0.10274272725818133
1900,0.11539486935718313,0.19522250097094337,0.10292796382601051
2000,0.11611537029558708,0.19499853956994798,0.10311652355792864
2100,0.11682737216998437,0.19477706380938847,0.10330838605657355
2200,0.1175309196449415,0.19455804787580366,0.10350353934099463
2300,0.11822608211041102,0.1943414534436333,0.10370196265768399
2400,0.11891292595476742,0.19412724370624362,0.10390363631809246
2500,0.11959151053634076,0.19391538540867825,0.10410854314753626
2600,0.12026187947130693,0.19370585324194636,0.104316671624764
2700,0.12092410210254968,0.19349860891131637,0.1045280009893692
2800,0.12157823834295002,0.1932936188819184,0.10474251386751379
2900,0.12222433765761474,0.19309085493412154,0.10496019664099136
3000,0.12286245271024475,0.1928902872210304,0.10518103454180594
3100,0.12349264484451197,0.19269188147986924,0.10540500968179718
3200,0.12411497086662941,0.19249560575626587,0.10563210580387215
3300,0.1247294720054112,0.19230143619943335,0.10586231214312797
3400,0.12533620873662654,0.19210933894604393,0.10609561114868056
3500,0.12593523561161749,0.19191928321474144,0.1063319873584465
3600,0.1265266030797341,0.1917312404208893,0.10657142670970364
3700,0.12711035576356725,0.19154518510655377,0.10681391712275702
3800,0.12768655046715852,0.191361085277101,0.10705944237218562
3900,0.1282552392666763,0.19117891147492574,0.10730798784161055
4000,0.12881646598425353,0.19099863882335183,0.10755954160404585
4100,0.12937028004197904,0.19082023933776882,0.1078140899078851
4200,0.12991673373521923,0.19064368343891813,0.10807161806532861
4300,0.13045587615574927,0.19046894335044706,0.1083321124123452
4400,0.13098774218622067,0.19029599954183213,0.10859556362527299
4500,0.13151238631553974,0.19012482110466106,0.10886195639145396
4600,0.1320298563052891,0.18995538103451762,0.10913127745318221
4700,0.13254019997589156,0.1897876522928395,0.10940351353477835
4800,0.13304346520660992,0.18962160780691834,0.10967865134258947
4900,0.1335396999355473,0.18945722046989966,0.10995667756498917
5000,0.13402894206182778,0.18929446930462024,0.11023758172307264
