milliseconds,Z1,Z2,Z4,E1,E2,E3,E4
0,2.8091040665660345,8.049216745391929,25.693887534453086,0.025974965611327595,0.013357136853663187,0.004076923140611073,0.06373943952327822
100,2.8056986020331767,8.046630335179515,25.68588421975859,0.02779134590409004,0.013776226671056237,0.003545739195495479,0.08637470569437125
200,2.803434304758834,8.043040556982819,25.67252948994652,0.028392512994911464,0.014414171211145426,0.0020839024774022856,0.24779120012355724
300,2.7984584097239784,8.043445726002945,25.721551848188764,0.030041992376014674,0.01498882103648332,0.0016400654575569544,0.24302922969389357
400,2.793141629818431,8.038639624426876,25.68816556335549,0.030909229382789095,0.015949934456303286,0.00393917042044585,0.07140563840262357
500,2.789294220241095,8.037561133466966,25.694505404509222,0.03208827249512175,0.01638307788341961,0.0017138744125209165,0.013297623139564285
600,2.7830698519009767,8.033256018504959,25.685056991974864,0.03372353250386095,0.017223085004361923,0.00186459961139598,0.12577104373098008
700,2.7820276864437385,8.029873068474085,25.621788663214385,0.03507646857968929,0.01783623421791359,0.0034304102094119136,0.11206730717170298
800,2.7771509525151807,8.029984482556072,25.67470377411736,0.03635832994839473,0.018827342552957354,0.002834836993966297,0.17726163851616455
900,2.7704546006943,8.027130460676556,25.670835506909807,0.03800076902361663,0.019832628170769227,0.002052960010062649,0.08765174046230464
1000,2.7621331344470925,8.020803877770025,25.57907635031585,0.03972218359358438,0.020488982927006266,0.002416767218394372,0.014829060675463676
1100,2.7581733254703256,8.019343229600718,25.629114491207886,0.04171955520758948,0.021658396644067355,0.0031891602933701484,0.1794316794572405
1200,2.7543073184365126,8.015963052819114,25.58060190496809,0.04346500293936181,0.02264077931911599,0.0029704196199741586,0.04071412077678141
1300,2.745877756475346,8.013712607651241,25.595473502966758,0.04578654415500532,0.023393237202596093,0.003320942282584028,-0.006874388396372222
1400,2.7409685878978043,8.009590505544454,25.643111701905873,0.04755351694288679,0.024720159529527108,0.0028364026158906193,0.11583368242750654
1500,2.7332594479324763,8.006259478928083,25.61322400297039,0.0494652940672449,0.025949161772017504,0.002524433914351925,0.1924575493231105
1600,2.726791078120917,7.998993638691401,25.577189036243425,0.05176155571482038,0.027152535669006238,0.0017663577939239887,-0.005756092596529663
1700,2.7156215368005543,7.997007952456894,25.535313328667208,0.05398193542517731,0.028400059402587143,0.001596508105309067,0.08695906145065418
1800,2.7092785690206678,7.990408396667125,25.568573757674045,0.056112332451191425,0.029742882989226335,0.002191067188307914,0.12417623000665291
1900,2.699455098865248,7.987692772860841,25.575138228282523,0.058552556563092495,0.03080433994748269,0.002611547228582567,-0.035377683308665614
2000,2.6933323744320616,7.9835894095798485,25.518182788102514,0.06090994724680717,0.0325144204100352,0.003560266721069544,0.049813498354039795
2100,2.685774239348268,7.978895832758475,25.561992511815973,0.0638714632304247,0.03381933720603737,0.0034583848316626503,0.0019238149700537138
2200,2.676724341003134,7.971119452562897,25.58924391813292,0.06642850519233327,0.035238378152570325,0.002344283401111549,0.07515215527716844
2300,2.6639086690312,7.966625064038706,25.56792098577549,0.06935242988141133,0.03690617667354143,0.003189410655108744,0.003128197591041909
2400,2.655112586412512,7.9602857238117934,25.489257487264236,0.07234255389948205,0.03810580622533979,0.0026583756617298807,0.0702202916086023
2500,2.643371065039794,7.955671215552995,25.508876306362723,0.07521523174363783,0.039992243602287474,0.0035276642571363728,-0.00881708644354652
2600,2.6357560686879533,7.947957606551951,25.52418765972468,0.07821964518708745,0.04149663785668373,0.0014962719889155497,-0.03944729083686353
