milliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.986647285459524,-0.0005984832630454251,-0.0010417324375525353,-0.004586660470794091,-0.00426279063790562,0.0,26.72515121451557,0.0002449062934117132,79.06548904530527,-0.22127338618216694,-0.012579661090794949,0.16528443393142367,-0.018762315641020322,0.0029240981903282254,5.467511929480321e-06,-1.4482810731675114e-05,-1.756925574228496e-10,1.0265967798011738e-09,-9.687868552574218e-07,-2.74987348253266e-08,-1.109266798439411e-07,-2.175531628671899e-08,6.138011126762388e-09,3.290339633500553e-09,1.3311961155617508e-06,1.24997e-07
100,3.959809043161939,0.02719609079294795,3.152910762129239e-05,0.0011736016274606052,0.006339232736902353,0.0,26.72516548258983,7.985223328634671e-06,79.48727446916224,-0.2648699093392227,-0.0027900854974641223,-0.29131196098195383,0.01888777504147405,0.002370407981794782,9.227686666405839e-05,1.455768654970544e-05,1.096655300660591e-09,1.6527150295403771e-09,-1.3172230378418827e-06,2.3556378219703264e-08,-1.9353337353899162e-07,3.7990963290300304e-08,1.7098744607332352e-08,1.933964814670706e-08,2.01969056752969e-06,1.24997e-07
200,3.925176496512678,0.05647219774407929,0.001492961450330571,-0.000815282412089972,-0.005590612872842556,0.0,26.72537238999155,0.00038100165395691114,79.09135595258516,0.5341941249313553,-0.030189258868606628,0.2627843631776527,0.014103815750551885,0.0011365226867425552,-0.0002299384756144853,1.1320163264890632e-05,1.3297274298587772e-09,9.966717570251622e-10,-8.944560234118669e-07,-2.6304034854148037e-07,7.913113628685916e-08,1.9447414580065694e-08,5.419890626201873e-08,-9.27389874324012e-09,1.9728447623650534e-06,1.24997e-07
300,3.8681247537926438,0.08051253799555973,0.003961912322833014,0.012311235961692434,0.004116463911990024,0.0,26.724859503835578,0.0003095143741124628,79.27945367053927,-0.4637490862381207,-0.0011955836579764364,-0.19394531944192864,0.02315957594586025,0.0029335086670433533,-0.0001028730961244062,-5.1110541407413005e-06,-1.6560740393821487e-09,-6.690494914446266e-11,4.1630975842549374e-07,4.2212841422981555e-07,-2.840489000917597e-07,-3.49438924559135e-08,1.7533115431258774e-08,1.6643043401384187e-08,1.058588842282507e-06,1.24997e-07
400,3.8359409727635323,0.10325527940068654,0.005039473388804213,0.01642329737234878,0.0011065222760251647,0.0,26.724686605083416,-8.576987113251131e-06,79.3684970381246,-0.26574670716022075,-0.02014609945633679,-0.23534582948689597,-0.019924095815055644,-0.00016719359586671165,-0.00011686351191237997,1.5494790649024754e-05,1.6023114526736496e-09,-2.9417760675243496e-09,-6.97837739484976e-07,-1.770837974697197e-07,-2.0438857189899063e-07,-5.4302148133468947e-08,3.032163731734196e-08,-9.607213597537101e-09,-6.149367511450321e-07,1.24997e-07
500,3.8251688453907344,0.12192074599714317,0.006718496512394147,0.02345385459050885,0.008339294329592895,0.0,26.724757737115272,0.0002670844504801713,78.97745964340143,0.07240724958573838,-0.009287144472899295,0.2356008369149162,0.02531598606055391,-0.0013595200312011431,-0.00016200667207445907,3.193233804252295e-06,1.429392382752428e-09,-2.337036280104773e-09,-9.599058255350207e-07,1.4312150755067948e-07,1.1112028537454164e-07,-9.190050365406164e-08,2.286846488692447e-08,-5.969215918190984e-09,-4.313462980340745e-06,1.24997e-07
600,3.805214366148194,0.13749398220918957,0.010301622631103024,0.03782196424988501,0.0034253933190329577,0.0,26.725028015354447,4.8499278383627806e-05,79.16904269778605,-0.14441123205275802,0.028375423216286118,-0.07863777902088577,0.01151450442619323,-0.0003575568671630388,-0.0001292165788198357,1.0761974769770466e-05,-9.58129361636714e-10,-1.2921969785367635e-09,7.705696221395144e-07,2.1260837636636897e-07,3.314788901755342e-07,-2.3314960312645027e-08,5.7693068586881165e-08,6.059437138958003e-09,-4.0427629482431115e-06,1.24997e-07
700,3.7777870151586956,0.1517163057825025,0.012704327318066977,0.05173984169864694,0.008978499479527457,0.0,26.724492513592047,0.000624795451688399,80.09389347453369,0.4402677826765082,-0.017235792144577645,0.12463028355819258,0.0008713936257853775,0.0016908806930695296,4.245954342829441e-05,-1.5642783667955304e-05,-1.274449483433164e-09,2.933756245301447e-09,-8.217490557486766e-07,-7.048160434585814e-07,1.6416475314686494e-07,-9.157775111703684e-08,-1.5430356316322748e-08,-1.0109962071154763e-08,9.761714252679897e-07,1.24997e-07
800,3.7279387496201433,0.16319601904103098,0.01700851357405635,0.059987098288829886,0.0017118530503919685,0.0,26.724594353015288,0.0008770953370837464,79.5674021163502,0.28934916173962705,-0.004118749790984962,0.1559329653324232,0.014028007177599324,0.0021708452274571376,0.00023594291369725956,4.001662983495265e-06,1.1670552409393575e-09,3.0278023994804575e-09,7.285146163669657e-07,-6.876276530934435e-07,2.5906007626914467e-07,1.3532585063601214e-08,5.767612670313467e-09,2.3724086487243056e-08,-8.36078249176216e-07,1.24997e-07
900,3.7194555987367113,0.1736552776656065,0.018416579290299738,0.06568428372891406,0.013798496672355675,0.0,26.724132621021088,0.0006813264136771855,79.6624358054263,0.5737591020791412,0.015416272405825552,0.07891259002745722,0.028191954866062328,-0.0026759844354834633,0.00022680256585398518,-7.974032146017243e-07,1.636561314028592e-09,-2.7229604850972325e-09,1.5303165798733283e-06,1.3672055032405263e-07,-1.0731883098525251e-07,1.3413239763490597e-07,2.4669747422969658e-08,-7.136222152351488e-09,-3.727688762615057e-07,1.24997e-07
