miliseconds,EpoRJAK2,EpoRpJAK2,p1EpoRpJAK2,p2EpoRpJAK2,p12EpoRpJAK2,EpoRJAK2_CIS,SHP1,SHP1Act,STAT5,pSTAT5,npSTAT5,CISnRNA1,CISnRNA2,CISnRNA3,CISnRNA4,CISnRNA5,CISRNA,CIS,SOCS3nRNA1,SOCS3nRNA2,SOCS3nRNA3,SOCS3nRNA4,SOCS3nRNA5,SOCS3RNA,SOCS3,Epo
0,3.9626607818262567,0.0027064332242091827,1.5235297725863442e-05,0.005137588621169675,0.006127006087038103,0.0,26.7254289369106,2.833244593517868e-06,80.4186053076234,0.3238837982093722,-0.02796469155430525,0.2248986862963555,-0.010083414106445086,0.0005751231878648732,5.406174649735744e-05,8.192705454516932e-06,1.3964666965507706e-09,2.0041449923556633e-10,-3.091270524826547e-08,-5.35153451565126e-07,1.1246867004827329e-07,-1.5042924804387946e-07,-3.293387188423498e-08,-2.1509475842431573e-08,2.5022898996258083e-06,1.24997e-07
100,3.9321629553089674,0.030891975074761713,0.0001118498309769992,-0.0015242112172179048,0.005654697886977428,0.0,26.724838123884044,-0.00011708187323897592,80.18701650587478,-0.5404488001178595,0.0010971965209389594,-0.25194763080400434,-0.032810740071429007,0.0029448551238098505,-3.8745806017381144e-05,1.1646148011875215e-05,7.132476302537071e-10,4.000806088142263e-10,-1.2714043662933559e-06,3.7004546259355655e-07,-1.5365110509765198e-07,-6.609099403895069e-08,3.288062228954262e-08,2.341943653411805e-08,2.87456985343993e-06,1.24997e-07
200,3.90552505182204,0.05508257101122099,0.0016704022413645272,0.0009022889208272567,-0.003935384196090637,0.0,26.724782014405477,-0.000206899128089693,79.32539453868768,0.6076340853039834,0.006989744919678855,-0.24105868843018324,0.0036592264490388185,0.0024879767699515156,-0.00021856094943281865,1.1117078768880816e-05,-1.233874594898854e-10,2.020458969780372e-09,8.86914112721813e-07,-2.2026784726154741e-07,-1.120314377167895e-07,-6.553628914663934e-08,3.14098709210721e-08,6.319310160206379e-11,-1.5427561868004995e-06,1.24997e-07
300,3.8845940046446428,0.07922879630237914,0.0025478811863034463,0.013348094321162407,0.004731463013612403,0.0,26.724949317726004,0.00019769848714282811,79.3157790476716,0.019387379109291804,0.031271955341775785,-0.18368192854439308,0.0122769116207523,0.00272111257838192,9.40919047460236e-05,-8.816785416349673e-06,-1.5952390867308987e-09,3.117981709032111e-10,8.554372342407884e-08,-1.5981992534804772e-07,-1.9212174647693943e-07,1.542863649713994e-07,1.0013053848088662e-08,2.950632365031129e-10,-1.4958171348269884e-06,1.24997e-07
400,3.866348130453227,0.0981626098379628,0.005038897821988126,0.016456037664441883,-0.0035269716539930726,0.0,26.724810663630905,0.00041727051384376254,80.24988460958426,0.1731423123930569,-0.015972973601570302,0.08737130178577376,0.030665594516921062,0.001684566017829613,-0.00017985755046562226,-7.94718446133058e-06,7.074929015115315e-10,6.32795465425445e-10,1.5438052796241535e-06,-3.926327305578592e-07,1.2342940001017514e-08,6.985063379720078e-08,4.9194029404114446e-08,-7.3245261017109666e-09,3.259149836179819e-06,1.24997e-07
500,3.810240294233006,0.12027101838383522,0.0068325111886072135,0.026869232999703847,-0.0033426039742040685,0.0,26.72488144130182,0.0004813678993064147,80.17991486499311,-0.4219344523570465,0.02600589910565415,-0.025627318403919894,0.0177980523073513,0.002263013842620916,0.0001388384020430563,1.1831704283180914e-05,4.66434123798124e-10,-2.5199874870572056e-09,-6.875648149635279e-07,-4.352795019828301e-07,4.87638866099377e-08,-1.5241799382842952e-07,5.087440002957223e-08,1.471186935314416e-08,2.2725013157199696e-06,1.24997e-07
600,3.7838947076062386,0.13449660270086417,0.010047575774803605,0.02813814547129556,0.008420378540916176,0.0,26.724659660942784,0.000214188394703933,79.59844649127804,-0.193829521509617,0.02079648751267173,0.11261609917860822,-0.0302058346010372,-0.0024418080394154906,-0.00017081323642375817,-2.0599743133988755e-06,-7.34055483164772e-10,-6.835164999645037e-11,-3.345779506188535e-07,-2.7883352838088303e-07,-2.7013921463009624e-08,-7.333845988080684e-08,5.835218852880873e-08,-6.8739825027718825e-09,3.2903228422558007e-06,1.24997e-07
700,3.7528144138330135,0.14908055201257728,0.012399232465014396,0.0455147423058842,0.01027588442621422,0.0,26.724355459760528,0.0002697634198816248,79.4505653470284,0.3180019236916329,-0.015538916514234145,0.12538607310161348,-0.02952971700007728,-0.0012507990967972101,0.00015745833267417417,-8.897683594238757e-06,5.103679850447329e-10,5.109360304485402e-10,-1.7408448656582063e-07,1.4307333152942922e-07,3.505292132712366e-07,6.477657111745343e-08,-3.21868608251657e-08,-9.19101752373545e-09,-1.7825683631827122e-06,1.24997e-07
800,3.746470959139792,0.16559483412608095,0.016868490966108794,0.06013077496647331,0.008744298132229902,0.0,26.724710753050243,0.00041230877265495614,78.86607702534891,0.3396844760839051,0.0007191010538842447,-0.05736227619775735,0.016915833797272416,0.0026940020830987887,-0.00019140621750173914,-5.184268215007239e-06,6.305878418312112e-10,9.03366077894965e-10,5.379708478856874e-07,5.430895763875907e-07,2.203920403307179e-08,3.480168334721865e-08,-3.1756264072127127e-08,-2.5495276932866786e-08,-3.150319165939428e-06,1.24997e-07
900,3.715226277433915,0.17188101875774645,0.018682923431890888,0.07070480478221831,0.01610688715150144,0.0,26.724018835786904,0.000775545762748155,79.16944378367413,0.8628751923741138,0.0076282516187705235,-0.2377108695369419,0.02462056557304131,-0.0018809569322953026,-0.00022801896040119127,1.674431474769959e-05,1.0917162141731652e-09,-2.466046071650336e-09,1.2614217735725951e-06,-3.737677375703847e-07,-2.4727638789509174e-10,5.756336490990945e-08,3.281454077152143e-08,1.595568642653135e-08,-2.5846056966511536e-07,1.24997e-07
