miliseconds,T,H1,H2,M1,M2
0,102710.22893274174,-1457674.706204087,0.26461598652489393,3352.7814797575948,339.02760715376303
100,112463.70915867497,-155966.2644029987,-0.10105754293121633,3703.998265169765,-129.69435019419538
200,119806.44230501473,76676.12755832028,-0.2586731045603024,1558.2329862757686,-335.2373113323532
300,130432.13318505423,-2313169.9612024743,0.1160716216107477,-866.8861879670667,-47.12557881710603
400,133542.74322629865,-1244305.0454890737,0.10871456508397567,-1076.6656016421089,-279.50462187276247
500,133108.49184053665,2067110.7080577186,0.23770439351026934,3208.939674235204,-162.49024823617137
600,147706.16227064605,-1138955.7261803506,-0.1907929479822927,2278.9271531395625,182.67087106361586
700,155075.55630389482,-244300.99526783224,-0.17319679299966348,-3569.6601711265685,56.03407950856571
800,181185.61984367998,1023074.8291289378,0.017129853933759473,2204.6912071586826,209.94740443600077
900,177331.65065408067,1220211.867973397,-0.2561317644634326,-3412.749254351052,150.0773413838059
1000,201189.6484446436,705567.6056520088,0.017078149519144492,3235.400593322129,-326.87050989504803
1100,218925.29340666585,-1530977.076488814,0.2840257910262764,-2793.2910019612004,-170.9481416386788
1200,238172.52787795188,1070166.7217198987,0.253158480937384,1881.5117810381578,258.79385892792953
1300,251790.99898493825,-1451944.0749679243,0.0036623040232948304,-1669.604562927204,-181.1128701646757
1400,267375.18166839215,-1021858.0295754828,0.23468831864067274,54.0266318051086,148.50523896548455
1500,274491.7396113314,-2033564.4437499163,0.16921250230333648,2173.3516613288593,345.40579074790895
1600,302725.3375157413,1539382.459486906,0.20768045629275647,756.4825515537685,-149.32125412660756
1700,314761.4691480445,-406185.4512623326,-0.20806910473148651,-2927.28908169813,47.31641441161506
1800,338662.71195176826,3066767.497639412,-0.11547069630174087,11.354626708041337,19.795163710082498
1900,367331.9829004043,1884877.1851657727,0.23437343688865334,-226.44178273373404,-192.33908850655317
2000,380508.67111769086,97843946.49718966,-0.18904804865553598,7686.999292356605,285.2174211161509
2100,389242.06921625545,102300286.20842242,-0.05998987954270939,10111.099932297919,222.74441618676627
2200,405538.5284390374,100054533.11390263,0.024818695347581746,23084.47846128424,324.1098154136862
2300,416519.9774117927,101874347.50338203,-0.1891697408362807,30190.936193727095,641.8397492053277
2400,417706.2105297548,99213413.3058384,0.15508414592005243,47850.65769554381,294.42420876731967
2500,440687.47324313055,100597677.78415665,0.2695481566165765,55390.040857573396,920.4986043284343
2600,431314.6781252193,98516255.43552962,0.11439398252902995,58827.92246067889,1370.9059465678165
2700,456854.02456829377,101898291.14958875,0.37519064927236623,72443.06365540769,1537.2120871129
2800,462351.49680332904,99834290.7351731,0.3273995405880095,78149.27852186219,1399.3906852383527
2900,470649.8279729092,102196916.27162038,0.4560197091697882,89942.3222498497,2144.4765486663036
3000,473180.3496103655,97783887.70326124,0.7574983290901919,103817.4933549759,2696.7593696007248
3100,495882.01166199055,99838588.49823606,1.2284584086151988,106558.43930496392,3016.7696743080037
3200,502573.4831770885,100103938.887715,1.3259425997084486,117483.28087389533,3557.5908694377795
3300,517040.89367553394,99618332.16115439,1.9980135820509413,125799.2677187283,4285.838706196781
3400,529296.4553428636,101640344.83363265,2.520560636010579,136289.2242025976,5019.008845000099
3500,527302.392620881,98576312.3642651,2.9302126778803625,145524.63442233385,5920.85692306697
3600,544072.9995001669,99964523.25815803,3.6672873370187977,149991.5239959001,6524.62058760954
3700,561998.1627209239,99843879.38216549,3.8961782276104984,156282.34737374375,7423.477310353312
3800,574502.3489384495,98282403.87792777,4.680434840511345,167945.5693481073,7688.762933288604
3900,582250.3707337908,99011284.82446164,5.447678605216093,181048.0887794903,8769.883854759477
4000,592876.7225146588,97749905.50616787,6.71381663330958,186038.22570632372,9823.995988019818
4100,596482.2767116331,100352750.0964081,7.346757808424076,190788.5758147424,11025.683518919026
4200,606243.1014619283,99734820.98514912,8.595373214813357,197752.08498641863,12079.790127971732
4300,619907.9183984927,100441778.90272252,9.930338203415104,209761.45702586425,12936.109020062093
4400,648052.7502327745,98850230.9505302,11.167731994215753,213572.3834315434,14404.550447131915
4500,656404.9951905063,101524691.14258268,12.247472476230296,223931.68427666606,15785.70397176815
4600,662932.0989117778,100834230.49606787,13.79390128822312,233971.25871481656,17391.981011873246
4700,682347.4202626068,101575125.12725288,15.442185426991456,240257.24314321007,18876.34477360141
4800,692385.3656016989,100089882.50304566,17.503009139266435,243649.5046716461,20642.41678931696
4900,718489.8312178794,100645447.788617,19.783635624822423,255681.10773844976,22845.010525993603
5000,735327.6736737154,101855823.65060036,21.84705671805785,257613.96114092538,24730.579496860795
