miliseconds,T,H1,H2,M1,M2
0,102349.98937493717,1736476.462977823,0.0681869588523217,-1770.9768381405086,-272.5735951865242
100,107298.30079447887,541396.923037446,-0.06252255374631953,3103.040030186775,-120.46951223169074
200,119382.07747936378,-930204.4414032404,-0.0155212979175062,4112.730719649319,210.86236799538293
300,125569.77899039253,991118.5996508681,-0.16336211336296777,-1665.1577958304883,-49.299738144029206
400,124394.11531888825,1987924.593453032,-0.023065132782283847,-3060.5384337857263,301.49900787449445
500,138652.647429132,-1014391.9777425053,-0.02960114021296952,1433.1194229927776,-195.6295656429496
600,154185.73683269872,2440114.9565619677,-0.1211951520735131,-217.46727897439166,218.1796720930052
700,164069.60854919945,-1660337.4891329065,0.20713700154225728,1311.510064110135,-97.6496144571114
800,181984.69903924663,-1868904.1617955486,0.17350749183103736,-3238.8949015929547,232.06068295376042
900,183437.69447645248,-1028870.1146360028,0.1582990059265255,911.3856423264563,-327.7330984447607
1000,205834.32796991494,156120.5516741229,0.09460674763145806,1419.8845561837697,33.561058771266225
1100,221166.8163729579,1031546.2003031184,0.1918012806416597,-4064.1380401413076,-100.03831561656524
1200,234991.3083099702,710556.6169575343,0.25467065093456087,-473.95796225173086,-15.743370488369816
1300,251808.65972422416,1248374.3856001184,-0.28091128567019447,-1331.463170796435,-299.9885768398946
1400,268636.9961342212,833641.4390553453,0.16347613653391838,1175.243316413236,319.6115434437938
1500,282500.9347685207,1822529.224340211,-0.06696491951324197,3510.5053139278175,260.7970266257444
1600,298409.25756092404,-1449381.5642193782,-0.08271062563870032,2413.4463927159263,-192.489968316193
1700,316628.84728130745,-1583077.4561317917,0.011886239554357032,1336.4001972929325,339.681971486785
1800,355194.6158741244,-260176.1028416286,0.10087665914924053,-2922.9464530966866,314.1632697169175
1900,374977.12082634494,3558789.046335118,-0.22865717051389176,145.40133060888468,279.10382145315003
2000,390579.32635175745,97931331.45336966,0.20717971773536367,2082.094590089308,-123.03202503297098
2100,401629.2853022552,97629820.04257819,-0.22892542178445507,13717.83313646984,384.4199752603851
2200,399321.3623985804,99879726.57170336,0.13983153922538796,28032.80908355432,424.352405416226
2300,410192.92239791027,102296136.52667855,-0.1865525543898192,34044.53876490547,209.0739157360328
2400,425072.4180911516,97822943.55148022,0.14006307836455684,48241.10767063179,666.809698641045
2500,422630.36669223435,102416961.41905098,0.05971609958594282,50283.379785558034,804.5939133041569
2600,440630.3838522485,100780550.04834831,0.08191651673538872,62385.92845837264,908.5387770835734
2700,447746.92882196157,100423992.55116093,0.18861369973533693,76602.72117938833,1600.799795390579
2800,463284.019738617,99933297.16942519,0.6474980579523506,79080.33622804057,1612.3054977625422
2900,467445.1775884263,101921833.84406307,0.45610611505946974,91324.59773352665,2195.066134750279
3000,470545.23335081787,100703864.87956513,1.0694001516180933,99125.47548825861,2411.0467925995586
3100,494531.29925288283,101851528.13133457,1.2219519714734768,112656.75453027166,3093.7989623795697
3200,490019.96591428516,101696497.50151014,1.675663494354044,117203.91252678787,3728.2766605205497
3300,516406.05898445303,99386744.96692687,1.942119620765232,129421.34586431623,4408.760581095982
3400,529046.014162574,101820503.86010592,2.2040213010228205,138570.88155271232,4995.265251890111
3500,525072.3466441997,97683021.38488314,3.060008582244289,143331.56613151517,5756.1885596275315
3600,545764.7952345761,101152439.59629716,3.1597655939989373,156656.22981709632,6673.268697724514
3700,563341.2016604726,101451257.94854963,4.05396534295906,156266.81639664763,7114.598122600621
3800,565069.5214532464,97696446.02565423,4.920997047482051,172273.30249529253,8194.759687329708
3900,580077.3302009914,100493074.81631587,5.429330170754975,175231.28129131056,8607.158581901096
4000,583056.6098120724,101109345.05332759,6.351017827439533,181464.14742270956,9678.53998163903
4100,602848.1169027517,98834380.30698515,7.499792876260737,190645.33321500896,10651.153131583826
4200,613298.6477710872,99907078.42306994,8.429191019632361,200792.69178106956,11740.71876797016
4300,625857.8064197612,101750230.3714503,9.662093442085192,207547.68954607335,13015.083169322266
4400,644878.010056851,98604581.13868146,11.29999815426854,220793.8734383154,14294.283455091305
4500,646921.6352310106,99267076.37984458,12.207865203439136,227407.75584616663,15990.547375836952
4600,662505.6067224655,99150090.15518326,14.242530980330695,227518.386018097,17456.236785004145
4700,680455.8202865776,97768721.59138176,15.922256289206384,243210.55250970737,18817.60096949702
4800,695205.3203621919,99348982.11978112,17.45977494453257,250502.82840544346,21206.679994606468
4900,710558.3361932585,102448131.95580608,19.643940946779075,256639.1485054044,23010.79345343016
5000,727112.8816223106,100446898.6863521,21.970589103294895,263017.5282257263,24958.462398725103
