milliseconds,Fbna,FM,Thb,Fbni,C0,C1,C2
0,0.0,0.15,1.0,2.5,0.0,0.0,0.0
100,0.008245054781565554,0.1479603879258112,0.9997919011676787,2.493489146118289,3.364517290905535e-05,7.714144895200117e-05,9.731221044321919e-05
200,0.016417027823605063,0.14625130138018305,0.9997759196880821,2.4870008637201377,3.3557087417708533e-05,8.379659189600618e-05,0.00010672663258709568
300,0.0243602213189274,0.14475867660256383,0.9997623943097913,2.4805295560563074,3.3469317241330395e-05,9.019617252666745e-05,0.00011394020042350299
400,0.03208042475607677,0.14347256284275334,0.999749144529478,2.47407517329129,3.338178702458779e-05,9.649017569111025e-05,0.0001209835077890782
500,0.039585545914222295,0.14238493457435536,0.9997360852375897,2.4676376695176185,3.3294493204936124e-05,0.00010268516936350048,0.0001279350998246826
600,0.04688333381263142,0.14148801873086136,0.9997231800096107,2.461216999275013,3.3207433900237994e-05,0.00010878449693567748,0.000134828059536338
700,0.05398132873092906,0.14077425668339208,0.9997103954995633,2.45481311745195,3.312060734825166e-05,0.00011479139134741193,0.00014169250172416253
800,0.06088686323303118,0.140236302936782,0.9996977012908879,2.448425979264976,3.303401189622915e-05,0.0001207089726690922,0.00014855572452959046
900,0.06760706386399813,0.13986702348443028,0.9996850699176777,2.4420555402409247,3.29476460097093e-05,0.00012654023954053784,0.00015544219675474818
1000,0.07414885128783467,0.13965949279921183,0.9996724753749768,2.435701756197028,3.2861508212004756e-05,0.00013228815746144597,0.0001623749593324169
1100,0.08051894384972216,0.13960699215183886,0.9996598940882004,2.4293645832247157,3.277559711914416e-05,0.0001379555843087219,0.00016937473035429936
1200,0.08672385975017755,0.13970300680306502,0.9996473045817411,2.423043977675,3.2689911427876366e-05,0.0001435452848841457,0.000176460221929523
1300,0.09276991919624732,0.13994122315153837,0.9996346871136629,2.4167398961453297,3.260444990220166e-05,0.0001490599474397195,0.0001836484889779146
1400,0.09866324755226555,0.1403155255362624,0.999622023648284,2.4104522954658116,3.251921137157527e-05,0.00015450217795193104,0.0001909549623752489
1500,0.10440977883019685,0.14081999259775863,0.9996092977754069,2.4041811326858253,3.243419472680208e-05,0.00015987449979244528,0.00019839353005672537
1600,0.1100152590227273,0.14144889367663166,0.9995964945694528,2.3979263650638942,3.2349398915522595e-05,0.00016517935698402331,0.00020597667463049792
1700,0.11548524948332402,0.14219668535097033,0.9995836005426965,2.391687950053492,3.22648229389043e-05,0.00017041911100655095,0.00021371552334098576
1800,0.12082513030892021,0.1430580075899596,0.9995706034057891,2.385465845300673,3.218046584500898e-05,0.00017559605368130078,0.00022162007466751174
1900,0.1260401040109645,0.14402768028372234,0.9995574921651101,2.3792600086236257,3.209632672826377e-05,0.00018071239291583154,0.00022969911522869186
2000,0.1311351996437588,0.14510069853071467,0.9995442568233572,2.373070398018699,3.2012404721582966e-05,0.00018577027328787793,0.00023796049861628482
2100,0.1361152761796737,0.14627222948404844,0.9995308884877616,2.3668969716391097,3.192869899850716e-05,0.000190771759861275,0.00024641105336175017
2200,0.14098502726614393,0.1475376072191133,0.9995173791779532,2.3607396877999407,3.1845208768835225e-05,0.0001957188520737583,0.00025505676118732127
2300,0.14574898521076485,0.14889232881359235,0.9995037218565104,2.3545985049689087,3.176193327343381e-05,0.00020061347852292296,0.0002639027316765736
2400,0.15041152446436723,0.1503320505671767,0.9994899102731836,2.348473381756516,3.1678871782819894e-05,0.0002054575014616366,0.00027295335355552057
2500,0.15497686453358386,0.151852584847813,0.9994759388362902,2.3423642769007462,3.1596023593538236e-05,0.00021025271752088558,0.0002822124225791207
2600,0.15944907605717049,0.15344989424139993,0.999461802730994,2.336271149280729,3.151338802959446e-05,0.00021500086083341453,0.00029168302012669566
2700,0.16383208661674248,0.15512008598189672,0.999447498044526,2.33019395792988,3.1430964445403364e-05,0.00021970360657374825,0.00030136738443896984
2800,0.16812967690417865,0.15685941419712757,0.9994330209323802,2.324132661950049,3.1348752203167326e-05,0.00022436256594398604,0.00031126774945715763
2900,0.17234549031325722,0.15866427125547347,0.9994183681097736,2.318087220562826,3.1266750685199835e-05,0.00022897929287674933,0.00032138584664914287
3000,0.17648304348653707,0.16053117890988577,0.9994035377414763,2.3120575932025247,3.118495931752857e-05,0.00023355528823049842,0.00033172201096058103
3100,0.18054571566366323,0.16245679508921948,0.9993885274088862,2.3060437393054536,3.110337751431417e-05,0.0002380919946028161,0.00034227721898148175
3200,0.18453676193615887,0.16443790292733315,0.9993733353115795,2.3000456184352247,3.1022004709785996e-05,0.00024259080240147908,0.0003530518812935724
3300,0.18845931620958917,0.16647140799082175,0.999357960371799,2.294063190302267,3.094084035832526e-05,0.00024705305027448055,0.00036404573755161203
3400,0.19231639451522317,0.16855433442527698,0.9993424019457667,2.288096414730296,3.085988392714259e-05,0.00025148002688837466,0.0003752581434001691
3500,0.19611089781297733,0.1706838211379372,0.9993266592830887,2.282145251591553,3.077913488348334e-05,0.0002558729729590838,0.00038668860905007746
3600,0.1998456164153841,0.17285711844977508,0.9993107321009843,2.276209660880099,3.0698592710168004e-05,0.00026023308213156567,0.0003983362241542696
3700,0.20352322869940276,0.17507158949640955,0.9992946206484493,2.270289602727272,3.061825692801396e-05,0.0002645615008094322,0.00041019959379229396
3800,0.20714631539034395,0.17732469477908702,0.9992783250767273,2.2643850373134673,3.053812703442449e-05,0.00026885933396058714,0.00042227746225562775
3900,0.21071735582743423,0.17961399662152175,0.9992618458307682,2.258495924927257,3.0458202545796347e-05,0.0002731276436819259,0.0004345683229813141
4000,0.21423872539327185,0.18193716201199644,0.9992451837822346,2.252622225961431,3.0378482981717306e-05,0.00027736745079924265,0.00044707028396093266
4100,0.21771271007894913,0.1842919472741168,0.9992283398359447,2.2467639008925686,3.029896786933226e-05,0.00028157973742610587,0.00045978145873572
4200,0.2211415072113521,0.18667619747165887,0.9992113149966019,2.240920910283664,3.021965674080353e-05,0.00028576544828066785,0.00047269989835204736
4300,0.22452722304296077,0.1890878491133526,0.9991941105205899,2.2350932147915823,3.0140549135228882e-05,0.0002899254891305882,0.00048582344111917393
