milliseconds,A,R,S,C
0,1.0000019009176926,8.560422589613476e-07,1.0001425759284635,-0.0113111609392777
100,0.999915721824392,8.067136671439625e-05,0.9998537774734647,0.99959578082454
200,0.9998343363675302,0.00017636908294128733,1.0001022867803822,0.9859491818501125
300,0.9997683038070124,0.00023233494643330445,0.9999573726619485,0.9930992105637557
400,0.9997121202463413,0.0003138444482029816,0.9999712603898689,1.0047209423636265
500,0.9996359503717871,0.0003591182528675203,0.9998779649868196,0.9808490781312523
600,0.9995896489308155,0.0003904727261187399,0.9995479502587582,0.9933723459997021
700,0.9995727301861262,0.0004573302370191186,0.9997501274694147,0.9835170685684269
800,0.99952410972667,0.00046152672496733245,0.9995322069546482,1.0022147233871055
900,0.9994922510565463,0.0004913543262657307,0.9995625326367198,0.9804262633012801
1000,0.99946760406582,0.0005392270740563922,0.9995355375340395,0.9849426167396436
1100,0.9994509577685876,0.0005554505248984578,0.9994125376324453,1.0041337573638442
1200,0.9994291546241307,0.0005828735108641576,0.9992458017017687,0.9874864502466357
1300,0.9994244990614106,0.0005869130504541319,0.9991538604383565,0.9819955013264012
1400,0.9993956445628248,0.0006007701430760963,0.9988188297598112,0.9830817017093936
1500,0.9993837738761195,0.0006081907527113017,0.9987289149710276,0.9789380449193259
1600,0.9993611742346481,0.0006149361850785288,0.9985338922280648,0.9951437593189845
1700,0.9993605216569923,0.0006173697093522171,0.9985012476126731,0.9942822570010613
1800,0.9993681491321426,0.0006578976264388913,0.998403466448197,0.9956587686480628
1900,0.999360906156249,0.0006474801810484805,0.9984478919464607,0.9796261186309468
2000,0.999338724301559,0.0006464765261200337,0.9979919446088559,0.9999953280659759
2100,0.999352273311495,0.0006548811715605466,0.9981408930773328,0.989547681067163
2200,0.9993193980200421,0.0006669036919461215,0.9979031413354705,0.9800196127418189
2300,0.9993260237804497,0.0006676128460842049,0.9977805553847107,1.0000644994982433
2400,0.9993247506478111,0.0006694279872332638,0.9977504753933442,0.9899072799851312
2500,0.9993328521277435,0.0006629054592676055,0.9973924417197786,0.99715896870053
2600,0.9993185178839623,0.0006778378705327192,0.9972042295748901,0.9815547365370443
2700,0.9993090202713163,0.0006752427072936173,0.9973132876864005,0.9877248829862273
2800,0.9993273294934696,0.0006849997358643244,0.996904474371604,0.9795067489921906
2900,0.9993230953752634,0.0006811457056885772,0.9967958209828789,0.9998027743634836
3000,0.9993162244642834,0.0006791296971554282,0.9969817311803052,0.995597531542607
3100,0.9993285337451153,0.000673094310003654,0.9965347746782754,1.0006006135126995
3200,0.9993263068897101,0.0006971901359397966,0.9965202049836719,1.002290929003091
3300,0.9993269295279954,0.0007031259859358672,0.9962382476358471,1.0001618172286846
3400,0.9993055382301108,0.0006809370252018529,0.9961728052841463,0.9984532331867431
3500,0.9993214357893657,0.0006816693925796307,0.9963195016706563,1.0019890787584609
3600,0.9993007706798077,0.0006784869738279175,0.9961697975802729,1.0014506694831629
3700,0.9992967399373804,0.0006742305924413464,0.9959947677335561,0.9936632807901334
3800,0.9992972134132466,0.0006944145890000666,0.9957455747014118,0.9885834160902292
3900,0.9993091710011379,0.0006758090991418349,0.9955785184885186,0.9835632960736612
4000,0.9993134838294465,0.0006948108905371879,0.9955918846982521,0.9928608395016999
4100,0.9993003534326315,0.0007000907542822712,0.9952773750870526,0.9965781731166632
4200,0.9992999780895266,0.0007038071469008423,0.9952177607202742,0.9845823418248016
4300,0.9992950628976341,0.0007033371927455632,0.9950150567964463,0.9871014902157514
4400,0.999301609916727,0.0006914288020347683,0.9950191136694047,0.9824690772736523
4500,0.9993029778863893,0.0006981565558770242,0.9948485594198535,0.9899831669208304
4600,0.9993162878414166,0.0006762684266403798,0.9946150276422935,0.994502563443502
4700,0.9993096677582318,0.0006987426020489769,0.9944961915604651,0.9909004009315625
4800,0.999316858339441,0.0007010990805785225,0.9943708663533684,0.985980632615651
4900,0.9992977822106891,0.0006961569889716495,0.9943778443323014,0.9847391312452654
5000,0.9993148823982879,0.000681419946267956,0.9940580490345851,0.9919720718368464
