milliseconds,A,R,S,C
0,0.999994944410341,-1.1508279925583515e-05,1.0000016153496152,0.002068317978519467
100,0.999892769973645,0.00010199611077133858,0.9999077198890173,0.9921754897237532
200,0.9998136098400981,0.0001662960651067127,1.0000474414602476,0.9826584636873583
300,0.9997638579936385,0.0002447513291908853,1.0000752373211788,0.9878070125092842
400,0.9996994474845665,0.0002959839612038444,1.0000020444603521,0.9851207516654857
500,0.9996394102274245,0.00035121798600001457,0.9998894609648087,1.0017455001776003
600,0.9996071698998951,0.0004178632092411825,0.9997171024739592,0.9900778280118437
700,0.9995664998060136,0.00043098782195034565,0.9998192720329987,0.9932306236582674
800,0.9995328939903544,0.0004776112833656911,0.9997317897137782,0.9975187955236099
900,0.9994988266444604,0.0004975862840816179,0.9995041527722479,0.9899645186601121
1000,0.999480100231583,0.0005451101353821131,0.9994522965028638,0.9846723298292419
1100,0.999459028843126,0.0005469371092530233,0.9991779428150732,0.984847129483645
1200,0.9994172409451026,0.0005596724736171779,0.9989536644829857,0.9914884901801144
1300,0.9994192360731148,0.0005773416790774204,0.9990613120270893,0.9848383628245914
1400,0.999389791918881,0.0006134089540014607,0.9990412703368117,0.9798316049086718
1500,0.9994014683161182,0.0006080875511841466,0.9989274827273695,1.0053983112486027
1600,0.9993905041378321,0.0006337768688232,0.9985742357958322,0.9785729828555724
1700,0.9993732812162086,0.0006363690769834807,0.9984614728341367,0.9939065482479307
1800,0.9993431775250373,0.0006335589615094065,0.9983769562297807,0.9818696812278498
1900,0.9993527143423995,0.0006593177135160983,0.998216816288473,0.9957440702979619
2000,0.999352127695665,0.000641068131697712,0.9981907626517992,1.0029047446137382
2100,0.9993389288592007,0.0006452081432115466,0.9980623938859899,1.001411608799132
2200,0.9993377837448119,0.0006594734203634989,0.997708502910268,1.0030513616526762
2300,0.9993288503250068,0.0006522059375837911,0.9978084258009206,0.979359038214577
2400,0.9993422054747501,0.000685379587274211,0.9975335787210526,1.005241673026749
2500,0.9993363003792847,0.0006797340394869703,0.9975980968323351,0.9937910388312898
2600,0.9993266532452196,0.0006715286131246438,0.9975223631224449,0.9851423325554414
2700,0.9993232844047515,0.0006694517076898751,0.9973094282096384,0.9961862912719873
2800,0.9993123690921369,0.0006952132579293828,0.9970886555989881,0.9777117466768104
2900,0.9993151058457385,0.0006782239500464475,0.9969221247662795,0.9843337224279035
3000,0.9993259578523712,0.0006776674797083678,0.996717043276108,0.9951181666550464
3100,0.9993148089393585,0.0006877597129560125,0.9968480978370553,0.9832977852474923
3200,0.9992975551011131,0.0006805775726508779,0.9963894004176042,0.9945961141935081
3300,0.9993280721557767,0.0006907251384060709,0.9963338011783472,0.9903861615428035
3400,0.9992977360128811,0.0006943080783505561,0.9961497917958161,0.9908566949245627
3500,0.9993073204491343,0.0006817552827398554,0.9961074459230457,0.9842414682141197
3600,0.9993100907758485,0.0006912076523598906,0.9960894368180441,0.9944729461262108
3700,0.999324469999197,0.0006931901799191673,0.9960182496597568,0.9857571093646801
3800,0.9993169721453818,0.0006769250851627178,0.9956750293597009,1.0031318003823841
3900,0.9993182146622946,0.0007022276798573244,0.9955705651104974,0.9888709090318594
4000,0.9993081744989994,0.0006776882871075004,0.9954136755843276,0.9802306429378957
4100,0.9993017846140894,0.0006916605537949948,0.9951644955698377,0.977004145524161
4200,0.9992924529158103,0.000692333915739417,0.9951570106613582,0.9911244918710049
4300,0.999297251174247,0.0006905313128589782,0.9952126110111177,0.9976020080907313
4400,0.9993138427978285,0.0006884391713883988,0.9950240956005408,0.9932877141025794
4500,0.99930518009723,0.0007030348813802394,0.9949302661090798,0.995870674947669
4600,0.9993147232955996,0.0007069697514779943,0.9947981212743053,0.9766627650076722
4700,0.9992955793572136,0.000685424820605563,0.9944003558685707,0.9960693965360035
4800,0.9993109087933848,0.0006789941673801137,0.9943985249573675,0.9792486386616339
4900,0.9993101321085944,0.0007006001872935599,0.9943328275735317,0.9755452542118105
5000,0.9993089745699708,0.0006764901471034738,0.9941683792379862,0.9973736129866434
