milliseconds,A,R,S,C
0,0.9999969767165894,3.556548174165646e-06,1.0001044793008556,0.008359372584552256
100,0.999890175205567,7.998653847422292e-05,0.9999089884632232,1.002328534272339
200,0.9998151923468978,0.00017388422913714713,1.0000625219464594,0.9975561509672762
300,0.9997533323685027,0.00024054151240166527,1.0000358586687266,1.0058036842304456
400,0.9996798469195816,0.0003116160636153298,0.9998516810464199,0.9909425242701323
500,0.9996285526812743,0.0003473670947371201,0.9996904900936191,1.002729484049955
600,0.9996151395926484,0.0003923790069571878,0.9998364045379533,0.9965847537685636
700,0.9995590222097042,0.0004549687688668249,0.9997019965566024,0.9937375262074274
800,0.9995227725645198,0.0004771561985096574,0.9994579495268019,1.0002027744339148
900,0.9995089756544225,0.0004963657234172423,0.9993687525593893,0.9840270750475308
1000,0.9994602674322559,0.0005260202841202158,0.9995350295559579,0.9872180826588134
1100,0.9994351642245483,0.0005450942596361202,0.9993630166487927,0.9995163842132532
1200,0.9994157129340061,0.0005628959441090466,0.9993079614140382,0.9884190997233384
1300,0.9994077292150783,0.0005804394910169859,0.9990295019837954,0.9836724185563994
1400,0.9994106487174118,0.0005864455560524902,0.9990328867375728,0.9787649380539803
1500,0.9993854736895814,0.0006079043642537426,0.9986404764969661,0.978718804761059
1600,0.999370571118783,0.0006395496419844271,0.9985186935417446,0.9916958873095161
1700,0.9993808384105838,0.0006302620966894762,0.9985213110123623,0.9972543930870092
1800,0.9993521873938436,0.0006534972892685343,0.9982784902694988,0.9948835525915664
1900,0.999361122445145,0.0006472978301803597,0.9981504371498922,0.9817951356692345
2000,0.9993511635216609,0.0006458278535716594,0.9982667135277802,1.0038251145171533
2100,0.9993522334663234,0.0006678741659973428,0.9979113682904145,0.9787803568550654
2200,0.9993369250867692,0.0006666463360032023,0.9977465639594919,0.9899462936668766
2300,0.999348044588693,0.0006780129765035087,0.9977336000548683,1.0034947527304088
2400,0.9993136858654378,0.0006754824636034679,0.9976710011105625,0.9799277366273843
2500,0.9993216280550261,0.0006708221638941648,0.9974643253938371,0.9935474143332582
2600,0.999310393671633,0.0006725379272287162,0.9973521458498547,0.9908304948151759
2700,0.9993364760050489,0.0006716960784160375,0.997383720880041,1.0040238002208228
2800,0.9993030418596729,0.0006762842663912422,0.9970314767240036,1.0033108587194517
2900,0.9993099384345696,0.0006814674686451595,0.9969400913171643,0.9968016647577694
3000,0.9993132257890474,0.0006854862108527796,0.99695988277208,0.997232957965135
3100,0.9993306794227128,0.0006918407648412691,0.9966795731461243,0.9997048879210704
3200,0.9993058104445347,0.0006906497181985009,0.9966256880450503,0.9912126065781443
3300,0.9993139411454176,0.0006963809536623206,0.9964178311761079,0.9890311082454626
3400,0.9993077568429385,0.0006951885322328044,0.9963182171614011,0.9969726999400514
3500,0.9993244762521409,0.0006848281205524002,0.9962511231783854,0.9941070740959816
3600,0.999300877202566,0.0006804080042118544,0.9960032428479797,0.981726090364189
3700,0.9993106075934606,0.0006814064405379057,0.9959320673924075,0.9915303212319513
3800,0.9993245043558181,0.0006930090385868931,0.9956356353509639,0.9931159160531211
3900,0.9993234431526168,0.0006893636334640614,0.9955801319700037,0.9755922979120332
4000,0.9993218738838645,0.0007016835216120499,0.9955010002287368,1.0020599051138412
4100,0.9993029867735359,0.0007029988552961075,0.9954139709480203,1.00141988880111
4200,0.9993012273120145,0.0006990395728143463,0.9951613193088107,0.983814116844277
4300,0.9993206151583534,0.000690142082010281,0.9949077347878522,0.9920062410051552
4400,0.9993240010200589,0.0006832740578418152,0.9948747765639843,0.999238174264921
4500,0.9993000795906066,0.0007085278843187485,0.994886274730167,0.9787621445476714
4600,0.9993029128304868,0.0006919523920495863,0.9947285245393789,0.996165384327831
4700,0.9993140167114002,0.0006881047358754782,0.9943202084369133,0.9844606622561928
4800,0.9993202509602349,0.0006849514246790518,0.9944440344684767,0.9767813687669297
4900,0.9992937046028917,0.0007059586023986436,0.9941698595717128,0.9852925042494258
5000,0.9993015884500112,0.0007018711874787929,0.9940140445105536,1.0016455804613171
