milliseconds,A,R,S,C
0,1.0000162311591132,-3.664113331617623e-06,1.0000817426674258,-0.0035674681891845464
100,0.9999203500115662,8.533801477511816e-05,1.0000284207745178,1.0070165444639751
200,0.9998344385220641,0.00018143824511149538,1.0000999883979418,0.9812435492897598
300,0.9997669136062102,0.0002595793364286656,0.9998154819671712,0.9824007823902651
400,0.9996979183996046,0.000298729893682405,1.0000183835077434,0.9894375415780953
500,0.999636466854726,0.0003421385967283511,0.9997099033372178,0.9903168462430694
600,0.9995903497150591,0.0004110595669386362,0.9997804707729606,0.9813292244709328
700,0.9995437133280133,0.0004308965313464881,0.9995605468393991,1.0069264829549076
800,0.9995305262960265,0.00046012224517111506,0.9994820090687409,1.0050399266803272
900,0.9994996753489129,0.0005167591459301541,0.999513883903522,0.9880158912209993
1000,0.9994824974482938,0.0005386748606841098,0.9992996904221291,1.0068783003036916
1100,0.9994476808917057,0.0005576033052715626,0.9991003456261536,0.980920212871797
1200,0.9994205315067127,0.0005732770775137936,0.9992575502457135,0.9937056597931393
1300,0.9994032124651603,0.0005814404464264805,0.9991013171257648,0.9893276679033419
1400,0.9994122191467011,0.0005931867531799802,0.9988849902072325,0.9887968810912273
1500,0.9993959202491925,0.0006053708638041935,0.9986865795405638,1.0054203738106529
1600,0.9993804059066287,0.0006350945459215126,0.9988102872107673,0.9879036936526941
1700,0.9993647011838661,0.0006397820057168564,0.9986674673775491,1.0004546406919557
1800,0.9993585571374193,0.0006507284020776146,0.9982279823079275,1.0002277259105348
1900,0.9993448394645208,0.0006577856081744213,0.9984185787510431,0.9843025985607232
2000,0.9993351830205977,0.0006659540548025294,0.9983071258312869,0.9874860645057235
2100,0.999336658967616,0.0006496239111607458,0.998184219177863,0.9859391816485203
2200,0.999348493290189,0.0006685102780035115,0.997982274837926,0.9880431099722435
2300,0.9993163197269483,0.0006578607833731471,0.9975888824776742,0.987704080947441
2400,0.9993379973446925,0.0006869201327572305,0.9976133400543706,0.985630795617177
2500,0.9993374572603723,0.0006673387817713216,0.9976469689464951,1.0009272678924568
2600,0.9993261493601209,0.0006914508022354605,0.9973428896714546,0.9891334087422934
2700,0.9993118058719257,0.0006768863820717614,0.9970812847719596,0.9891273577112446
2800,0.9993118677397688,0.0006731016245677597,0.9970152521084616,1.0036019197107056
2900,0.9993058107329469,0.0006686696011403778,0.9968283143478031,0.981181478674846
3000,0.9993319978260827,0.0006777477595240154,0.9967358766774048,1.0014217437721629
3100,0.9993304810007785,0.0006703389457185514,0.9966532803099057,0.9935930843611879
3200,0.9993089581032014,0.0006806055612329267,0.996564387063586,0.9957716066780712
3300,0.9993088222990638,0.0006823597245812596,0.9963626123901437,0.9883368695718606
3400,0.9993137917368295,0.0006925263400312351,0.9961876475406997,0.9798405118555201
3500,0.9993261588378847,0.0006763287437886452,0.9961459159886719,0.9803759200829478
3600,0.9993137125614933,0.0006940806776739557,0.9961528486777904,0.9949306756991773
3700,0.9993266588860614,0.0006831468520384229,0.9957077005298838,0.9868094257285187
3800,0.9992936004744897,0.0007031022142419013,0.9955666085974113,0.9782932480450123
3900,0.9993159922676597,0.0006906878184216044,0.9957768803179343,0.9940003444173798
4000,0.9993109666022719,0.0007057369491038633,0.9954198923252131,0.9994860350629857
4100,0.9993209122044434,0.0006994511047724071,0.9951412953679558,0.9925607358233528
4200,0.9993224117252959,0.0006779292697276656,0.9951436774987888,0.9851041834960147
4300,0.9993064011855302,0.0006898771435493751,0.9950708243837757,1.000871709423934
4400,0.9992931262942917,0.0007015050318149266,0.9950657381201519,1.0014553135795552
4500,0.9993236102230041,0.0006983591264405956,0.994708554846266,0.9753467020557627
4600,0.9992942947504551,0.0007092536908888557,0.9945425689554505,0.9819468900065551
4700,0.9993082878617211,0.0007056159122282011,0.9943522424550094,0.9912505566051585
4800,0.9993003148432956,0.0007072397423340086,0.9943992723955576,0.9856410225807591
4900,0.9992985214634034,0.000700301085745118,0.9942394079047447,0.999390200916845
5000,0.999318764235434,0.0007004192124038485,0.9941455947538939,0.9786905163130517
