milliseconds,A,R,S,C
0,0.9999852061665153,-5.376204663007233e-07,0.9998557441379536,-0.007959636064297712
100,0.9999225594609942,0.00010042388929401694,1.0000178015564622,1.0005244489104779
200,0.9998299854286132,0.00016825844612787194,0.9999345253007973,1.0017494205857795
300,0.9997532048139041,0.0002379517485081156,1.0000400510762086,0.9939077007999266
400,0.999691365630737,0.00030344684993198836,0.999748139566078,1.0057724634795104
500,0.9996406439244264,0.0003677472577929931,0.9998867209001869,0.9829953631187682
600,0.9995866538925817,0.00038686914331487134,0.9997406879467696,0.9929613840296659
700,0.9995576352379671,0.00044132479489320317,0.9995003438455181,1.003889937732717
800,0.9995409558138726,0.00048370820947174774,0.9995912090552478,0.9955150435274966
900,0.9995019965615275,0.0005011683745796284,0.9993649536441561,0.988911360827118
1000,0.999486991410499,0.000530833331934912,0.9993349851543254,1.0064698676349404
1100,0.9994518531951445,0.0005417235072564294,0.9993045287519992,0.9835029304713596
1200,0.9994336355928194,0.0005810833780600402,0.9989908952976593,1.00277371433146
1300,0.9994064960026456,0.000581818330887625,0.9991784599042248,0.9969630967020703
1400,0.9994052796832911,0.000596341961764041,0.999025673592803,0.9868176188757428
1500,0.9993994223504264,0.0006277553163229038,0.9986898650447382,0.9889300971672705
1600,0.9993872549032298,0.000634319119350304,0.9987959683073913,0.995689810918228
1700,0.9993502878735864,0.0006211758253268334,0.9984767852661972,0.9997538513601201
1800,0.9993592035593135,0.0006508166907599913,0.9984877895659279,0.982248668733419
1900,0.999346314609272,0.00066043399410477,0.9984402675229657,0.987374144474719
2000,0.999360173973957,0.000667145488296059,0.998112007631031,0.9996340432631312
2100,0.9993273188199265,0.000643540110049914,0.9981607365328145,0.9837097919312909
2200,0.9993366665742598,0.0006722259933337801,0.9977768648873806,0.9831124145288028
2300,0.99931676270503,0.0006739084447950976,0.9979064247201371,0.9991989603497261
2400,0.9993304418524558,0.000677154228992023,0.9977711458017828,1.0036558961247402
2500,0.9993152857029445,0.0006603045723084087,0.9973733021051815,0.9901981097494111
2600,0.9993091538872593,0.0006783207416694554,0.9974159791180969,0.987946099607584
2700,0.9993157377319086,0.0006706305985128987,0.9971857403252742,0.9808090529126655
2800,0.9993030398723309,0.0006662726829019965,0.9971073656547288,0.9875391012201484
2900,0.9993133734392414,0.0006992163266422706,0.9970968138554703,0.9903656776559305
3000,0.9992999083253574,0.0006947847841204543,0.9966743270422688,0.9887806837601077
3100,0.9993003893757002,0.0006878666709550691,0.9966957113104072,0.987966839827581
3200,0.9993096287197608,0.000691888354853768,0.9966243659183546,1.0014181410678769
3300,0.9993271280684488,0.0006941090074509765,0.9962540088405686,0.9921636117607028
3400,0.9992995125733266,0.0006845924437271978,0.9961422776338683,0.9992007898125823
3500,0.9993086387349438,0.0006872154354425581,0.9961708557426606,0.9890204521687126
3600,0.9992976552246644,0.0006750659526527638,0.9959147292098549,0.9794159616050448
3700,0.9993005487901081,0.0006920809400967442,0.9958822359702817,0.9964055508723787
3800,0.9993163127278437,0.0006955655144288638,0.995764262558973,0.9766869713046745
3900,0.9992936634724943,0.000677260233335809,0.9956339267618629,0.979111035132572
4000,0.9993149872924534,0.0006950518181813205,0.9955895322257855,0.9806104355528354
4100,0.9993032567254232,0.000691222681987901,0.9954081002627369,0.9815845199073421
4200,0.9993068450287959,0.000700543090042179,0.9952284354165809,0.9830205776022064
4300,0.999315095983743,0.0007071883709500121,0.995018601908412,0.9834233412963282
4400,0.9993229838521216,0.0006944717379697558,0.9948001571982839,0.993990483764986
4500,0.999316227449946,0.0006962099755562139,0.994898682040282,0.9855736126794018
4600,0.9993105383067826,0.000697623944770002,0.9944943369256536,0.9967843325826055
4700,0.9993083127537071,0.000697198731581272,0.9943260685229686,1.0013036830204374
4800,0.9993037421883283,0.0006891954595935838,0.9944844725755374,0.9828762059334903
4900,0.9992911660173089,0.0007071943687840531,0.9942466229105086,0.9802103240986406
5000,0.9993017942795357,0.0007091192704566204,0.9940224357913695,1.0015203088459446
