miliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
0,0.11079670194262387,-1.2481328197778677e-06,0.010133771652951408,2.3146887959889865e-06,2.762709862281609e-06,0.40060601164371284,-4.352135569953164e-06,1.1162893962641707e-07,-1.3330370193619906e-07,0.00010389682650508313,-0.0009114845008477379,1.0538484548463663e-06,-1.8140076344651148e-06,-4.363062587080163e-06,0.40032567167225663,0.0008284995059427572,4.5661163456753357e-05,0.48864528102335164
100,0.10014631504149954,2.2009796021569382e-05,0.03229184773147627,2.338662217966532e-05,0.00036721765820459996,0.40050321169972525,0.0001434593282412476,7.822107029351604e-06,2.6700094792282407e-07,-4.736218538165761e-06,0.0013824113009694937,-7.904461239651733e-06,0.00039990947087573754,0.0003807989855948078,0.4005831433057681,0.0006997081246890767,0.00011890007976865074,0.4892921929264113
200,0.09139137595718942,3.85456482988608e-05,0.04395291362202089,5.2878366435007145e-05,0.0003966896863082735,0.397824812097609,0.00023005516872625295,1.2562935714977523e-05,6.955378154380067e-07,0.0001676039841277769,0.0024342623218588317,1.233272709750944e-05,0.00045777477575675455,0.0003966686734288648,0.39986268037444567,0.0030512094458320944,0.00037623661471680156,0.2431616435914142
300,0.08350725735686977,5.0963747910158325e-05,0.077139128576823,6.976448015619131e-05,0.00040925384198651756,0.39534460959308915,0.00031726063654776896,1.4672620529076261e-05,6.059900296132982e-07,0.0002743824659352508,0.0038453550033725145,-3.915083070880234e-06,0.0004957254837370304,0.00040500656571690634,0.39967643302962824,0.003747578173631816,0.0006163399803967274,0.24569954841258843
400,0.07274206717734273,5.702352786709041e-05,0.09005751857917321,9.059589886631597e-05,0.00041983761006857297,0.39333782006304957,0.0003541015376982577,1.5955319281532293e-05,8.428068066298775e-07,0.0002511488879603787,0.005671795602177539,-8.479914748856885e-07,0.0004941172654305352,0.0004210703670356097,0.39886595516850876,0.006610852581365806,0.0006650541554146379,0.24717479773904494
500,0.06483196636302008,6.010407774100739e-05,0.10776770203707745,0.0001055350569844917,0.0004306043608941091,0.3911191088589188,0.0003969816809370166,1.648524529491767e-05,7.429635370827453e-07,0.0004809680828817753,0.00702425947554164,1.9353610127880783e-05,0.0005338190898179947,0.00043933808248757997,0.39784191973791144,0.007521059470067429,0.0007551576008600931,0.24598350295991336
600,0.057953849597744966,6.626837296491662e-05,0.1344228799541083,0.00011098129601586547,0.0004529360818095654,0.3877343842434614,0.000422798561413891,1.7144575966372727e-05,9.365693167903959e-07,0.000682240352757875,0.00810716429913728,7.377177190473904e-06,0.0005370328316183981,0.0004330299001425602,0.3974805218907155,0.009481415871275333,0.0010983819426289732,0.24650284874865985
700,0.048306372441250904,6.694350320071174e-05,0.156399605786648,0.00012919884600858542,0.0004550277488997985,0.38676777489962144,0.00043676590171429794,1.753623377375915e-05,1.1409695825109709e-06,0.0007258402222725977,0.010503235151139316,1.1843173867031356e-05,0.000576242024660639,0.00045876711569713645,0.39620370392407633,0.00936171356598087,0.001265195212097251,0.2475453494285143
800,0.040386462724017066,7.138865178805167e-05,0.1673364611839583,0.00013269615914924838,0.00046792281505026324,0.3819468070844576,0.0004658359432404567,1.843031908524293e-05,1.1632673965461034e-06,0.0008811346225747658,0.011514158354089631,1.7184262192268354e-05,0.0005776703178288851,0.0004660446112445315,0.3951813411716397,0.011880084569549287,0.0012994784836004828,0.2444936513631613
900,0.031260065836154954,7.460231366164522e-05,0.19486752544543445,0.0001448864173807164,0.0004942157647176271,0.38069340274711766,0.0004996077497216724,1.844695723151052e-05,1.353624902963722e-06,0.0010544447966660479,0.013378488774716518,3.354887518467061e-05,0.000593949425050425,0.00048607080781477516,0.3941935359625786,0.01233371089740081,0.0016519763972837526,0.24690080885718427
