milliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
0,0.1106595786226056,0.00013581949546629667,0.0027119826217886903,3.506175501642702e-05,-0.0006048651914856632,0.3986709049290626,-0.00011096578113904927,2.592089527718544e-05,7.287765533576883e-05,6.3826653248261094e-06,-0.00014570498937359892,1.0658635550450847e-08,-0.00015275654093027893,0.00015442520538332322,0.40238925738383174,-0.0006433278768577916,1.3767734071640929e-05,0.4906835470861848
100,0.10086902895159709,7.329869830996437e-05,0.02346989116844091,-0.0002129686129894216,0.0011113880748884258,0.3706158267141073,0.00020203711829721823,3.9815336920884805e-05,0.00021523876962147124,3.1736761713453335e-05,0.001182076747585003,7.750943262191464e-07,-0.00012007786985055607,0.0010438519034412352,0.378596318370241,0.001288726061146333,7.973380110593103e-05,0.4920998914619315
200,0.09124864726200144,2.7220174555206603e-05,0.05441717526243626,1.5774820934538733e-05,-4.2811481703818564e-06,0.3348027810448399,0.0003462819740943159,-1.3312082076434649e-05,0.00010501536138117554,9.254883113083613e-05,0.002370404168910578,2.6059023694437948e-06,0.0010959719525809662,0.0003014357713426899,0.3472331765611344,0.0038529504223795627,0.0004414435549029722,0.24303901944637857
300,0.08189311747685869,0.00014293955404943464,0.06471751887324047,0.0001496650075168052,-0.00018427228874984627,0.3015096271210911,0.00044021824941213085,1.2428723901027264e-05,-0.0003155005773295699,0.00018246744905939184,0.003900336931373765,4.7652193372307266e-06,0.0008260002625796807,0.001021105960322879,0.30421950245977764,0.003759806402578879,0.0006054790062933786,0.24559529132742172
400,0.07337284770074771,-2.780846339684153e-05,0.081163499325302,0.00032797821592491357,0.0008212910869127123,0.2513937920788886,0.0003090078440647856,2.4267774100328637e-05,0.0002791404605959242,0.00027593707095090094,0.005276994975277701,8.047769280858893e-06,0.0013723832020238976,0.0010035303753889438,0.2464199935774518,0.005558677277205551,0.000689500494862603,0.2460955321084279
500,0.06607540899218473,3.854580018267191e-05,0.120594206376763,-8.355307298370075e-05,0.0006144691522451145,0.1865088219803669,0.0005260502897041874,1.1593957442684016e-05,0.00021439932297256982,0.00035820283933186146,0.006574283251113418,1.1600175562090413e-05,0.0014567687716979683,5.154882364427301e-05,0.18698997161420997,0.00727783135815252,0.0008859078367085064,0.24635445598550934
600,0.05781850069393352,0.00010047135947256828,0.14039703247723798,6.904076019262839e-05,0.0007988771474716053,0.09458329544105296,0.0005997913482099241,3.7770758075236915e-05,-6.017713849825012e-05,0.00043837955532471316,0.007821299637572747,1.600736323967913e-05,0.001958731952787087,0.0008154715932406153,0.11254080188672157,0.008722626517922985,0.0009457975090374539,0.24676600015733535
700,0.046973319810736026,0.00020580464356489018,0.16991166014267753,0.0002979191412493454,0.001805318858380451,-0.0004901358879454405,0.0007020531958375378,6.819141945334315e-05,-5.818670503281771e-05,0.0004598101946221849,0.007998938173005595,1.8282045376706277e-05,0.0025932433740101656,0.0022935262107989514,0.007569259199987485,0.011205802580901869,0.0011707465758293565,0.24448664012685048
800,0.03876761876846385,0.0002061255961237072,0.17574249670236952,0.00034035119908992144,0.003374799407735093,-0.00364861228060963,0.0008399779157310699,0.00013556631710908486,0.0002668572167651052,0.0004324822003664743,0.0076926542663225865,1.754344429902946e-05,0.0042633847649057414,0.003965499359062399,0.012795685021484562,0.012538106408354711,0.0013269924018809167,0.24828095037568879
900,0.0315277015529322,0.0005144352609556143,0.19728597815235516,0.0008280934850472369,0.006339359905794865,0.0014957768719483417,0.0010703551991757111,0.0001341256268059598,0.00025372929117886066,0.0004264112542870579,0.0073898448983830065,1.6010927760138216e-05,0.006199052705765348,0.0048432830421068175,0.007732582161657058,0.012222418171473954,0.001667437817318309,0.2474184931185018
1000,0.023895985926522915,0.0006511769127085462,0.21932363246149364,0.0010649317770063977,0.007394184308769801,0.004307973314456108,0.0012344347321902559,0.00022182535461939647,0.00044273998193793183,0.00042846858339162574,0.007148126784878156,1.5529362285493902e-05,0.007271384003493073,0.006473907474762788,0.01222218973823012,0.015472008292447223,0.001825455905788955,0.24530407575623192
1100,0.017563613401463965,0.0010458811600028211,0.25240463101884186,0.001680872236886812,0.009234891056544625,-0.004566539804976311,0.0015566312522072834,0.000316982258025762,0.00015014520751731108,0.0003909402013583851,0.006978762384189399,1.579708727998421e-05,0.0091978270492653,0.009256540567251361,0.008685345815615128,0.015455859589235458,0.00186941774613617,0.2478449015795746
1200,0.011635323097868496,0.0013730609817967292,0.26270573534181146,0.0017811899008146079,0.010417370873393532,-0.0020948036507723107,0.0016984207636622944,0.00033900422807705606,6.796257175398956e-05,0.00040240999864095796,0.0066255778961109,1.4925623583272657e-05,0.010719745451588774,0.00972489010501014,0.006845336442699235,0.01717809881110764,0.002114855472827584,0.24531286570818536
1300,0.00843495937511148,0.0016022869465951873,0.2826212361405213,0.002364490986525947,0.011732544435603703,-0.006204560175094512,0.001919033005433553,0.00040907412275361244,0.00018457039473553045,0.00037803391553233723,0.00653532148799821,1.4283680170286549e-05,0.011947783660980395,0.01275895480432476,0.004521055742146409,0.017883563514233723,0.002121051750514837,0.24441948696283333
1400,0.004872260241827089,0.0018352383776888692,0.300350538949841,0.002924185063444423,0.012911672493769233,0.004182166412216576,0.001953862105806417,0.0004668780800141699,0.0005379252198828996,0.0003628538010234484,0.006055737893155281,1.4666923656795495e-05,0.013399399175922486,0.013667322755391275,0.009051638711025182,0.02018393743995909,0.0023019328140369785,0.2479390097324315
1500,0.0022402336825757237,0.002101240239644859,0.33768013905210975,0.0033107689649846186,0.015401207367887393,-0.0023821477644311254,0.0022465614896028108,0.0005933156362995128,0.0011393489814476789,0.00037299592699601303,0.005869920662849744,1.305441641540337e-05,0.015919787961345758,0.015190885795145232,0.012336651361101587,0.02128220380126964,0.0025553359350769123,0.24514667870920404
1600,-9.640479836643396e-06,0.002249978744069384,0.3587281767680802,0.004139058521186664,0.015878971570735805,-0.00564282013640516,0.0022704313453459296,0.000621924710044253,0.0009236967373850284,0.00035492651671268196,0.005780954937490711,1.3492507256032765e-05,0.016738647734290027,0.016228111200897916,0.006280647285251026,0.02354168359916624,0.002657575115183651,0.24841768020961869
1700,0.0006157575471750578,0.0024639995742166128,0.3771835879362264,0.004353481118953284,0.017371996852780038,-0.0057946879810089015,0.0025625655160435136,0.0007065890166209933,0.0015196633922692892,0.00033089814141531695,0.005713339560852261,1.2558338627476219e-05,0.018281373703607138,0.017650162153764064,0.004247559341497906,0.02431607424147087,0.002913433854614688,0.24737140225275617
1800,-0.00041957468447738106,0.002819161326031476,0.38778318358024966,0.0048699111756518925,0.019778035713796664,0.004759864185291823,0.0026103337528996158,0.0007389161813531856,0.0017692277140235002,0.0003182007432680139,0.005385281800501972,1.2902251895093632e-05,0.0196112733387672,0.01883312656817123,0.002444308297359054,0.026225413142841686,0.0031136148454089124,0.24615131742223
1900,0.0015326524723025866,0.002929591711371901,0.4065202725542806,0.0055020113381872016,0.019740142274512235,-0.00039272400338281237,0.002971034904307892,0.0007960044459832054,0.0019201717533271032,0.00031097999625121983,0.005388006330614301,1.2648287170801897e-05,0.02115540169083488,0.019859092449167268,0.006140802358259274,0.026766169132682018,0.003293136326928863,0.24679266011533305
2000,0.0002651470819714299,0.003378918387733685,0.4328339532728281,0.00637565689923752,0.021386929211030373,0.00020387764535422399,0.003028136446246006,0.0009087367136113357,0.002101125284118118,0.00030112992535059354,0.005210001681695478,1.2185427412281124e-05,0.02335502072418467,0.02181376572058016,0.008702118711722006,0.030011803084989262,0.0033278783555497258,0.2489944240011297
2100,-0.0012743705424824716,0.003470576804190177,0.4397489464807533,0.006588106071989659,0.023603168491169228,-0.005012008667164991,0.0033069898266691977,0.0009551612839770083,0.0026613313993161573,0.0003002347057771371,0.004896111369430639,1.1816151050143627e-05,0.023440620742437166,0.022968996744053827,0.008762616613366126,0.031307444872760895,0.0035229725622528446,0.24869538931878574
2200,0.0012567912575871725,0.0038405883648821287,0.4803613634919558,0.007479747578713104,0.02465382145638674,0.0011466142828351668,0.0033692744668918522,0.0009912403496443135,0.003203861673187269,0.00029383403958170156,0.00478783759017192,1.1911422551480456e-05,0.024998802594064486,0.02498069098653798,0.01124248865057511,0.031234335863018693,0.003706005618124969,0.24623782885617074
2300,-0.0012568501970317677,0.004078910808982206,0.4767692723815095,0.007557364815421122,0.025715047803227333,-0.004576515280143716,0.0035215820970819255,0.0010613628842175145,0.00329122301469839,0.0002950857866305795,0.004530245953579115,1.0921902556411449e-05,0.02700649416534393,0.025738636080867027,0.009883845319650544,0.03239772534558408,0.0038925244341288814,0.24843303132609368
