miliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
0,0.10999057594823125,9.705304436494721e-07,0.01301947737314261,1.0789524268003339e-06,2.75049452272809e-07,0.3998540968420241,-3.932927265131612e-07,1.2367404242954004e-07,-6.377547766246695e-08,-7.685708359890028e-05,0.00010614953219959927,-5.051000326914649e-07,7.377484302881135e-06,2.0642798288746284e-06,0.39951433199229813,-0.0006642042040406378,6.0284609429337704e-05,0.49099989264650196
100,0.10225759513523702,2.132354368791452e-05,0.029790617326363632,2.624174730442094e-05,0.0003751228522897483,0.40077984990262866,0.00015373814847284193,7.543203867779846e-06,3.948576637871122e-07,7.518670766988182e-08,0.0016736775664130505,-6.469647700490669e-07,0.00040171589232734333,0.0003723955557331373,0.40152052347647177,0.0016680145871453857,0.000195778035063144,0.49232573943944224
200,0.09117839412486135,3.8432195974404924e-05,0.038065834372625146,4.655378038740308e-05,0.00038814230495008,0.4010040134296307,0.0002492177493615796,1.2700113743650094e-05,5.916053253513876e-07,5.3447644113000626e-05,0.0017724580288650466,-3.3626922449007207e-06,0.0004443250625699385,0.0003937288714978433,0.4040865829340055,0.0031940749842725444,0.0003816683909078402,0.24687665909210554
300,0.08386634754822292,5.004681108249883e-05,0.06995860806343339,7.098787019343839e-05,0.0004067851371483677,0.4008461319415589,0.00030263789304138354,1.4450709568943452e-05,4.1004911988664844e-07,0.0001519523548820717,0.003547430598388299,1.6223751284120645e-06,0.00047225685506836344,0.00040537620990652585,0.40485531544325265,0.005288986129472095,0.0005057200851902953,0.24757199925217022
400,0.07327524413354422,5.617190904124658e-05,0.09214933982788505,8.628514568384145e-05,0.00040948841654117596,0.40077146389731216,0.0003537447909442492,1.5581207625637862e-05,5.11061151260864e-07,0.00034128080938012473,0.005609240269419596,1.3719994284958253e-05,0.0004947138089656472,0.00040488895786968115,0.40662644357722116,0.006185620397777347,0.0006052337751635255,0.24715041273090646
500,0.06422961710006328,6.023456253487341e-05,0.10114184574901802,9.867702506404763e-05,0.0004161320792068553,0.40105518669378726,0.0003913985113103771,1.6439054819691544e-05,8.277082548821836e-07,0.0003739717668690854,0.007083902644836552,1.1334715207372943e-05,0.0005169141007154238,0.0004262851854358422,0.40854459258450804,0.006795133789395683,0.0007768558161292711,0.24609810865482631
600,0.057115266608956584,6.50498471948135e-05,0.14824312368774042,0.0001165560837592344,0.00043132943690368125,0.4006741401008531,0.00041459580558987586,1.6776970979461324e-05,9.440797878763088e-07,0.0005276803123683625,0.007793193456778093,9.415446753875285e-06,0.0005251985927482201,0.00043258572333299347,0.410573792399679,0.009087730012384521,0.0010972202494834596,0.24635109556797494
700,0.04704501923393361,6.593009681682233e-05,0.14450281961362046,0.00012051575231652431,0.00044284947553305747,0.40080337874354854,0.0004407604620143574,1.7106961581676597e-05,1.0363885848164612e-06,0.0006858867831847151,0.009631331513693846,1.8910996015151595e-05,0.0005432663587644817,0.0004444273661049083,0.4110643528325891,0.010470414606919614,0.0012480799507721839,0.2461498581016869
800,0.04028050270560225,6.772174772078634e-05,0.1707616193509715,0.00013202354471693233,0.0004530209621816119,0.40086795116192103,0.0004598338218650449,1.7485899394671406e-05,1.2811078539624991e-06,0.000994437275997736,0.011649030335683765,2.7053518583257675e-05,0.0005743628472614452,0.0004568857104110452,0.41310822880786047,0.012156484149788623,0.0013213258723753418,0.24580817346606146
900,0.031280030224293674,6.911928732799423e-05,0.20384179642830919,0.00014155951067053177,0.00045958697946406086,0.4005556519564264,0.00046915365307032274,1.8205928024099786e-05,1.2603600855596107e-06,0.0011388281005494001,0.012880309368179339,2.0275662977023793e-05,0.0005882608189193503,0.0004658224815114385,0.41410914187123016,0.013235032795831082,0.001585111845204408,0.24813104289207652
