milliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
0,0.10945387888117283,2.0825748584820513e-05,0.007360576559088075,9.414199068173378e-05,-0.0004253083358654035,0.39466732652280545,-4.050779274606772e-05,3.0181689830226255e-07,8.689389667643281e-05,3.0536068305433236e-05,-0.0001097257006447893,-3.962011709888035e-06,-0.00010969419865981371,0.00015448113736872895,0.3951766828312473,0.00018934537133152916,-8.290886612336542e-05,0.49037772415890135
100,0.09968197217136303,-3.972148178055258e-05,0.017785658345842233,0.00010859163737708785,0.00048256291389542827,0.39970887918890025,0.00013152313303125266,4.589581977539695e-06,-3.3422182668008906e-05,9.777833015986731e-05,0.0009651846479336145,6.773153620233195e-06,-4.673089478541615e-06,0.00041274925232968055,0.39899057763128193,0.001745401779626414,0.00014034516991746096,0.4883049698678369
200,0.09058819643164301,3.816759149967675e-05,0.04172063763652785,-5.244925885134799e-05,0.0006512153961471457,0.3794576859617714,0.00022165354935406266,2.8317075534745064e-05,3.3098871159429236e-05,0.0001734759168513408,0.002028425813608615,-6.796729594294204e-06,0.00019519286427786196,0.0003760438328832792,0.38359174282721836,0.0036618430174417565,0.000295693166094969,0.24519644976094757
300,0.08300614577615993,8.965343427855542e-05,0.07391393885559723,0.00016267550101670958,0.0005022158853204356,0.37744536567647236,0.0002446780206766025,1.0808537879739862e-05,-1.43656042478395e-05,0.0002165981882958765,0.0035590661219606213,4.417764249970589e-06,0.0008706627930190058,0.0007839754821071684,0.38096371766234366,0.00414173297725428,0.0004135133468853411,0.2468390908776441
400,0.07299811772387187,8.305435511097294e-05,0.0872844918023059,2.268962406519881e-05,0.0005749771883172333,0.36687987179177795,0.00039093216184955235,2.3253359875424524e-05,8.383732780911368e-05,0.00028044098958773903,0.005220795481049945,4.406477691410763e-06,0.00015272427770408214,0.00030620651985016926,0.3755042912855403,0.006641436131470018,0.0008047137022741031,0.2438481801886119
500,0.06549387399169043,0.0001075682665180097,0.11519598044697836,0.00018090461620916265,0.00044795267418236737,0.36308197511974766,0.0004226036240741022,2.391027361746581e-05,4.74467842166026e-06,0.0005067114299377846,0.0074894869140453655,9.957241607517469e-06,0.0007303538634059144,0.00022288225119294246,0.3626730745501773,0.007316911693951741,0.0008945989047641682,0.24791643880519884
600,0.05739250016794859,1.66612375299499e-05,0.13219303662339157,0.00017993740609951282,0.00042534282388006025,0.344933513149627,0.00041232782847812295,2.8201222824693538e-05,4.933641702778709e-06,0.0006331709626274768,0.008714401486137897,1.2046005646408674e-05,0.00023956984878055248,0.00022157841260303984,0.35767401558916306,0.009107798157915079,0.001086567061840156,0.24578958255640965
700,0.046859422888607116,3.035214856245974e-05,0.1618232569541445,0.00011300515259238296,0.00034080425549723085,0.3335011505453575,0.000412018625021443,1.9294805668922102e-05,6.16384989725177e-05,0.0007498479460845959,0.0091057604548117,2.1346049831738818e-05,0.0003059586232831128,0.000877363693410991,0.3480172152774067,0.009332320704937584,0.001247174116435768,0.24594319684172375
800,0.04064609539206861,4.560668708402842e-05,0.1795871342515588,0.00014285118964858188,0.0008593708716016779,0.3203689361812294,0.0005835575262525738,9.103230011608825e-06,-7.942943233966392e-05,0.0008198511231844753,0.011197957242822411,2.835871994109159e-05,0.0007780628979440874,0.0002116376732936708,0.33463157145775524,0.010869282908931794,0.0013483701737984066,0.24425640990669129
900,0.03172190062108972,0.0001429241065654418,0.20179031882142956,5.521161158085635e-05,0.0009208053328761924,0.3117118810862366,0.000583703352553416,1.468646254904602e-05,2.878761680578669e-05,0.0010650624399733293,0.011978004639256726,1.7241743939137056e-05,0.001043374984472324,0.0006455557000563326,0.3272533498144478,0.014056721098634583,0.001577955074695672,0.24536423583387265
