miliseconds,UbE,UbE2,Wee1,Cdc25,G2K,R,G1K,IE,PG2,G1R,G2R,PG2R,SPF,MPF,Rum1Total,Cdc13Total,Cig2Total,Mass
2400,-0.0005387701155257642,9.672853071608418e-05,0.5379855558472475,0.00021455894878025686,0.0006223721870622618,0.3845206004758787,0.0006823171886325805,2.453843252476844e-05,4.15409447231389e-06,0.0033693672104701798,0.03220065445843396,0.00014038452282338944,0.0007923694064506514,0.0006316939763104921,0.4203338694845368,0.032699154283002706,0.004161181894422562,0.24924712707621208
2500,0.0006000289573833996,9.847338971445879e-05,0.5374329163176619,0.00021562789391670783,0.0006341807623066689,0.38334572254786015,0.0006829818705993684,2.528704025882707e-05,4.423392946235315e-06,0.0037211356328269813,0.03423092314859235,0.00014893180296949397,0.0008193998181843397,0.0006339401128495181,0.4206164778022525,0.03479252298865217,0.0044346496209653205,0.24999268354907123
2600,-1.9458688644316324e-05,0.00010008046696622661,0.5668796992705698,0.00022298704355200864,0.0006567260285984353,0.38231594890949494,0.0006975913289784862,2.519652637361107e-05,4.965189745243189e-06,0.0038137141470381713,0.03487541701982938,0.00016969560956393807,0.0008351093946399367,0.0006441614253457313,0.4215834191347419,0.03700617051898395,0.004579084031428865,0.24582894527000307
2700,9.049924680015106e-05,0.00010328843711617724,0.589704424019105,0.00022624892146773045,0.0006576698408525535,0.38099842834642633,0.0007036669091515365,2.5587446237435188e-05,4.8822328107516865e-06,0.004014193378153353,0.03599362220928733,0.00016810791622871683,0.0008368372639329832,0.0006552424685830104,0.4223851636111836,0.03653054196467943,0.004569955796975674,0.24764175242881484
2800,0.001273988489130636,0.00010312567398933045,0.5947089305218476,0.00022682183837959317,0.0006783889816865214,0.37963835759956477,0.0007311263987864362,2.6685795172144333e-05,5.399768115753612e-06,0.004029866851901858,0.038084269886811316,0.00019339799101589767,0.0008649269739483515,0.0006742914093324379,0.4216868914890921,0.03871168187349019,0.0048808340879822245,0.24695592091488464
2900,-0.00112443440724224,0.00010624673051528578,0.6289332452333362,0.00023358870775509418,0.0006871135627921585,0.3791489919222051,0.0007466387232039658,2.7107625143323012e-05,5.502419555595678e-06,0.004237068728587367,0.03836405113136826,0.00019767281026879837,0.00086619087438706,0.0006772884195381664,0.4228295609931767,0.039646068343103504,0.004912591160952696,0.24851450142881773
3000,-0.0001062455020720873,0.00010906473603814192,0.6336516949013652,0.00023481348485552368,0.0007017843290565153,0.3778069803237258,0.0007546354635467507,2.745626716774754e-05,6.152649237625859e-06,0.0043275067097658625,0.041219639094481696,0.00022152319945195582,0.0008853030509863394,0.0006935882443966171,0.423334215067503,0.04142825998051566,0.005094924022800991,0.24958403438401644
3100,0.0006304912037427066,0.00010869812536358497,0.6590074611245453,0.0002454527174575718,0.0007104308186142047,0.3764887775510266,0.0007587895321207286,2.7470443281546655e-05,6.214683849554351e-06,0.004545185496274574,0.041410464999112905,0.0002402659553442214,0.0008930473438679922,0.0007130295491430298,0.42340328063279165,0.04175719796648229,0.005388447788820363,0.24828047386426316
3200,0.000539514444370463,0.00011047686126486569,0.6824003008965819,0.00024877528872172867,0.0007267237795717985,0.3753458715491648,0.0007808655338623807,2.8166658415852842e-05,6.634860109797204e-06,0.004855055455089032,0.043066333015636206,0.0002475558478239567,0.0009174614662937756,0.0007181777725520923,0.42386859385484194,0.04301724663961979,0.005580027447191541,0.2481501344666696
3300,0.0008579121843333309,0.0001124381416756808,0.6910830452925604,0.0002505160911803939,0.0007296127638722614,0.3743640827394368,0.0007986695002936409,2.826452108240032e-05,7.010373320388752e-06,0.004928712949988521,0.044517227369007116,0.00026407206086251177,0.0009395704563853214,0.0007273044903990612,0.4238496032375854,0.04463866131350718,0.005807156419861696,0.25132081019457403
3400,-0.0008428606241435934,0.00011381580587683386,0.7120025518515579,0.0002528538348958466,0.0007385690451458346,0.3734799225645324,0.0008139799545557192,2.885088095303964e-05,7.12155306636258e-06,0.005105578184674356,0.045806293852028085,0.00027864824748664277,0.0009409176392331957,0.000747134608024001,0.42450478976242073,0.0467383918187149,0.00589704543947651,0.25060804110848073
3500,-0.00035011586564466534,0.0001180386953138699,0.7524653733793016,0.000258952038965669,0.0007469497925021715,0.37200430351251085,0.0008160083164605478,2.938290310604594e-05,7.71504177045018e-06,0.005133732706780547,0.046849139595713685,0.00029280280127493686,0.0009689921051564899,0.0007482515200539525,0.42439871060684453,0.046848739346927654,0.005983540748155317,0.2497260166471816
3600,-0.0005236508245922861,0.00011866238912698119,0.7585950035445183,0.0002623698144255863,0.0007629643576895425,0.37057245177426806,0.0008407012039368314,2.9722646092707405e-05,8.082996756649508e-06,0.005431969977917459,0.04786628930712432,0.0003153593683771601,0.000982780800809642,0.0007577992257640719,0.4238312986700373,0.048925221384084804,0.0061306085357757285,0.25175371136686253
3700,0.0007718355296339343,0.00011927051605395318,0.7620399220964219,0.0002656279501283399,0.0007823103342761607,0.36999054996494957,0.0008631595077030232,3.046712683322122e-05,8.556305463529717e-06,0.005632039662794197,0.04951280306332833,0.0003329975154919624,0.0009824541300120328,0.000782040160527539,0.42411405973930744,0.05006515112663821,0.006392105614721435,0.24903641111563357
3800,-0.00023818664876184184,0.00012115882324333149,0.7770612738423863,0.0002711217754214695,0.0007821459485684983,0.36834421338044604,0.0008737497005910753,3.1202126961966924e-05,8.729653885058296e-06,0.0056183857639644,0.05080345128858937,0.00035085071486461053,0.0010010821106716204,0.0007880608811706605,0.4249501066535443,0.05165543058761934,0.006650677773330159,0.24955627243942108
3900,0.0014778085400342026,0.00012353163609480315,0.8019352321587075,0.00027136117213395105,0.0007984988049758985,0.3673814320846452,0.0008810674562869236,3.164804019510114e-05,8.977401253064584e-06,0.005810536521754188,0.05153646017875707,0.00038702621169575875,0.0010250902941763601,0.0007920187461856227,0.4240845580352933,0.051954590239499686,0.00664426716588352,0.2519065567024258
4000,-0.00023745319457002667,0.00012577097416941732,0.8162843968361645,0.0002828221492450623,0.0008182565614469771,0.3659049094396572,0.00089023612917339,3.194428999142886e-05,9.712158589992514e-06,0.0059341535462409485,0.05278922457740365,0.00040783279017703823,0.0010264641435226,0.0008201055665338085,0.42438030318789044,0.053412527725634554,0.0070157984881981245,0.25009197107801695
4100,0.0013782833204605718,0.00012765517799788838,0.8272044786290169,0.0002852649026499894,0.0008275967135526296,0.3643989477878229,0.0009188061746195627,3.199928189826174e-05,9.935583974635319e-06,0.006073535772740217,0.05371731851061271,0.0004293050440114808,0.001046840837558184,0.0008277806186815478,0.42538075748657345,0.055358901865342494,0.007084678935404129,0.24851940172610326
4200,0.00131923838995688,0.0001310738689319769,0.8576020776400961,0.00028417931296194034,0.0008399689918656303,0.36311950969913204,0.0009218017181222908,3.287174789870592e-05,1.049811167863241e-05,0.006214195341489876,0.05381690603368793,0.00044143346477474384,0.001069063030361362,0.0008363075710424345,0.4243100857291167,0.056688765862823384,0.007135833878208464,0.25112923562745265
4300,0.0008673316774549493,0.00013238488328363513,0.881781843960689,0.00029032129607941073,0.0008411262238122325,0.36170709109575827,0.0009524429679293231,3.3543563387206604e-05,1.0651123621498912e-05,0.006369729479798432,0.056112791550158865,0.00047401061244351525,0.001084452699101028,0.0008560600690441174,0.42455643315231695,0.05779354376944712,0.007514521088538098,0.24828276166704008
4400,-0.0014273365346400976,0.00013401972142828102,0.8959489845992266,0.0002997587512961434,0.0008582351278147597,0.36041718854884164,0.0009697070925206321,3.333446428402986e-05,1.1409256452509445e-05,0.006525289994221096,0.05768193296668803,0.00049099120075929,0.0010884062270455565,0.0008667207313164912,0.42528962146430077,0.05775287649524682,0.007536996930932568,0.25017048893371113
4500,-0.0011639246879879448,0.00013475978086675,0.8899463449978395,0.0003030270376331256,0.0008700408284986373,0.3596459441587807,0.0009716261488886928,3.442316477402991e-05,1.1777129902471916e-05,0.006778457743080171,0.05719996888777085,0.0005158213594391271,0.0011090488493098057,0.0008735782351438076,0.42449572837136557,0.05922913675984069,0.007688972593312756,0.24869072691994984
4600,0.0010311383032942465,0.0001374832880830633,0.902592140502346,0.0003080746552718015,0.0008787953016157854,0.35831327200412005,0.0009818902161420897,3.490144565055718e-05,1.2183216542614796e-05,0.006972706373309529,0.05920447405718127,0.0005430028302125036,0.0011334943056711694,0.0008827324991365134,0.42535140364832846,0.0597451854904467,0.007942382784093607,0.2497040450238136
4700,-0.0013255310288434134,0.00013994236679886604,0.9168898564453428,0.00031042602967240433,0.0008968370867144057,0.35708984632525037,0.001009866918671648,3.538452369274082e-05,1.2451448946672505e-05,0.007157445751531417,0.059769438254333854,0.0005675218809632668,0.0011377690775785706,0.0008991615595012499,0.42445196328349444,0.0622724516975458,0.007986612124692706,0.24919456060550824
4800,-0.000531006918071488,0.00014089610659422938,0.9239660664632875,0.0003128119517591725,0.0009148774251216803,0.3553490553387456,0.001017369804917538,3.563592543958538e-05,1.3071508809882569e-05,0.007329420986734239,0.06211773229771513,0.0005917969364315754,0.001154351715939269,0.0009058577407472956,0.425034348293312,0.062151665542291366,0.008323659603803475,0.25262945544808457
4900,-0.0010394258341620353,0.00014398443476862022,0.928572925993982,0.0003142983147034087,0.0009232959169043497,0.35387439341538274,0.0010442125591937528,3.6013626143819846e-05,1.3310424408030624e-05,0.0073059112441683435,0.0630672893918131,0.0006234321266293711,0.0011915016583058306,0.0009147056570259698,0.42433047484965114,0.06398877769761056,0.0085447417325031,0.2492892224648208
5000,-0.001207181621140258,0.00014445344379467395,0.9462712061953439,0.0003256489133484188,0.0009336376997865544,0.35252120057061775,0.0010553187522198636,3.6776480975243095e-05,1.4085710931969532e-05,0.007671551067826545,0.06273463729065538,0.0006459927306031535,0.0012059210435368401,0.0009332474504357633,0.42433741217872745,0.06521808934442876,0.008733667870907853,0.25059491638575565
