miliseconds,Susceptible,Infected,Removed
0,32679994.536256123,728.3044515838736,61.46801823990914
100,32679987.933113147,731.1974929245911,68.26497277482248
200,32679969.515837017,746.343406285745,70.15139269003164
300,32679955.27837873,757.8895269901881,73.9773375604665
400,32679948.89404648,765.8379481830627,75.15096267773394
500,32679939.663165472,773.2463348694533,77.3519850247748
600,32679923.853008244,777.8253858671917,86.73240390872398
700,32679919.59851353,784.7099963297945,85.33818947162872
800,32679893.79674626,800.1939069399552,95.21912314606095
900,32679892.554874327,799.9483831981023,95.17904984045724
1000,32679869.354889672,813.7128619621706,101.26835509853129
1100,32679864.935190026,817.1380650753737,103.45186292177338
1200,32679856.164765693,838.8282701581072,107.98505515985224
1300,32679832.648857806,837.0170625710291,116.20274942276555
1400,32679826.236760385,850.025365842699,116.32042734372563
1500,32679818.82917445,856.5778259979933,121.11488112187054
1600,32679794.91209172,874.5248075310053,126.71506583914446
1700,32679786.95813835,879.4155025860418,131.7895758539379
1800,32679767.985121973,889.7583124252048,136.9831290213888
1900,32679759.773875803,892.7906406204847,135.84072762333102
2000,32679741.780567646,899.682649545523,142.71182764185772
2100,32679724.009765875,916.3140348062682,149.33062603511422
2200,32679713.806631282,924.3981854715043,152.97581831685682
2300,32679696.20314822,939.1363850244786,157.5408996300416
2400,32679691.61402882,940.8683770496688,164.35866110664827
2500,32679666.765072316,944.7345568228355,167.80635505375653
2600,32679661.22789032,965.3599951158716,172.04388495872476
2700,32679642.36163314,965.6025887160797,179.06405715321313
2800,32679638.392499458,984.2608533899519,181.83649912819382
2900,32679623.11922956,984.5674767125056,187.4353525590626
3000,32679592.198438045,1004.017757400967,188.95182638700396
3100,32679582.898479857,1010.0740294930038,197.9203367920226
3200,32679579.31362776,1015.4807331533982,199.35656113895195
3300,32679559.74905048,1023.7961304332453,203.30631387919942
3400,32679534.044824082,1041.5727535447354,211.93439427411832
3500,32679524.45276874,1040.376290968235,213.90856693346467
3600,32679519.28298354,1052.360610602035,220.51696220929716
3700,32679507.994743705,1059.9613572031803,224.90276492681463
3800,32679476.864094574,1074.9345628935457,232.91877477003473
3900,32679465.29410198,1080.3387728384284,241.08043252882715
4000,32679447.05785026,1095.3335911564945,241.734570706812
4100,32679439.685654383,1106.2103217492004,246.7188888015113
4200,32679413.50460093,1117.8788041444398,257.02543667687894
4300,32679418.488116696,1122.2484892524758,261.42821788486646
4400,32679393.749094117,1134.2113220758583,264.1576764326895
4500,32679372.77894698,1143.8740446038073,272.4438843203599
4600,32679370.500743374,1146.140982108184,280.5187214845232
4700,32679340.733373992,1154.9709998423177,284.342054094146
4800,32679328.880100723,1163.4572765706012,292.0600344000809
4900,32679315.220160063,1182.0250319654756,295.2591676436464
5000,32679300.89988452,1195.6353098650009,303.720572682709
