milliseconds,Enz,Ts,Tt
0,-0.0009042101618602212,0.00015756268313582344,13.46134015266129
100,0.0013128169388977508,0.0001437745995677457,13.461729414237436
200,0.003615579772778965,0.0006833326300320021,13.462009958236841
300,0.005516457397833151,0.0007162536717892855,13.46232806802522
400,0.005459562593079225,0.0012103014759999823,13.462767694430568
500,0.007469863524504124,0.0016979517238919252,13.463185155529324
600,0.008575688811888445,0.0017549015848061385,13.463369597030054
700,0.01166223016729748,0.0018661959282622355,13.463504444487084
800,0.012278475685938577,0.002256924634981229,13.464135081127598
900,0.013624734253492806,0.002658851206434297,13.464241410723583
1000,0.015017105708130274,0.0031838589795318674,13.464419693322148
1100,0.015835123714429016,0.003319151130689326,13.464684479476572
1200,0.019060512361475275,0.0034884787800545285,13.464941562659709
1300,0.02004583314087541,0.004144128075644414,13.465449371669031
1400,0.020785119465029825,0.004308475502378779,13.465878467743897
1500,0.02207786625371007,0.004342827390215848,13.466044202786522
1600,0.024876800020595953,0.0050047687107867755,13.466337343224131
1700,0.025041131829229357,0.005011062242198461,13.466856954914045
1800,0.027120318863007968,0.005265977904254147,13.467030982602438
1900,0.028346634828843285,0.005638189728848584,13.467488522448953
2000,0.02909821470927128,0.006317112667870345,13.46747772800911
2100,0.031189630704390042,0.006274553791409964,13.468034222094138
2200,0.03411654960241789,0.006658658882186454,13.468355046230034
2300,0.03430865367493719,0.007002241114850429,13.468479083186791
2400,0.03568460943850039,0.007562833716026956,13.468661446113925
2500,0.03701251491597937,0.0077728874028405275,13.46918599770282
2600,0.03978269624406634,0.00809258067511849,13.469536742549131
2700,0.04094602435150271,0.008266535218040409,13.469589743192225
2800,0.041216430011812445,0.0084587544273206,13.470298985864806
2900,0.044111333545094826,0.00872524694925684,13.470400710451564
3000,0.045210579746666806,0.009464763538710093,13.47064783863596
3100,0.047548127036869836,0.009352811732844505,13.470861301192754
3200,0.04742086455795558,0.010082904284313108,13.471524776143966
3300,0.049026779280688174,0.00997087169243495,13.471836939881172
3400,0.05159443896229525,0.010737745668653874,13.47209286521029
3500,0.05216492840871361,0.010762434249068436,13.47228993837436
3600,0.05283254039528615,0.01123346517232469,13.472737172752742
3700,0.05614610724106358,0.011682052688138052,13.473174606445413
3800,0.057122486711403686,0.011681953515827207,13.473093176039905
3900,0.05924997024164494,0.012031231733900515,13.473683765914481
4000,0.06020881873682067,0.012601628952850602,13.473934612897388
4100,0.06051275597586484,0.013002552352712396,13.4741693475494
4200,0.061877115122346615,0.013121799861067813,13.474625825806571
4300,0.06351324827017557,0.013623382760880036,13.475097338794138
4400,0.06610733010963173,0.013782813781153105,13.475210847510677
4500,0.06687110739392982,0.014273197079439777,13.475479680517358
4600,0.06946371216223782,0.014645188500873936,13.475764067296259
4700,0.06933720839528318,0.014595617375216767,13.47636243140427
4800,0.07045369235164274,0.015026777184341283,13.476649122736923
4900,0.07214764594576635,0.015434234650423307,13.476870087694719
5000,0.07501632859411521,0.0156241099186589,13.47714900160306
