milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.024033322618167572,0.11846644138889945,0.4159329940218905,0.9722316615490073,0.055404547251725826,0.042454328895855084,-0.005874675070323017,0.8258138425893616,0.04015672885975026,0.07269912419031341,0.05502823471351359,0.3421144080781314,0.3952731395111044,0.2527232133883366,0.24117788009053498,0.09911942500300816,0.09143878665580002,0.07211366324278022,0.3230860912893922
100,0.01741287221389415,0.151892119372041,0.44087561592032987,1.0271360049769296,0.05781485864587899,0.04449341415591251,0.011678731697759756,0.7908866359933093,0.012638638730710762,0.06317122708885747,0.09997109799320988,0.44357662763056777,0.3929103101317271,0.24478161420828112,0.24050164698069187,0.10126500665528879,0.10739997617739841,0.08086034082544542,0.320009604992148
200,0.0130492671069211,0.18499999904677505,0.46149659483650884,0.976199933477955,0.06744479367842293,0.039078283386865975,0.008691596004444128,0.7508658367565563,0.039559720997093345,0.06654859737367738,0.07903731646028168,0.5305718447128115,0.3828750624014104,0.23670358366980254,0.2336574552280064,0.10529350917654817,0.12442504188549007,0.09602906699407579,0.3190947320146722
300,0.01047418158128965,0.21927375560294754,0.48143139305362076,0.9955437558078621,0.062362532887271074,0.043202951798577194,-0.007814980694066699,0.6704195447591268,0.0340867344503712,0.11161388949163567,0.12485921773976773,0.6047234689467369,0.380360166600571,0.23076305303740444,0.23349232793685262,0.10782038171334628,0.1421140621597208,0.09549286857308265,0.31882864046464904
400,0.009174805706479744,0.24543878338640002,0.500276668907485,0.9943686376429948,0.06935207059691616,0.03835716105818477,0.015763550267172473,0.6442967219624331,0.04295590802203211,0.13363139698206555,0.19848370559572515,0.7173243630187335,0.3828682473044368,0.22759342465836255,0.22876797205296528,0.11180680107772509,0.15986739249612322,0.10063623754685477,0.3192931878457706
500,0.008482894459004176,0.2812777706124794,0.5111224012065226,0.9233519225260471,0.08278794886498984,0.04050022521445473,0.011452550463517848,0.5906336760968387,0.03257355034191713,0.13319814880910957,0.23831040760117464,0.8030958795705095,0.38335621081914073,0.21941395927927512,0.23183685246626637,0.1117003313806078,0.1695576922463404,0.10670642955086285,0.31945197872079517
600,0.00826259467898239,0.30630419021675215,0.5346048948198096,0.912868883843501,0.08609778198346006,0.0371970733156763,0.016450754963694362,0.5251012662827077,0.04655158868943786,0.12183896143891398,0.2873261232085922,0.8670337568608082,0.3754607827341416,0.22157560626123313,0.22407912593777754,0.12044999840495896,0.1838069525680735,0.10905761269661458,0.3195524645709214
700,0.00805545300843617,0.3202211702138404,0.5487486735115853,0.8485678276213459,0.08447930827104737,0.03586309626343965,0.00023562183152743294,0.48947873347824783,0.04070743896948157,0.17846558229442305,0.32594198662472307,0.9217667154515934,0.3705952111427412,0.21084396847249767,0.22556788483353657,0.12220847095396185,0.19473060300171463,0.10958145341446048,0.318794222358759
800,0.008449350311760195,0.338840172570081,0.5607056694206628,0.8219981449567809,0.09792589190524173,0.03634502804321014,0.004186302627899157,0.42281298607142465,0.03837816321327154,0.14673560681556297,0.36266183826560383,0.9237232089757447,0.3771738453925795,0.20787484731301906,0.22378434291218643,0.12740420471896854,0.19903888211501233,0.11578169629943667,0.318517435777824
900,0.008547410578969248,0.34885162276824705,0.5746694187416995,0.8014645718579226,0.09566400527139567,0.03516271123093893,0.012891193699082891,0.4279719003784388,0.030102153153047876,0.17984146777987364,0.3950315563031194,0.9521224192877779,0.36753466704648613,0.20528726411593815,0.2164821189044071,0.13044588736790885,0.20279970436090483,0.12558653791112506,0.3175330770452293
