milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.02380146686754394,0.12185060933791274,0.4127322879205818,1.0181161972318935,0.050130346368595556,0.04616762035891332,0.010428849240434723,0.8323238572872064,0.005417874230133719,0.04334124653786114,0.03551239914348474,0.36520029544321486,0.39532221750561214,0.25334098489724854,0.2381225906751302,0.09737891192775479,0.09133363555677364,0.08125087955477707,0.32282028974048393
100,0.017016763695361637,0.14592880014479245,0.43852245876784124,1.0020428276800828,0.05285840722492773,0.04036698068768229,-0.0039422281211403945,0.7711226689734654,0.01890999870754408,0.07517339470661247,0.06837822800451261,0.43064930782243255,0.38668663904870426,0.24903786100823153,0.24052488560153082,0.1023636189456078,0.10967296317446763,0.09009963090990816,0.319929503825784
200,0.012614635665259747,0.18399641119873397,0.4571171584696436,0.984259270321056,0.05940691327171028,0.03771402182400137,-0.004934777556948619,0.7339391454342298,0.012017662619973047,0.11511594053618579,0.12012326536203805,0.5542035646215235,0.38622334112971957,0.23725766614141028,0.23434865063883104,0.10280892624012818,0.12383056600527576,0.08856998758153163,0.31896544277796113
300,0.010286554157059728,0.21807653965329662,0.48404508081780334,0.9782510311748778,0.07327107977489582,0.04496847263890812,-0.0067579060613193005,0.7040690461761747,0.011364755464688027,0.11319575008269478,0.12767470506309586,0.613376483615915,0.3848927009111319,0.23675543834669088,0.23398848226233634,0.1049703048261714,0.1413600634078182,0.0907795135191901,0.31880994726518813
400,0.008685622063123594,0.24807093755835935,0.5024209088046618,0.9906398505492553,0.07443740698873484,0.03627972223599954,0.013333823241721745,0.6230836046780913,0.043656682037748515,0.09588245524326845,0.1594238644368331,0.6908655163261154,0.3810606390920521,0.23319957854457068,0.23113867409542135,0.11216470497457454,0.15659195239190232,0.10179378844519081,0.3190752977922554
500,0.00841483591242713,0.27509264021367036,0.5177245581731759,0.9122630710177548,0.08113278633642074,0.03486335887305965,-0.004040094477458997,0.5696120047978033,0.010977747436635949,0.12212709343903079,0.23088162040918017,0.8180327886246073,0.37830691062196475,0.22182869229362673,0.22587108780730433,0.11170047372097303,0.1699278279949746,0.10216756291529569,0.3188608927547137
600,0.00814276309411201,0.30563638350290273,0.5314096826191089,0.8933084486308187,0.08434461844098183,0.04175425301688648,0.02234217665130208,0.5563906546732941,0.031431158913452745,0.17028463712149314,0.23263441973753443,0.8519766582146341,0.37951272271958003,0.22098525055455506,0.22273578973487096,0.11818182326727458,0.18380306954641187,0.11114275225683956,0.3191565496673318
700,0.0080843868838422,0.3254476181107561,0.5561354773237197,0.8913268163913605,0.08494670334579571,0.03811416095792899,0.01127986834747437,0.5104435169215591,0.02239699513262203,0.1311780562655934,0.28384975776548194,0.8927818208166135,0.37952225802331674,0.2168856193116207,0.22241446876167,0.12436246262624327,0.1895204837685011,0.11024981274088547,0.3191176283671275
800,0.00827621276127245,0.33562289406885376,0.5697733161284456,0.80493728560415,0.09763443625690693,0.03912839627232053,0.0023170608282706553,0.45575037652757683,0.04462506102218891,0.18269122725179548,0.3743157098707919,0.940001046378209,0.37611389287353014,0.20697700209223385,0.21919614310697771,0.1298694503101865,0.19531602395656972,0.11781833789895355,0.3181891553438519
900,0.008347324635888387,0.3540983995914076,0.5865745998804586,0.8186539217182953,0.10355732582810112,0.030822718928563565,0.00657166469428364,0.3981869204894113,0.056832423048006585,0.17928492922065908,0.4003336305974621,0.9747049067061458,0.3732725671433571,0.20367858007239312,0.21877016540505986,0.1325045945159648,0.20561040911166933,0.12768601954229286,0.31785198368933737
