milliseconds,uninfected_tumor_cells,infected_tumor_cells,virus_specific_CTLs
0,0.009246434785645628,0.00010004560212840146,0.0
100,0.009687270983858085,9.938931989771604e-05,0.0
200,0.010468413264260172,9.860584311207119e-05,0.0
300,0.01149958717400829,9.75357195226385e-05,0.0
400,0.01179006096926317,9.636292450760668e-05,0.0
500,0.011422749556055989,9.510875985374122e-05,0.0
600,0.012567498994821657,9.40886509579503e-05,0.0
700,0.013255816603443018,9.324644782741459e-05,0.0
800,0.013792740850443271,9.263314400104705e-05,0.0
900,0.01343002760508507,9.160810941843492e-05,0.0
1000,0.015681872361452832,9.154469996091042e-05,0.0
1100,0.016391975988330046,9.045679759417188e-05,0.0
1200,0.01659201466328906,8.914232441517887e-05,0.0
1300,0.017053026056707114,8.847258659903648e-05,0.0
1400,0.018354166570051875,8.780564299243404e-05,0.0
1500,0.017999449338267474,8.738014117734433e-05,0.0
1600,0.018330986807572544,8.622294616783609e-05,0.0
1700,0.020597576622939023,8.58839998420823e-05,0.0
1800,0.021428377369531525,8.450876120009688e-05,0.0
1900,0.021188502461790586,8.392738317986448e-05,0.0
2000,0.021470216038798905,8.26583851271755e-05,0.0
2100,0.02277314287977372,8.284757968577603e-05,0.0
2200,0.024859667441838793,8.151775094060358e-05,0.0
2300,0.025907410711428873,8.135134332311145e-05,0.0
2400,0.025683787197825023,7.998659913011819e-05,0.0
2500,0.026449097156343977,7.920864008620372e-05,0.0
2600,0.0285776315545369,7.925867455521261e-05,0.0
2700,0.02861329467118848,7.793298057370017e-05,0.0
2800,0.031079970808099506,7.738774818270737e-05,0.0
2900,0.031149813409615656,7.672030756912269e-05,0.0
3000,0.03249304988147229,7.611387413407171e-05,0.0
3100,0.03462806650646684,7.572276520025288e-05,0.0
3200,0.03652023862850718,7.54798789599196e-05,0.0
3300,0.03793459114370529,7.396181941894025e-05,0.0
3400,0.039536832397682055,7.331753067949726e-05,0.0
3500,0.041033414695391957,7.277118378444858e-05,0.0
3600,0.04150280527480517,7.232386322670471e-05,0.0
3700,0.04467347407539144,7.155517180479413e-05,0.0
3800,0.046060907296889476,7.152080928991944e-05,0.0
3900,0.0474382003756091,7.120673827308285e-05,0.0
4000,0.04847390500479303,7.040638072604818e-05,0.0
4100,0.05170922978551118,7.015214372995023e-05,0.0
4200,0.052740341353089845,6.969510408509135e-05,0.0
4300,0.05639116864643331,6.886648363233611e-05,0.0
4400,0.057689252457282715,6.863052194624016e-05,0.0
4500,0.06099542813492965,6.753901197089933e-05,0.0
4600,0.06232236305153219,6.751766842358768e-05,0.0
4700,0.06562654308054837,6.722776663959673e-05,0.0
4800,0.06801361336872368,6.683566258901795e-05,0.0
4900,0.07026515674244983,6.595134709064605e-05,0.0
5000,0.07356570260572938,6.55999576035901e-05,0.0
