miliseconds,uninfected_tumor_cells,infected_tumor_cells,virus_specific_CTLs
0,0.009600174423947273,9.96964713357694e-05,0.0
100,0.01033644154269471,9.86565614583827e-05,0.0
200,0.010162483740629256,9.827924816175894e-05,0.0
300,0.01162993996103267,9.757852897068956e-05,0.0
400,0.01116868807202535,9.661838331428154e-05,0.0
500,0.011516094246886455,9.541524995215374e-05,0.0
600,0.012182514854389028,9.500320240395006e-05,0.0
700,0.012802134086250312,9.331520080013804e-05,0.0
800,0.014298787568992027,9.314044135538065e-05,0.0
900,0.01425644426238135,9.176252004675995e-05,0.0
1000,0.014956471961288265,9.121807915734585e-05,0.0
1100,0.015552494290376334,9.041253635487859e-05,0.0
1200,0.015471275143264313,8.954319492175314e-05,0.0
1300,0.017111785386566,8.87299176254442e-05,0.0
1400,0.01832784593156606,8.821681340293355e-05,0.0
1500,0.01787406619524441,8.680452469591999e-05,0.0
1600,0.018329943199057005,8.649380854685565e-05,0.0
1700,0.020482368750447705,8.54187075149385e-05,0.0
1800,0.020902392815692825,8.44292083666447e-05,0.0
1900,0.020728561293517002,8.36812739788583e-05,0.0
2000,0.022559344547816308,8.319226735613442e-05,0.0
2100,0.023893238450621652,8.242834954122694e-05,0.0
2200,0.024941394298266768,8.186230926922428e-05,0.0
2300,0.024748197886525488,8.103139166487847e-05,0.0
2400,0.026448474813284727,8.017129408447012e-05,0.0
2500,0.026774726503641624,7.963276339351177e-05,0.0
2600,0.027503542805068552,7.916403899618816e-05,0.0
2700,0.029213084486625844,7.841266092647644e-05,0.0
2800,0.030238624257536387,7.764640757743707e-05,0.0
2900,0.030941819518583977,7.698801046491693e-05,0.0
3000,0.03237911267518273,7.608901174842256e-05,0.0
3100,0.035218630724785455,7.533370624943875e-05,0.0
3200,0.03510996963067076,7.4800854031681e-05,0.0
3300,0.0379423980273896,7.421191393707368e-05,0.0
3400,0.03977830226875283,7.424238964722621e-05,0.0
3500,0.04118683004905524,7.271441680529127e-05,0.0
3600,0.0427125249761992,7.272094645011271e-05,0.0
3700,0.044662794199411916,7.188021962933571e-05,0.0
3800,0.04521758005278233,7.17043030572201e-05,0.0
3900,0.04663562967122356,7.128153349761379e-05,0.0
4000,0.05017096700712832,7.025993478537998e-05,0.0
4100,0.05125475809228006,6.958771687825455e-05,0.0
4200,0.053416547825577566,6.944002325071617e-05,0.0
4300,0.05624537956597631,6.839933774623595e-05,0.0
4400,0.05712061941095679,6.80920393130101e-05,0.0
4500,0.060785465032341994,6.78730343379232e-05,0.0
4600,0.06332403099266865,6.738415605621888e-05,0.0
4700,0.06590061963840126,6.670702233381943e-05,0.0
4800,0.068110104758802,6.614745548864279e-05,0.0
4900,0.07111820273616293,6.629814859828208e-05,0.0
5000,0.07391296790244806,6.568005574185988e-05,0.0
