milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,15.000017889722814,-7.240701407648068e-05,3.985158731998554e-10,2.416006700160253e-08,-8.547545440321429e-10,0.00204179482940425,0.0914048058281336,0.007459781732774515
100,14.999753126438925,0.00012471241757934065,1.2362478445662984e-09,-2.0673156590628e-08,3.1097824408685985e-10,0.002014969400067077,0.10566403198967667,0.007396424640332308
200,14.999903475653415,-2.2949798679836568e-05,-1.3815740934918568e-09,1.4040933358181313e-08,8.572862214674903e-10,0.0020383052920770798,0.10179612663337155,0.007373489746337753
300,14.999948258956959,0.00021641338981301118,5.127465781737894e-10,-7.625035158679189e-09,-9.596630965473904e-10,0.001989871764730482,0.10551343916978613,0.007369609128539418
400,14.999675905835113,0.00014593528998193056,8.643059011787544e-10,1.7823392232349998e-08,-9.482978464510875e-11,0.0019589657563459147,0.11400350769882979,0.007349840370884029
500,14.999728193346746,0.00016716909609717782,5.957279559847571e-10,-1.5661587777562275e-08,-1.1661308227298315e-10,0.0020273344011846745,0.12759111563417236,0.007306250918143434
600,14.999810423018067,0.00024042298393665474,-6.226965254528308e-10,5.4350998672129775e-09,3.168414772338849e-10,0.001985696454543682,0.1270675163016499,0.0072488227351755795
700,14.999564577661062,0.00027119781359596326,-5.000354721328118e-10,-9.043453140875336e-09,-7.645868848137772e-10,0.001962642003213778,0.12274730337384314,0.007216561885452916
800,14.999332003102104,0.00041229487396202694,3.0996803678858555e-10,6.857105793722272e-10,6.252718829217074e-10,0.0020048384349434217,0.12712655470394352,0.007134952480218198
900,14.99950813197126,0.00038713672146010824,-1.570962341520622e-09,1.0424184817426033e-08,7.905032616509936e-10,0.0020521692014635142,0.14011523572797016,0.007081097429294159
1000,14.999140115413244,0.0003356459468683338,-2.53998622086457e-10,3.51045192511242e-09,3.123369031700509e-10,0.0019881432029185348,0.15195768283869976,0.007064240205393618
1100,14.999143818986848,0.0003426847795433689,5.796947728112825e-10,1.7258793170576606e-08,4.487579496730357e-11,0.0019813449961610077,0.14820461949398794,0.006960697331782388
1200,14.999085076736526,0.0004422580135489933,7.11699262277353e-10,1.537983161865857e-08,-9.168355629503817e-10,0.002008662466614329,0.14817120580872603,0.006934132969803136
1300,14.998784245869846,0.0006100994577277076,-6.094534618986273e-13,2.4036713624832147e-08,-3.3278060519173594e-10,0.0020431801331493916,0.17077478480574992,0.006905555057295357
1400,14.998713655321511,0.00049937390505505,-4.1727434601928273e-10,3.32349749141823e-09,7.899868693314572e-10,0.002041854643453214,0.1664782389691939,0.006836097337253041
1500,14.99886106678347,0.0007617301659721639,-2.7728744298610687e-10,-2.846769725708545e-09,6.313732652759586e-10,0.0020834143810336426,0.1651608682074083,0.006790110169148367
1600,14.99864027698894,0.000753258009090906,6.85500132440455e-10,-6.713013732000492e-09,-7.562781803890126e-10,0.002049504110626936,0.1779354354273477,0.0067869600143237955
1700,14.99859213160668,0.0006616992601334382,-1.5005779194619637e-09,1.5288410512214904e-08,9.322622573865069e-11,0.002078989806113572,0.18189586630391227,0.006736692623704217
1800,14.998718835833554,0.0008396791877744984,-7.968224665242286e-10,-1.405576131297816e-08,9.410230609587053e-10,0.0021218726703688567,0.1976606031936018,0.0066434383635558475
1900,14.99831757847663,0.0009858677336309954,6.884694841198995e-10,-1.030097590334347e-08,-4.3437298055216514e-11,0.002096031607543019,0.1882501788375797,0.00657291331163301
2000,14.99823346956113,0.0009936833922817633,-6.263630198216852e-10,2.277790029840266e-08,5.178251578063994e-10,0.0021554624348567464,0.2017835996127092,0.006645427407471732
2100,14.998312648399521,0.0011291729786605837,-1.3938184791606227e-09,1.9623754666871192e-08,-5.111198553438413e-10,0.0021821737046663404,0.20439307045634653,0.0065763854917788205
2200,14.9980769477997,0.0010979965405329398,4.164542720841274e-10,2.510269103758411e-08,-3.4092242094639623e-10,0.0021451408820772917,0.22358052071441928,0.006536948289304694
2300,14.998062941822932,0.001136655201828668,1.2981949475923797e-09,3.5265898609525573e-09,-1.2768162045927595e-10,0.0021466418473804288,0.217093269985383,0.006441710749230584
2400,14.997791008585995,0.0012434608800246758,1.0728675272962253e-09,4.643220816934195e-09,1.2219858670713357e-10,0.0022238567900383427,0.23123598337760842,0.0064260714780218515
2500,14.997662027976524,0.0013304702186990353,5.424340917845794e-10,2.1593215089568886e-08,4.2154090095368114e-10,0.002212411512632907,0.23123326222965118,0.0062953566254014435
2600,14.997315906402257,0.0012847168061921649,-3.3693596048109256e-10,-4.857007139161146e-09,2.3643572025402595e-10,0.002216924002498259,0.24884582456408455,0.006271203108321614
2700,14.997225843880498,0.001341381724296111,1.2188922391623681e-09,6.827039791409509e-09,6.902799014629913e-10,0.0023118408294751586,0.24001018117631254,0.006251181806556129
2800,14.99738996494253,0.001649539992309635,1.1189447873718072e-09,4.740295759843238e-09,4.2786176039667694e-10,0.002266180433597309,0.25135004333062283,0.006243787351612703
2900,14.996971131899775,0.0016894548490175609,1.584624349867151e-09,2.5404446673591225e-08,7.415123797087559e-10,0.002338033638623416,0.25820079801492674,0.006180178539317
3000,14.996686533977904,0.0016026372310846424,-1.3794343475626388e-10,-1.2714411894847076e-08,8.140782180730425e-10,0.0023888137919973323,0.27042553042464823,0.006103048373817106
3100,14.996567970326703,0.0017670662370809437,6.069225987604593e-10,-2.911664576536359e-09,3.5775435090073876e-10,0.002437438199320014,0.271148773221431,0.005981880553490204
3200,14.996404467761781,0.0019939224767136017,-4.2888391159349554e-10,3.050170611672052e-08,1.3515963054473117e-10,0.002414581778264795,0.27992724711172995,0.005981475549236462
3300,14.99644407955493,0.0018833729404667708,5.76703380431835e-10,3.8038020962738296e-08,-1.3085935409690605e-10,0.002438208822222691,0.2928036533212773,0.0059763089097592615
3400,14.996233049247714,0.0019717176833583725,-3.762651924505009e-10,9.492951256672088e-09,5.062093396384692e-10,0.002503527811995754,0.28918935860808925,0.005873852706789372
3500,14.995914714822739,0.002165743693302124,4.547578199903197e-10,4.468048082563504e-08,4.5787225509941466e-10,0.0025198002113610476,0.3083267732141278,0.005863060833430273
3600,14.995849708860725,0.002307009688448111,1.242051238006503e-09,6.812432046858122e-08,1.7615470494047735e-09,0.002631829222921597,0.3033899358817517,0.005803804203043351
3700,14.99543727021851,0.0025133395437828333,3.0337221350942343e-09,5.054393758939009e-08,8.873349052329719e-10,0.002672290699046542,0.3086876757604061,0.005699084364430949
3800,14.99514221862961,0.0026042590442194886,2.882052520021553e-09,6.016226968789931e-08,1.8246734797254381e-09,0.0026438567374968557,0.32464830928811916,0.005681070050698831
3900,14.994909582707692,0.0027587186159758748,4.234016646196814e-09,8.230118198996719e-08,2.4368535496307327e-09,0.002771597829300237,0.33491506013616484,0.00571062190024899
4000,14.995032197826136,0.002833643214423368,4.936944281643261e-09,1.478205276532654e-07,4.209203777851207e-09,0.0027480354820479357,0.34051120192757317,0.0056207902963512565
4100,14.994777907716493,0.002888715883977416,6.139285342141234e-09,1.5703704630650934e-07,3.71664283855509e-09,0.0028005480519244174,0.34159303480571734,0.005584828411829505
4200,14.99412926731747,0.003009290325788812,1.0824401337930971e-08,1.8030610791269088e-07,5.817840156191422e-09,0.002863475245473859,0.33796857443863154,0.005526323178735269
4300,14.994131133843746,0.0032353004311228666,1.3884576319941449e-08,2.588093144008811e-07,8.729996792322412e-09,0.0029625496562980854,0.34571361034440157,0.005540103934729323
4400,14.993759219750002,0.00341834030920741,1.643531841691434e-08,3.273059351793907e-07,9.799273599765853e-09,0.0030428946158487877,0.3527892345771365,0.005430765241696698
4500,14.993590191700218,0.003370090540185936,2.2870562412813907e-08,4.044882766517527e-07,1.459943734780089e-08,0.0031160120933331125,0.3630715758107176,0.005420626765218578
4600,14.993274609860796,0.0036949159009217244,2.840687689759287e-08,4.776947579594477e-07,1.7104918266879197e-08,0.0031592760727219326,0.36480322836189244,0.005416627170379451
4700,14.993091296073464,0.003759047184181416,3.4855067246736126e-08,6.148420962548744e-07,2.3362010990071e-08,0.0032682939568426305,0.3806405542610718,0.005324474837929019
4800,14.992775656649965,0.004066508319105454,4.5487899773728335e-08,7.615651588396636e-07,3.035302571975263e-08,0.003337049173981693,0.38226751234646233,0.00534955904966823
4900,14.992314727941173,0.0040921190116656085,5.945251213035022e-08,9.141127657120401e-07,3.9474823420030385e-08,0.003422567063868861,0.39370279204198955,0.005239577086156348
5000,14.992125204342543,0.004426216593159502,7.811176055155852e-08,1.1652539893355404e-06,5.127452564686539e-08,0.0034462881369455352,0.39240961320368883,0.005301781742553144
