milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
1400,14.99877715298647,0.00048491896777214707,-8.464760381812269e-10,-1.465271206585187e-08,-6.064692188733234e-10,0.0020108356354721635,0.17351766561186363,0.006927384585346592
1500,14.998743427264042,0.0006031021966128048,1.1216210945127748e-09,-1.5272413069049694e-08,-1.0838808553416161e-10,0.002060136656870828,0.16579083738922576,0.006843476336173379
1600,14.998679020921623,0.0006086787016618151,-7.823836050839835e-10,1.2174701733215668e-08,-1.656921050741794e-10,0.0021027498562438125,0.18090507411776965,0.006799788493731945
1700,14.99852237266429,0.0008249878678773153,-9.18660875616387e-10,-1.615553586307547e-08,3.5873403138259023e-10,0.002069416728597037,0.17763448045077204,0.006762663561706762
1800,14.99854886451057,0.0008675217093115603,3.3004934928414623e-10,-1.891898270792285e-08,2.2925765049176052e-10,0.0020610851425822917,0.19201870937687457,0.006632743734622535
1900,14.9982332765028,0.0009116411285330434,-3.2388690251214974e-10,2.2800207639082457e-08,-2.1427269627785845e-10,0.0020643291769507524,0.18832557636618075,0.006632501917151344
2000,14.998481266694439,0.0009993403219669024,-8.485182626799422e-10,-1.4319616793506947e-08,4.399609961808224e-10,0.0021382106693625808,0.21113500484409023,0.0065897176022483355
2100,14.998171347419712,0.0009175989470507158,1.3205085491004266e-09,-1.561482275707083e-08,-4.439032223857093e-10,0.002129247375243994,0.20105524035095426,0.0065747476911175865
2200,14.99806438140213,0.001176255804213433,6.595091493078845e-10,1.0736320815198053e-09,7.135372853614711e-10,0.002161022007750579,0.2161978558961742,0.0064214946095556705
2300,14.997725269986086,0.0011241454081077032,-6.10107141676828e-10,1.470931648681179e-08,-2.5421743366398065e-11,0.002209155422067822,0.22588787450493042,0.006426967338188562
2400,14.99757800826985,0.0012096634458869202,1.0459122159825628e-09,3.584864074559918e-09,-4.75784160047342e-10,0.002213419034342154,0.22620330439091305,0.006320223032498683
2500,14.997717278190104,0.001336103365865293,-1.2345720865058102e-09,1.956097144081271e-09,8.419338541414787e-10,0.0022034103116571,0.23438402217494592,0.006363556748012539
2600,14.997280374896889,0.0012956297896226739,9.448732051940557e-10,-1.5343342336535246e-08,9.314843925499644e-10,0.0022171034417198233,0.24472353867249932,0.006245549994583836
2700,14.997443808713594,0.0013520087884806547,1.4317759626909847e-10,5.979431684784459e-09,-3.1912760752223715e-10,0.0023071116328896055,0.24578497826800413,0.006274001662495643
2800,14.997076288955107,0.0014591743395301194,1.5614895375004055e-09,2.9269297268661067e-08,7.545681578318344e-10,0.0023263471481419365,0.26231480839195415,0.006222944626287579
2900,14.997163470482896,0.0017213710841653494,1.3443386598231502e-09,-8.734678042267154e-09,2.341416656842053e-10,0.0023665897239465573,0.26259941345572674,0.006163537405154095
3000,14.997027271249314,0.0016515480985196142,-1.106473514368722e-09,2.4235621224683325e-08,-3.9840094950900496e-10,0.0023534493843891773,0.25969175572339764,0.006047694179896316
3100,14.996871816006026,0.0017808231237322605,1.2010993694492927e-09,3.002765866834744e-08,2.5864658433694176e-10,0.002390400954026206,0.26758934912069166,0.0060607971540366555
3200,14.996364194310768,0.001823133959722587,-2.1830073176481683e-10,1.2057868285559482e-09,8.76565362842693e-10,0.0024481887319291067,0.2871234594114507,0.005952616677028302
3300,14.996189514471073,0.001960292978189006,8.719746527109121e-10,1.261247034382419e-08,7.472309085536408e-10,0.002498045047799341,0.29404657213838986,0.006015658526216867
3400,14.996120483332852,0.0019809057933525627,7.905891144252513e-10,2.0012261664766798e-08,5.170881459087093e-10,0.002468258338843581,0.30103365153468814,0.0058785815980331385
3500,14.996071752558795,0.002242666703870146,5.109985177678671e-10,4.552424292468257e-08,2.297758665082379e-10,0.0025248578111674333,0.29491751414343353,0.005841601013572601
3600,14.995790777780952,0.002344544098687546,3.5463448119232414e-10,5.026300329885538e-08,1.5944458374293333e-09,0.002594343530155915,0.31223886947451823,0.005812823179414857
3700,14.995630264606241,0.002404276007191275,1.2028040860849348e-09,5.696135560246035e-08,1.753273225809062e-09,0.0025966246828233314,0.308442264847049,0.005722005205906572
3800,14.995112761589718,0.0025449140908384137,2.33431390906064e-09,7.716209581571798e-08,2.3167282244747696e-09,0.0026865073826017505,0.31860647654434215,0.005654617584322334
3900,14.995269296856991,0.0026351036512360384,3.585994565996302e-09,1.0844009107556003e-07,3.6480809505365896e-09,0.002693861996085267,0.3260276670937438,0.005691394831269268
4000,14.994700390066635,0.002713657951263272,5.87558767299644e-09,1.0341908913672286e-07,2.7828246557051916e-09,0.002803924859429778,0.3281897431280396,0.005589192105434188
4100,14.994464137299081,0.0030282541408492058,7.667515303815499e-09,1.618293726635584e-07,3.782649271521241e-09,0.0028529283614645243,0.3426812772038295,0.005639490649363658
4200,14.994304854940843,0.003062835052203261,8.877483948538617e-09,1.8852686144553592e-07,5.599177263457954e-09,0.0028611749174114734,0.3387952283098805,0.005529405630081973
4300,14.993948193091876,0.0031626287513030534,1.1625673339543384e-08,2.441583688859451e-07,8.693991082054416e-09,0.0029792114052000678,0.3461806742928043,0.005495790980440346
4400,14.993924744298132,0.0034484339361275213,1.72946454986686e-08,3.2631724966690885e-07,1.0474725033772189e-08,0.0030192547987188643,0.3522502317556989,0.005438075223479317
4500,14.993421794819499,0.0035270684021164412,2.1333948016752205e-08,4.1028511783055426e-07,1.3163887165198222e-08,0.003069605343390473,0.37101703772165423,0.0054947252830849745
4600,14.993158795189702,0.0035571679681393156,2.6748852894765387e-08,4.864335865689302e-07,1.7130483768119275e-08,0.003162988041947741,0.37397017062767357,0.005330527414869884
4700,14.993056506443457,0.003853085450863719,3.774041937981703e-08,6.106628525418264e-07,2.2513770650858815e-08,0.0032691018251514953,0.37290655421404184,0.0052834162697115855
4800,14.992711806665925,0.0040911897348356084,4.552937163831086e-08,7.523729808758019e-07,3.0708083252357257e-08,0.0033454094037566307,0.3838670803037786,0.005263905854087453
4900,14.992433597024847,0.00408976320582318,6.130507913184143e-08,9.40008596708642e-07,3.8989332891452684e-08,0.003392524491000476,0.3792486004739394,0.005223606055922923
5000,14.992068313509902,0.0043123521246758514,7.727384308423489e-08,1.1389190669816974e-06,4.978478942225971e-08,0.003491731052167237,0.3883026088634402,0.005230439647714629
