milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,15.000097362650287,9.780724995730477e-05,1.4983639755589162e-09,2.0024997278133973e-08,-8.761974678079305e-10,0.0019807162909494104,0.1059569776162273,0.007491654001868002
100,14.999730794811654,-1.9231741433748713e-05,6.580989187065843e-10,-3.758109466496293e-09,6.982671791839304e-10,0.001956720651753447,0.09674999364379784,0.007510029452180967
200,14.999712792732787,0.00015218935536425596,3.576349495932525e-10,1.3170145381265054e-08,6.558648331018482e-10,0.0019987288134730697,0.10902198460515368,0.00736638675861983
300,14.999901015459853,0.00011490523539117355,-1.23343372880025e-09,-9.120035035924879e-09,6.731148800462138e-10,0.0019954931809459575,0.11570093035265132,0.007377288398679136
400,14.999546335635657,0.00022101764376463733,4.4109968267460773e-10,-2.043763112389951e-08,-6.99925228162528e-10,0.0019682836286644485,0.12022882845378434,0.0072876051855046975
500,14.999843524168327,0.00020419819962953957,-1.2046404606346285e-09,1.4989112474220146e-08,-1.2430017473168208e-10,0.002015320274028932,0.122641408600347,0.007228134691235011
600,14.999612579022191,0.0002959358251158662,1.1957438338120246e-09,8.658266535630525e-10,-9.730047436290445e-10,0.002038331341095016,0.12952752852796756,0.007292265900830357
700,14.99931219635874,0.0002669702906051119,-2.7489039649237394e-11,-4.197234973570087e-09,-7.281188778604424e-11,0.0020181693125650257,0.12649817220269158,0.007229344494934098
800,14.999474422472918,0.00031018218024022123,-1.1394810983883933e-09,-1.6023816465012e-08,-1.9938182719035304e-10,0.0019807619387219072,0.13820936278725543,0.007145085919809364
900,14.999482301175384,0.0002679482790325251,1.2903443184318923e-09,1.7507197592562527e-08,2.977986980323953e-10,0.00197429379806982,0.14804511940627146,0.007155391156282337
1000,14.999223042883521,0.0005187367987639219,3.9464693019685823e-10,-6.594805612371886e-09,-4.065364404097144e-10,0.0019725084018272446,0.14511856641830653,0.0070994897914621585
1100,14.999204833908063,0.0003449286376741514,3.0054173234512684e-11,1.7403720757126777e-08,9.271992230588479e-10,0.00203710343435731,0.15997257819725835,0.006947654551276271
1200,14.999198558682185,0.00045067936687051904,8.918711046155729e-10,4.8755924096451725e-09,7.303454964310435e-10,0.0020097422297073084,0.15916071943963855,0.007023849373690053
1300,14.998853802549531,0.0004950460372090992,-1.263416637093354e-09,4.22156485184159e-09,3.8033890031879625e-10,0.002019887737160726,0.17083815294925792,0.006895359769522708
