milliseconds,CycBt,Cdc20a,Cdh1,m,Cdc20t,IEP,CKIt,SK,CycB,Trimer,Mad
0,0.001,0.001,0.001,0.25,0.001,0.001,0.001,0.001,0.0006180339887498949,0.0003819660112501051,1.0
100,0.00497021677131551,1.1915350644953024e-06,0.09683413838773339,0.25012190394964934,0.0014875581462220951,0.000998212053862354,0.099649287449465,0.0014670824021825023,5.191857735899804e-05,0.004918298193956512,1.0
200,0.008839542188842161,1.3208413579711054e-06,0.1920683250119469,0.2502438658159413,0.001970265007560999,0.0009963398730258076,0.19541574148264942,0.0018902277955746426,4.7113240190984826e-05,0.008792428948651176,1.0
300,0.01253748450322625,1.4120419254897523e-06,0.28667572072273606,0.250365885624905,0.0024481688554979725,0.0009944644306064422,0.2880105358554317,0.002273592288763475,4.5340508524078366e-05,0.012492143994702172,1.0
400,0.016000755330061966,1.4794542353974392e-06,0.3805331625782665,0.25048796340257884,0.002921317480957554,0.0009925892942357281,0.3772239074617736,0.002620956702514617,4.41683652505874e-05,0.01595658696481138,1.0
500,0.019175566866543748,1.5310224262018544e-06,0.47345232600963333,0.2506100991750112,0.0033897581989272224,0.000990715214973931,0.4629143292878853,0.0029357428181634167,4.311229381553233e-05,0.019132454572728216,1.0
600,0.022019499132433732,1.5715099669734353e-06,0.5651429684647774,0.250732292968261,0.003853537853897971,0.0009888422575475176,0.5449981772738746,0.0032210477107773605,4.202028507376346e-05,0.02197747884735997,1.0
700,0.024502918307615838,1.6039419934540041e-06,0.6551368192308802,0.25085454480839714,0.004312702824144144,0.0009869702635911708,0.6234405474995589,0.003479674094300897,4.0839662720545955e-05,0.02446207864489529,1.0
800,0.026610057090721003,1.6303359437069112e-06,0.742621483950875,0.2509768547214991,0.004767299026590942,0.0009850989812713825,0.6982469061857646,0.00371415830278106,3.9558481300980275e-05,0.026570498609420023,1.0
900,0.028340209391830566,1.6520867573331628e-06,0.8260409513722843,0.2510992227336563,0.0052173719212541304,0.0009832281601884578,0.7694556513250539,0.003926795592950941,3.818644591649725e-05,0.02830202294591407,1.0
1000,0.029710267477849193,1.670190585448739e-06,0.9020238380006238,0.25122164887096865,0.005662966515786348,0.000981357597910125,0.8371315903747949,0.004119663042990073,3.674929906648944e-05,0.029673518178782703,1.0
1100,0.030762220759255634,1.6853775183741312e-06,0.9623691510182428,0.2513441331595461,0.006104127370023217,0.0009794871782307908,0.901360273754208,0.004294640263715926,3.5292615770336766e-05,0.030726928143485297,1.0
1200,0.03157958143576556,1.698195242018532e-06,0.9928418117836126,0.2514666756255092,0.006540898600416812,0.0009776169363988735,0.9622430656727765,0.00445342817613834,3.3894676694901094e-05,0.03154568675907066,1.0
1300,0.03226851268223116,1.7090628220046425e-06,0.9989588802828128,0.2515892762949885,0.006973323884454426,0.0009757471316379353,1.019892939479816,0.004597565966591846,3.263873167683867e-05,0.03223587395055432,1.0
1400,0.032882127059943894,1.7183064494908231e-06,0.9995645742057409,0.25171193519412494,0.0074014464650248015,0.0009738781490711677,1.074431067544468,0.004728446489039748,3.153917390694844e-05,0.032850587886036946,1.0
