miliseconds,pRB,pRBp,pRBpp,E2F,E2Fp,pRBc1,pRBc2,Cd,Mdi,Md,Mdp27,Ce,Mei,Me,Skp2,Mep27,Pei,Pe,Ca,Mai,Ma,Map27,p27,p27p,Cdh1i,Cdh1a,Pai,Pa,Cb,Mbi,Mb,Mbp27,Cdc20i,Cdc20a,Pbi,Pb,Wee1,Wee1p,Pol,Cdc45,Primer,Chk1,ATR,AP1,Mw
0,1.0308438641770072,0.2524853750359122,0.0999157904034333,0.09260236826128974,0.001024408873711558,0.07553792199986703,0.053281942608728365,0.009805110863231764,0.009967850854860108,0.010201028974586494,0.013646203194884052,0.010057215969770312,0.010092657465520696,0.010060539484622565,0.010202075228786746,0.00975763681509095,0.011240878975943613,0.003765090800363336,0.009972113929722672,0.010199042068482617,0.009951343709076334,0.010311239369485617,0.14940511510672733,0.00995377428507794,0.009986591266051035,0.02153811499933546,0.006097246063219973,0.010796661290947912,0.01029250395498461,0.009867694429298954,0.010033322785780547,0.010152190104172589,0.009395850243850118,0.009987406739223525,0.009166688557387432,0.10034074160489415,0.10134834956377238,0.01055622983891353,0.009916565550755499,0.009991480892515468,0.009873655066782895,0.00984734675393371,0.00997884961338959,-0.039388770243581915,0.0
100,3.499824785777207,-0.008291329691996273,-0.00018332987788831828,0.4096989637386046,0.0004005881317627695,0.04039118656074894,0.023099631424658144,0.01130573505669009,0.00321088032616351,0.016601155930038896,0.000244242432831214,0.002407151638147301,0.01677286145600916,0.004670349052874981,0.18742599088948608,0.009504657120584117,0.08194738294373077,0.12545702194377872,0.008289528273867286,0.021857122093260285,0.0020475939896287335,0.00880148303119993,1.1759034260379488,0.01100807531506249,0.0003582279192100075,0.17862099563098577,0.11281723059029952,0.06460277515449304,0.047893478270473605,0.022491235314267072,0.0032299176699354453,0.007030642412726126,0.15990444670887594,0.0021240820619408116,0.20081541021724555,0.05442163738332435,0.10412946449479844,0.07417430462452738,0.008016359093612667,0.000755945146302604,0.010341016014890552,0.03223170049418954,0.008002518192690336,1.3781020331759375,0.0
200,4.265567327725525,0.003238976702993933,0.00020786751622638492,0.6243713425933947,0.0008744143855456835,0.2514351813199399,0.006561059562717414,0.024089822712095733,0.003745440800090325,0.018252104299942243,0.012450817550903607,0.0014888896004198904,0.012001034663400932,0.006669231831246631,0.2218174256308043,0.01021176052490898,0.11955903926644675,0.2809934833400301,0.007734162074346796,0.022703468967246797,0.003235929663873054,0.007344568993461853,1.7784527939063643,0.017479804376109524,0.000504262511845083,0.3354030685930633,0.19980294321236056,0.0992990027287781,0.057165864677385755,0.028462867881274966,0.0044990192706793825,0.0064624322479377725,0.2835753385944148,0.0038113037066713493,0.296787688433973,0.06641901485120781,0.13589723105636553,0.09534424284292047,0.006246494250806937,0.0010439122285258032,0.010032730824216157,0.042775095037120486,0.006197715341630722,2.400858183832517,0.0
300,6.023694099408769,0.03612772036265244,-0.0003434253515793372,0.7366813715658952,0.001392520821092826,0.12097622561203777,0.0048146958977650705,0.035484146314372696,0.004535101604448679,0.021533916265499276,0.024968742999463688,0.0014596458600100522,0.008671920702333318,0.006960013387841915,0.19935483761927375,0.012619859994428441,0.14400738805077745,0.3948636747197838,0.007391783793057934,0.023007535451849567,0.003961986641040004,0.007797843200258778,2.020400011857633,0.020131724410563958,0.0006658318191233487,0.44730166877060024,0.2853131291312191,0.1257892705836611,0.05884662719494245,0.03413364005580452,0.005469833537653736,0.006560606694552744,0.36707404291278106,0.005043745593488743,0.3672685113499608,0.07364245153448574,0.16053456063887472,0.11282795600524465,0.00514311275653562,0.001123226448896339,0.009343473972359987,0.047689117974049684,0.00508525047636401,3.273132785108946,0.0
400,6.217031978401755,-0.013942243237769573,0.00015615213130277123,0.8787408870683391,0.0018674768394715763,0.4925601786260939,0.005158770140051749,0.044728099474183915,0.005575648392237513,0.026812711708956265,0.03497914735206858,0.001457724824894753,0.006381716213319062,0.006629326563248287,0.1713179771146863,0.01536768233069699,0.16176256312395423,0.4929742781398007,0.007240290831217021,0.023251688126383882,0.00432066042786595,0.007747417063447885,2.127889736790694,0.02041543215052924,0.0006703618117613817,0.54654839760529,0.3436454991303923,0.1433219697808615,0.057408894972426204,0.037864933682482824,0.006225735073415292,0.00647334220541048,0.4421021014636664,0.006022660461648666,0.4181773942405484,0.07810417703709381,0.17953069065551075,0.12263921487678783,0.00417940202575028,0.0009451201773388708,0.008423168723606987,0.046750528855601874,0.0039641932742555215,3.8317914481669986,0.0
500,8.262082268632284,-0.021801648424496604,0.0007063529019956127,0.944983678211945,0.0022154054840980075,0.40884515566499857,0.0030073162661890225,0.05300719864538334,0.006479102182018715,0.032100060449004895,0.035901395092382146,0.0013802818413436,0.005092383170721478,0.005965360047618873,0.15371983578138718,0.017038360113636172,0.17542022570919238,0.6034142649166638,0.007020048368924477,0.02294378400460132,0.0046041055631322395,0.008535631580419381,2.3768632877914957,0.01940462218272062,0.0007124821146724024,0.6389424693642587,0.4029266159222067,0.1571747866751387,0.0550412179812982,0.04107967257102064,0.006699882708713411,0.006939278776540302,0.5016948348539718,0.006645098564742518,0.46322544142684613,0.0811202790304761,0.198938535089176,0.13252787300561153,0.003541840840358017,0.0009297722229682898,0.007381761289945705,0.044438405122993456,0.003357298739085388,4.385041929242447,0.0
600,9.145196709958126,-0.011234150477146716,0.0007079450723923264,1.0334135569106322,0.0024910590118615164,0.6676743715274082,-0.000578268891961721,0.05992831075231914,0.0071988598674189875,0.03632090513172584,0.053044686740381916,0.0013791210259489204,0.004078328095417961,0.005383636578132863,0.14061838159525053,0.01905149942238779,0.1825494533389428,0.6628639100595877,0.006925352670122285,0.02248825694447152,0.004766340191038694,0.009933674857901075,2.646694352750688,0.018367649036661673,0.0008102194750893179,0.720998389933533,0.4402068195926565,0.164203691557178,0.05246327515914267,0.04262045672219854,0.006977941197511978,0.008020477452495766,0.539900321852149,0.007139825065056095,0.4854636297590068,0.08371338704669375,0.21082570033188786,0.14089819486359006,0.0030106510022668937,0.0008197857645328684,0.006472167155883852,0.04022015242408201,0.0026515697307005954,4.729141871895898,0.0
700,10.697608641137224,-0.017412386494159104,0.0005387781400890567,1.1097092123122905,0.002718876120988321,1.0295027852366525,0.0034543049451547935,0.06598940279108644,0.007748426878894554,0.039930300912797305,0.08593833323066363,0.0013221959027836469,0.0031331698549399386,0.004907560080113166,0.13393874566392386,0.020583469060393378,0.18849804638845782,0.7689136306315776,0.006747977644547536,0.022040766478165014,0.004821359258575245,0.010790535049299131,3.1121251929870306,0.01714542094529809,0.000787350578026283,0.7593600497250429,0.47215243187381606,0.17571223051567028,0.04978678211704565,0.04335908805428079,0.0071556750430263084,0.008758577502711773,0.5761248141300908,0.007411075909429404,0.50489512625611,0.08622764132755473,0.22234823412848004,0.14572665507281365,0.002525541932655831,0.0006755403796230807,0.0055933768612926316,0.03643854900744209,0.0021428954241292887,5.03800202704498,0.0
800,10.99949310299917,0.04278287902911089,-0.00036320372775991915,1.1510302105427805,0.0028512666435054567,1.1372816477967786,0.0012038486268775535,0.07078344397133998,0.008018780975029078,0.041767182520854165,0.09935819697258098,0.001247544904409976,0.0028163054926829004,0.004360084639478886,0.12863374081050902,0.02192353430194632,0.19138539049035552,0.8221489837613964,0.006574900613648107,0.02140723776436057,0.004853916514591288,0.012646689063288592,3.305183526339653,0.015577150403686712,0.000773435526218013,0.83292505056387,0.49501987908431605,0.18222344636567567,0.046882585934656086,0.04348752438993188,0.00717874940726929,0.010315523973747812,0.613361886571901,0.007498818749804777,0.5174822660116385,0.08778793100804384,0.23144575653986144,0.15132548536345844,0.0022684029523184954,0.0006523784891442106,0.005067365033659522,0.03155336245606747,0.0017959965187043163,5.328533295648073,0.0
900,11.985985239906595,0.0351488632992457,-0.0002872153507536455,1.2193901389464132,0.0029699644138751423,1.1290809388865337,-6.65592496585138e-05,0.07538137876106148,0.00826435940024674,0.042430876873288434,0.13311196269586154,0.0012457991658390735,0.002364976857300281,0.003947217471101354,0.12600560294870156,0.02290172237521596,0.19293322580659103,0.893740442124019,0.006303576314559829,0.02068012338264054,0.0047936625492789285,0.014269354486901777,3.5577710198118275,0.014537741008733809,0.0007866738413119489,0.8553367472285266,0.5164449752525211,0.18489961323637935,0.04515124097239703,0.04326624481805096,0.007241043399931315,0.011343329583503672,0.6324235110787124,0.007567452438584058,0.5274096589882435,0.08913885877309873,0.2351913794846657,0.15423691604446352,0.0018102363128408717,0.0006242571917168477,0.0042433460188068695,0.027461438495571595,0.0014737048210261858,5.5038567009309896,0.0
